COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,дс╝╞,дHдf╝╞,иkй╩дHдf╝╞,дkй╩дHдf╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,202,506,261,245,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,676,1784,980,804,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,588,1308,702,606,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,1913,4825,2500,2325,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,243,611,340,271,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,290,838,457,381,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,388,1030,558,472,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,411,989,524,465,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,591,1636,894,742,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,380,857,468,389,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,655,1425,807,618,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,102,227,127,100,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,218,548,292,256,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,494,1323,665,658,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,353,826,459,367,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-012,╕U╝wз°,272,687,387,300,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-006,╕q╝wз°,557,1387,769,618,"106Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-004,┬∙╜хз°,255,660,375,285,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-007,д╙енз°,28,63,41,22,"106Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-008,е|йuз°,296,995,525,470,"106Y12M"
