COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,дс╝╞,дHдf╝╞,иkй╩дHдf╝╞,дkй╩дHдf╝╞,╕ъо╞о╔╢б
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,650,1686,823,863,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,619,1563,746,817,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,311,842,417,425,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,468,1297,647,650,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,743,1916,942,974,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,2234,5693,2790,2903,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,1376,3313,1622,1691,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,4218,8702,4846,3856,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,1568,4613,2318,2295,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,1641,4830,2441,2389,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,2012,5479,2714,2765,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,1060,3001,1458,1543,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,1090,2867,1433,1434,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,1559,3976,1980,1996,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-015,┤фз└и╜,1021,2934,1403,1531,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-016,кў╡╪и╜,1439,4239,2107,2132,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-017,┤ф╝wи╜,1836,5156,2526,2630,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-018,е┴┼vи╜,1076,2905,1427,1478,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-019,л╪░ъи╜,1403,3875,1929,1946,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-020,║~е═и╜,1754,4867,2382,2485,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-021,д╜БFи╜,1456,4228,2083,2145,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-022,╖sе┴и╜,1740,4778,2353,2425,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-023,йп║╓и╜,1495,4380,2174,2206,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-024,й╛╕█и╜,1579,4120,1998,2122,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-025,ж╩╣╪и╜,982,2753,1314,1439,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-026,д╢╣╪и╜,1207,3374,1609,1765,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-027,╖sоHи╜,882,2328,1141,1187,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-028,╡╪ж┐и╜,2707,6924,3227,3697,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-029,ж┐╗Aи╜,1807,5251,2613,2638,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-030,п┬╗Aи╜,2045,5704,2816,2888,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-031,╖╦└Yи╜,2359,6367,3145,3222,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-032,┴p╗Aи╜,1640,3957,1887,2070,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-033,з╗╗Aи╜,2086,5047,2448,2599,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-034,дп╗Aи╜,1088,3233,1583,1650,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-035,╖s╗Aи╜,3024,8463,4046,4417,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-036,жN╗Aи╜,1349,3999,2015,1984,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-037,╝w╗Aи╜,2475,7460,3694,3766,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-038,║б╗Aи╜,1116,3298,1597,1701,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-039,й·╗Aи╜,1936,5280,2604,2676,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-040,кQ╗Aи╜,1391,3815,1867,1948,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-041,мf╗Aи╜,1634,4204,2030,2174,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-042,└s╗Aи╜,1957,5371,2626,2745,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-043,╡╪╗Aи╜,1349,3943,1913,2030,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-044,й╛╗Aи╜,4136,10696,5101,5595,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-045,┤P╗Aи╜,950,2711,1369,1342,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-046,дх╗Aи╜,1571,4259,2109,2150,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-047,лC╗Aи╜,1136,3207,1655,1552,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-048,├h╗Aи╜,2196,6516,3227,3289,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-049,║╓╗Aи╜,561,1550,800,750,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-050,┤ф╝Lи╜,2384,6532,3291,3241,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-051,о╢┐│и╜,1631,4650,2332,2318,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-052,о╢╕qи╜,1604,4476,2259,2217,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-053,е·┤_и╜,1236,3362,1707,1655,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-054,оHсYи╜,2511,6535,3156,3379,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-055,к°╣╪и╜,972,2939,1458,1481,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-056,║╓╣╪и╜,1236,3498,1778,1720,"100Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-057,о№дsи╜,2819,8925,4255,4670,"100Y12M"
