COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,дс╝╞,дHдf╝╞,иkй╩дHдf╝╞,дkй╩дHдf╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,192,515,268,247,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,646,1768,964,804,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,559,1319,707,612,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,1829,4681,2473,2208,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,247,611,338,273,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,293,848,467,381,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,370,1025,556,469,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,369,938,503,435,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,565,1639,883,756,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,363,856,464,392,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,686,1479,853,626,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,102,236,129,107,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,218,557,291,266,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,481,1385,692,693,"104Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,339,824,464,360,"104Y12M"
