COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,дс╝╞,дHдf╝╞,иkй╩дHдf╝╞,дkй╩дHдf╝╞,╕ъо╞о╔╢б
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,682,1683,810,873,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,633,1569,739,830,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,320,852,416,436,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,456,1249,609,640,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,745,1857,918,939,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,2307,5767,2805,2962,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,1485,3394,1634,1760,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,4498,8850,4941,3909,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,1569,4596,2291,2305,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,1616,4637,2316,2321,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,2037,5458,2695,2763,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,1096,3004,1462,1542,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,1106,2879,1434,1445,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,1568,3945,1951,1994,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-015,┤фз└и╜,1096,3098,1463,1635,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-016,кў╡╪и╜,1460,4252,2083,2169,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-017,┤ф╝wи╜,1913,5168,2549,2619,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-018,е┴┼vи╜,1079,2792,1391,1401,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-019,л╪░ъи╜,1416,3833,1873,1960,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-020,║~е═и╜,1748,4716,2302,2414,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-021,д╜БFи╜,1472,4216,2079,2137,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-022,╖sе┴и╜,1756,4789,2351,2438,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-023,йп║╓и╜,1524,4311,2143,2168,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-024,й╛╕█и╜,1653,4239,2066,2173,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-025,ж╩╣╪и╜,950,2590,1247,1343,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-026,д╢╣╪и╜,1187,3258,1566,1692,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-027,╖sоHи╜,869,2259,1098,1161,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-028,╡╪ж┐и╜,3024,7509,3490,4019,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-029,ж┐╗Aи╜,1845,5133,2538,2595,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-030,п┬╗Aи╜,2089,5729,2801,2928,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-031,╖╦└Yи╜,2386,6288,3089,3199,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-032,┴p╗Aи╜,1628,3824,1809,2015,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-033,з╗╗Aи╜,2132,5068,2464,2604,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-034,дп╗Aи╜,1091,3118,1520,1598,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-035,╖s╗Aи╜,3088,8371,4025,4346,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-036,жN╗Aи╜,1369,4000,1987,2013,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-037,╝w╗Aи╜,2659,7630,3719,3911,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-038,║б╗Aи╜,1140,3266,1600,1666,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-039,й·╗Aи╜,1959,5220,2545,2675,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-040,кQ╗Aи╜,1437,3724,1823,1901,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-041,мf╗Aи╜,1681,4157,2022,2135,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-042,└s╗Aи╜,1975,5292,2580,2712,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-043,╡╪╗Aи╜,1379,3962,1917,2045,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-044,й╛╗Aи╜,4207,10789,5114,5675,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-045,┤P╗Aи╜,978,2709,1364,1345,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-046,дх╗Aи╜,1593,4233,2085,2148,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-047,лC╗Aи╜,1178,3166,1618,1548,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-048,├h╗Aи╜,2199,6334,3155,3179,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-049,║╓╗Aи╜,570,1495,771,724,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-050,┤ф╝Lи╜,2414,6511,3260,3251,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-051,о╢┐│и╜,1664,4713,2345,2368,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-052,о╢╕qи╜,1626,4408,2183,2225,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-053,е·┤_и╜,1254,3378,1706,1672,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-054,оHсYи╜,2545,6539,3131,3408,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-055,к°╣╪и╜,996,2949,1461,1488,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-056,║╓╣╪и╜,1246,3496,1754,1742,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-057,о№дsи╜,2935,9039,4271,4768,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-058,дEжpи╜,1059,3083,1485,1598,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-059,е╔е·и╜,2136,5822,2755,3067,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-060,е·дпи╜,1038,3192,1576,1616,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-061,░ёсYи╜,1660,4557,2200,2357,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-062,е├жwи╜,1415,3736,1835,1901,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-063,┬∙е╔и╜,1517,4287,2073,2214,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-064,╝s╖sи╜,1267,3822,1899,1923,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-065,▓`еCи╜,3565,9010,4285,4725,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-066,н╗еCи╜,1474,4221,2040,2181,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-067,жшжwи╜,1068,2937,1457,1480,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-068,кFеCи╜,1698,5031,2476,2555,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-069,к°жwи╜,1728,5046,2463,2583,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-070,║╓еCи╜,2110,4749,2189,2560,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-071,║╓╕Sи╜,1567,4213,1980,2233,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-072,е┴▒┌и╜,1701,5014,2476,2538,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-073,░ъоїи╜,1469,3916,1868,2048,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-074,║╓╝wи╜,1971,5522,2788,2734,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-075,┤║мPи╜,1479,3642,1743,1899,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-076,║╓мPи╜,1308,3719,1773,1946,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-077,╢m╢│и╜,1527,3867,1860,2007,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-078,╝s╝wи╜,2493,7084,3456,3628,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-079,дj┬╫и╜,1791,5081,2462,2619,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-080,нл╝yи╜,3318,9434,4577,4857,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-081,дп╖Rи╜,1167,3355,1677,1678,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-082,йMени╜,1612,3999,1923,2076,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-083,╝s║╓и╜,1570,4414,2171,2243,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-084,╡╪┐│и╜,1584,4353,2115,2238,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-085,╡╪╢Qи╜,1022,2930,1405,1525,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-086,╡╪╝wи╜,2909,7449,3617,3832,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-087,╡╪кFи╜,2843,7042,3427,3615,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-088,лH╕qи╜,1676,4494,2234,2260,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-089,пBмwи╜,1451,4389,2275,2114,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-090,╡╪дди╜,1907,5677,2848,2829,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-091,╣┤дди╜,1394,4315,2153,2162,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-092,дддsи╜,1471,3898,1981,1917,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-093,┤_┐│и╜,342,1309,842,467,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-094,дjжwи╜,1553,4450,2234,2216,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-095,║╓жwи╜,1006,2746,1359,1387,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-096,╗Eжwи╜,2005,5746,2919,2827,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-097,└sжwи╜,1098,3049,1498,1551,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-098,▒X▒[и╜,3676,10547,5192,5355,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-099,╖╦мwи╜,2178,6462,3145,3317,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-100,╖╦е_и╜,1320,3809,1872,1937,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-101,н╗╢ои╜,984,2742,1359,1383,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-102,╖sе═и╜,1529,4497,2268,2229,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-103,дх╝wи╜,1169,3263,1613,1650,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-104,дхд╞и╜,1269,3401,1670,1731,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-105,╖sо№и╜,1241,3866,1940,1926,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-106,▓ўе·и╜,1164,3116,1515,1601,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-107,┤I╢Qи╜,846,2362,1141,1221,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-108,е┐оїи╜,1091,3255,1566,1689,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-109,е┴е═и╜,920,2466,1163,1303,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-110,лсоHи╜,1607,4034,2000,2034,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-111,╡╪║╓и╜,775,2295,1126,1169,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-112,░ємKи╜,1519,4661,2328,2333,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-113,жийMи╜,2369,6676,3316,3360,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-114,е·║aи╜,977,2704,1332,1372,"102Y12M"
