COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,O_PER,O_DEPENDENCY_PER,O_A0A14_A15A65_PER,O_A65UP_A15A64_PER,O_A65_A0A14_PER,INFO_TIME
65000,新北市,65000010,板橋區,65000010-028,華江里,0.38,36.36,31.82,4.55,14.29,"109Y12M"
65000,新北市,65000010,板橋區,65000010-029,江翠里,0.53,47.37,47.37,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-030,純翠里,0.71,21.88,21.88,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-031,溪頭里,0.37,15.0,10.0,5.0,50.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-032,聯翠里,0.5,35.71,28.57,7.14,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-033,宏翠里,0.56,14.81,7.41,7.41,100.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-034,仁翠里,1.02,11.11,7.41,3.7,50.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-035,新翠里,0.59,25.64,20.51,5.13,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-036,吉翠里,0.81,29.17,25.0,4.17,16.67,"109Y12M"
65000,新北市,65000010,板橋區,65000010-037,德翠里,0.59,25.71,20.0,5.71,28.57,"109Y12M"
65000,新北市,65000010,板橋區,65000010-038,滿翠里,1.38,23.53,14.71,8.82,60.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-039,明翠里,0.55,17.39,17.39,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-040,松翠里,0.38,62.5,50.0,12.5,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-041,柏翠里,0.25,20.0,20.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-042,龍翠里,0.63,18.52,7.41,11.11,150.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-043,華翠里,0.46,70.0,60.0,10.0,16.67,"109Y12M"
65000,新北市,65000010,板橋區,65000010-044,忠翠里,0.4,15.79,13.16,2.63,20.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-045,嵐翠里,0.44,450.0,350.0,100.0,28.57,"109Y12M"
65000,新北市,65000010,板橋區,65000010-046,文翠里,0.56,15.0,10.0,5.0,50.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-047,青翠里,0.59,50.0,41.67,8.33,20.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-048,懷翠里,0.58,12.5,6.25,6.25,100.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-049,福翠里,0.21,0,0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-050,港嘴里,0.65,48.15,25.93,22.22,85.71,"109Y12M"
65000,新北市,65000010,板橋區,65000010-051,振興里,0.45,53.85,53.85,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-052,振義里,1.05,45.16,38.71,6.45,16.67,"109Y12M"
65000,新北市,65000010,板橋區,65000010-053,光復里,1.45,28.21,17.95,10.26,57.14,"109Y12M"
65000,新北市,65000010,板橋區,65000010-054,埔墘里,0.44,27.27,13.64,13.64,100.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-055,長壽里,0.67,53.85,30.77,23.08,75.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-056,福壽里,0.3,42.86,42.86,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-057,海山里,0.35,45.0,45.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-058,九如里,0.61,63.64,63.64,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-059,玉光里,0.44,66.67,60.0,6.67,11.11,"109Y12M"
65000,新北市,65000010,板橋區,65000010-060,光仁里,0.33,66.67,66.67,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-061,埤墘里,0.27,30.0,30.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-062,永安里,1.2,36.36,27.27,9.09,33.33,"109Y12M"
65000,新北市,65000010,板橋區,65000010-063,雙玉里,0.47,5.0,5.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-064,廣新里,0.67,47.06,35.29,11.76,33.33,"109Y12M"
65000,新北市,65000010,板橋區,65000010-065,深丘里,0.34,68.42,57.89,10.53,18.18,"109Y12M"
65000,新北市,65000010,板橋區,65000010-066,香丘里,0.44,80.0,60.0,20.0,33.33,"109Y12M"
65000,新北市,65000010,板橋區,65000010-067,西安里,0.63,28.57,28.57,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-068,東丘里,0.95,170.59,164.71,5.88,3.57,"109Y12M"
65000,新北市,65000010,板橋區,65000010-069,長安里,0.9,66.67,62.96,3.7,5.88,"109Y12M"
65000,新北市,65000010,板橋區,65000010-070,福丘里,0.48,47.06,47.06,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-071,福祿里,0.51,31.25,31.25,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-072,民族里,0.66,41.67,37.5,4.17,11.11,"109Y12M"
65000,新北市,65000010,板橋區,65000010-073,國泰里,0.5,11.76,5.88,5.88,100.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-074,福德里,0.42,15.79,15.79,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-075,景星里,0.91,45.45,36.36,9.09,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-076,福星里,0.33,140.0,120.0,20.0,16.67,"109Y12M"
65000,新北市,65000010,板橋區,65000010-077,鄉雲里,0.31,9.09,0,9.09,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-078,廣德里,0.66,35.29,35.29,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-079,大豐里,0.86,57.69,42.31,15.38,36.36,"109Y12M"
65000,新北市,65000010,板橋區,65000010-080,重慶里,1.0,45.9,39.34,6.56,16.67,"109Y12M"
65000,新北市,65000010,板橋區,65000010-081,仁愛里,1.11,45.83,33.33,12.5,37.5,"109Y12M"
65000,新北市,65000010,板橋區,65000010-082,和平里,0.54,43.75,43.75,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-083,廣福里,0.88,32.14,32.14,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-084,華興里,0.95,32.26,25.81,6.45,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-085,華貴里,0.68,20.0,20.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-086,華德里,0.79,38.1,28.57,9.52,33.33,"109Y12M"
65000,新北市,65000010,板橋區,65000010-087,華東里,0.4,68.42,57.89,10.53,18.18,"109Y12M"
65000,新北市,65000010,板橋區,65000010-088,信義里,0.85,40.74,33.33,7.41,22.22,"109Y12M"
65000,新北市,65000010,板橋區,65000010-089,浮洲里,1.29,21.43,4.76,16.67,350.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-090,華中里,1.45,33.9,22.03,11.86,53.85,"109Y12M"
65000,新北市,65000010,板橋區,65000010-091,僑中里,1.2,33.33,23.08,10.26,44.44,"109Y12M"
65000,新北市,65000010,板橋區,65000010-092,中山里,1.19,34.92,30.16,4.76,15.79,"109Y12M"
65000,新北市,65000010,板橋區,65000010-093,復興里,0.59,50.0,0,50.0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-094,大安里,1.31,39.47,23.68,15.79,66.67,"109Y12M"
65000,新北市,65000010,板橋區,65000010-095,福安里,1.23,39.39,27.27,12.12,44.44,"109Y12M"
65000,新北市,65000010,板橋區,65000010-096,聚安里,1.64,25.35,19.72,5.63,28.57,"109Y12M"
65000,新北市,65000010,板橋區,65000010-097,龍安里,0.87,25.0,20.0,5.0,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-098,崑崙里,2.01,33.33,28.85,4.49,15.56,"109Y12M"
65000,新北市,65000010,板橋區,65000010-099,溪洲里,3.48,36.94,30.57,6.37,20.83,"109Y12M"
65000,新北市,65000010,板橋區,65000010-100,溪北里,2.36,29.41,26.47,2.94,11.11,"109Y12M"
65000,新北市,65000010,板橋區,65000010-101,香雅里,0.73,58.33,58.33,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-102,新生里,0.97,48.28,37.93,10.34,27.27,"109Y12M"
65000,新北市,65000010,板橋區,65000010-103,文德里,0.23,16.67,0,16.67,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-104,文化里,0.34,33.33,22.22,11.11,50.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-105,新海里,0.44,45.45,45.45,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-106,莒光里,0.31,28.57,28.57,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-107,富貴里,0.17,33.33,0,33.33,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-108,正泰里,0.39,50.0,50.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-109,民生里,0.76,28.57,21.43,7.14,33.33,"109Y12M"
65000,新北市,65000010,板橋區,65000010-110,後埔里,0.31,0,0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-111,華福里,0.52,37.5,0,37.5,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-112,堂春里,1.66,25.42,20.34,5.08,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-113,成和里,1.83,31.07,27.18,3.88,14.29,"109Y12M"
65000,新北市,65000010,板橋區,65000010-114,光榮里,0.79,61.54,38.46,23.08,60.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-115,民安里,0.36,33.33,33.33,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-116,陽明里,0.25,75.0,75.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-117,朝陽里,0.86,36.36,36.36,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-118,松柏里,0.3,16.67,0,16.67,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-119,文聖里,0.62,38.89,27.78,11.11,40.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-120,居仁里,0.53,16.67,11.11,5.56,50.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-121,莊敬里,0.35,45.45,36.36,9.09,25.0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-122,東安里,0.45,20.0,20.0,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-123,五權里,1.19,35.14,29.73,5.41,18.18,"109Y12M"
65000,新北市,65000010,板橋區,65000010-124,溪福里,2.33,25.0,20.71,4.29,20.69,"109Y12M"
65000,新北市,65000010,板橋區,65000010-125,大觀里,0.55,61.54,61.54,0,0,"109Y12M"
65000,新北市,65000010,板橋區,65000010-126,歡園里,0.86,22.22,22.22,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-001,大有里,0.69,35.71,28.57,7.14,25.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-002,二重里,1.15,5.56,5.56,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-003,頂崁里,0.76,81.82,81.82,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-004,谷王里,0.71,0,0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-005,中興里,1.03,40.0,36.67,3.33,9.09,"109Y12M"
65000,新北市,65000020,三重區,65000020-006,德厚里,0.27,0,0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-007,成功里,0.55,32.14,14.29,17.86,125.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-008,福祉里,1.27,10.45,10.45,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-009,福民里,0.5,38.46,38.46,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-010,過田里,0.66,16.07,12.5,3.57,28.57,"109Y12M"
65000,新北市,65000020,三重區,65000020-011,錦田里,0.46,100.0,80.0,20.0,25.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-012,重明里,0.35,16.67,16.67,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-013,光田里,0.63,33.33,23.81,9.52,40.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-014,光陽里,0.66,27.27,27.27,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-015,田心里,0.81,21.43,21.43,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-016,福田里,0.68,41.18,29.41,11.76,40.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-017,田中里,0.49,33.33,20.83,12.5,60.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-018,田安里,0.67,26.47,20.59,5.88,28.57,"109Y12M"
65000,新北市,65000020,三重區,65000020-019,三民里,1.08,58.33,58.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-020,光明里,0.5,25.81,19.35,6.45,33.33,"109Y12M"
65000,新北市,65000020,三重區,65000020-021,光正里,0.33,50.0,33.33,16.67,50.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-022,同安里,1.54,21.05,5.26,15.79,300.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-023,同慶里,0.39,133.33,133.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-024,菜寮里,0.47,22.22,22.22,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-025,永春里,0.65,62.5,62.5,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-026,中正里,0.71,66.67,50.0,16.67,33.33,"109Y12M"
65000,新北市,65000020,三重區,65000020-027,吉利里,1.19,41.67,41.67,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-028,大同里,0.63,8.33,8.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-029,中民里,0.54,40.0,40.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-030,平和里,0.98,7.14,7.14,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-031,大安里,0.99,21.43,21.43,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-032,仁德里,1.74,25.0,25.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-033,忠孝里,0.8,36.36,36.36,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-034,仁義里,1.86,41.18,41.18,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-035,光榮里,0.61,12.5,12.5,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-036,光輝里,0.78,71.43,57.14,14.29,25.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-037,福星里,1.15,40.0,30.0,10.0,33.33,"109Y12M"
65000,新北市,65000020,三重區,65000020-038,福利里,0.47,10.0,10.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-039,清和里,1.03,61.54,53.85,7.69,14.29,"109Y12M"
65000,新北市,65000020,三重區,65000020-040,永興里,0.78,57.14,42.86,14.29,33.33,"109Y12M"
65000,新北市,65000020,三重區,65000020-041,中山里,0.88,31.58,31.58,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-042,大園里,0.85,38.89,38.89,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-043,國隆里,0.22,20.0,20.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-044,重陽里,0.65,20.0,20.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-045,民生里,0.56,31.58,21.05,10.53,50.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-046,重新里,0.46,0,0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-047,正德里,1.18,40.0,40.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-048,正義里,0.37,133.33,133.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-049,正安里,0.05,0,0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-050,自強里,0.43,33.33,33.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-051,文化里,0.81,72.73,72.73,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-052,中央里,0.95,80.0,80.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-053,雙園里,0.62,50.0,50.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-054,錦通里,0.4,20.0,20.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-055,錦安里,0.64,9.09,0,9.09,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-056,長安里,0.71,23.08,23.08,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-057,光華里,0.7,14.29,14.29,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-058,長生里,0.44,0,0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-059,開元里,0.78,9.09,9.09,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-060,大德里,2.26,33.33,33.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-061,長元里,0.79,66.67,66.67,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-062,長江里,0.33,16.67,16.67,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-063,長泰里,0.53,9.09,9.09,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-064,長福里,0.76,9.09,9.09,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-065,介壽里,1.05,18.18,9.09,9.09,100.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-066,萬壽里,0.44,12.5,12.5,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-067,錦江里,0.59,16.67,16.67,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-068,龍濱里,0.85,61.11,55.56,5.56,10.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-069,龍門里,1.08,75.0,66.67,8.33,12.5,"109Y12M"
65000,新北市,65000020,三重區,65000020-070,秀江里,0.52,40.0,40.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-071,奕壽里,0.39,40.0,40.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-072,三安里,1.1,30.43,21.74,8.7,40.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-073,福安里,0.62,18.75,12.5,6.25,50.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-074,信安里,0.39,60.0,40.0,20.0,50.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-075,安慶里,0.71,15.38,15.38,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-076,幸福里,0.71,41.67,41.67,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-077,六合里,0.64,31.58,26.32,5.26,20.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-078,六福里,0.98,55.26,50.0,5.26,10.53,"109Y12M"
65000,新北市,65000020,三重區,65000020-079,順德里,0.94,22.22,22.22,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-080,承德里,0.59,10.0,10.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-081,瑞德里,0.48,71.43,57.14,14.29,25.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-082,崇德里,0.65,73.33,73.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-083,厚德里,0.24,12.5,12.5,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-084,維德里,0.79,60.0,46.67,13.33,28.57,"109Y12M"
65000,新北市,65000020,三重區,65000020-085,尚德里,0.29,28.57,28.57,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-086,培德里,0.55,61.54,61.54,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-087,永德里,0.68,29.63,25.93,3.7,14.29,"109Y12M"
65000,新北市,65000020,三重區,65000020-088,永盛里,0.35,50.0,50.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-089,永福里,0.87,37.14,28.57,8.57,30.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-090,永清里,0.79,66.67,62.96,3.7,5.88,"109Y12M"
65000,新北市,65000020,三重區,65000020-091,永安里,0.37,33.33,33.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-092,永煇里,0.82,50.0,42.86,7.14,16.67,"109Y12M"
65000,新北市,65000020,三重區,65000020-093,溪美里,0.56,38.89,36.11,2.78,7.69,"109Y12M"
65000,新北市,65000020,三重區,65000020-094,福隆里,0.77,23.33,23.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-095,五常里,0.37,33.33,33.33,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-096,五福里,0.85,21.43,17.86,3.57,20.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-097,仁忠里,1.0,32.0,24.0,8.0,33.33,"109Y12M"
65000,新北市,65000020,三重區,65000020-098,慈福里,0.52,9.09,9.09,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-099,慈生里,0.26,50.0,50.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-100,慈惠里,1.56,20.0,16.67,3.33,20.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-101,慈愛里,0.23,14.29,14.29,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-102,慈化里,0.76,53.85,53.85,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-103,慈祐里,0.13,40.0,40.0,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-104,五華里,0.29,45.45,36.36,9.09,25.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-105,富貴里,0.35,41.18,35.29,5.88,16.67,"109Y12M"
65000,新北市,65000020,三重區,65000020-106,富華里,1.27,46.67,43.33,3.33,7.69,"109Y12M"
65000,新北市,65000020,三重區,65000020-107,富福里,0.82,38.46,30.77,7.69,25.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-108,碧華里,0.44,46.15,46.15,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-109,五谷里,1.03,42.86,35.71,7.14,20.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-110,博愛里,0.51,50.0,37.5,12.5,33.33,"109Y12M"
65000,新北市,65000020,三重區,65000020-111,福德里,0.42,12.5,12.5,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-112,永吉里,0.6,63.64,63.64,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-113,永發里,0.64,44.44,44.44,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-114,永順里,0.64,17.24,13.79,3.45,25.0,"109Y12M"
65000,新北市,65000020,三重區,65000020-115,永豐里,0.55,21.43,21.43,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-116,立德里,0.37,18.18,18.18,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-117,福樂里,0.36,16.67,16.67,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-118,仁華里,0.33,36.36,36.36,0,0,"109Y12M"
65000,新北市,65000020,三重區,65000020-119,五順里,0.66,58.82,47.06,11.76,25.0,"109Y12M"
65000,新北市,65000030,中和區,65000030-001,中原里,0.85,35.56,33.33,2.22,6.67,"109Y12M"
65000,新北市,65000030,中和區,65000030-002,平河里,0.73,50.0,36.96,13.04,35.29,"109Y12M"
65000,新北市,65000030,中和區,65000030-003,信和里,1.01,66.67,59.26,7.41,12.5,"109Y12M"
65000,新北市,65000030,中和區,65000030-004,仁和里,0.72,11.11,7.41,3.7,50.0,"109Y12M"
65000,新北市,65000030,中和區,65000030-005,中正里,0.86,52.17,39.13,13.04,33.33,"109Y12M"
65000,新北市,65000030,中和區,65000030-006,建和里,1.23,33.33,18.18,15.15,83.33,"109Y12M"
65000,新北市,65000030,中和區,65000030-007,連和里,0.73,20.0,6.67,13.33,200.0,"109Y12M"
65000,新北市,65000030,中和區,65000030-008,連城里,0.7,48.39,38.71,9.68,25.0,"109Y12M"
65000,新北市,65000030,中和區,65000030-009,力行里,0.48,25.0,16.67,8.33,50.0,"109Y12M"
65000,新北市,65000030,中和區,65000030-010,枋寮里,0.49,5.56,5.56,0,0,"109Y12M"
65000,新北市,65000030,中和區,65000030-011,漳和里,0.28,10.0,10.0,0,0,"109Y12M"
65000,新北市,65000030,中和區,65000030-012,廟美里,0.77,34.62,23.08,11.54,50.0,"109Y12M"
65000,新北市,65000030,中和區,65000030-013,福真里,0.57,41.18,41.18,0,0,"109Y12M"
65000,新北市,65000030,中和區,65000030-014,福善里,0.41,38.46,38.46,0,0,"109Y12M"
65000,新北市,65000030,中和區,65000030-015,福美里,0.66,76.47,64.71,11.76,18.18,"109Y12M"
65000,新北市,65000030,中和區,65000030-016,福祥里,0.95,40.0,28.57,11.43,40.0,"109Y12M"
65000,新北市,65000030,中和區,65000030-017,瓦■里,1.0,32.56,25.58,6.98,27.27,"109Y12M"
65000,新北市,65000030,中和區,65000030-018,福和里,0.54,53.85,46.15,7.69,16.67,"109Y12M"
