sau_id,year,COUNTY,TOWN,VILLAGE,P_CNT,H_CNT,M_CNT,F_CNT,members
SAU_09007030-004,2022,連江縣,莒光鄉,福正村,215,52,131,84,['09007030-004']
SAU_09007030-005,2021,連江縣,莒光鄉,大坪村,517,125,315,202,['09007030-005']
SAU_09007030-005,2022,連江縣,莒光鄉,大坪村,535,129,325,210,['09007030-005']
SAU_09007040-001,2021,連江縣,東引鄉,中柳村,665,168,374,291,['09007040-001']
SAU_09007040-001,2022,連江縣,東引鄉,中柳村,704,170,396,308,['09007040-001']
SAU_09007040-002,2021,連江縣,東引鄉,樂華村,829,189,544,285,['09007040-002']
SAU_09007040-002,2022,連江縣,東引鄉,樂華村,830,189,551,279,['09007040-002']
SAU_09020010-001,2021,金門縣,金城鎮,東門里,5565,1716,2755,2810,['09020010-001']
SAU_09020010-001,2022,金門縣,金城鎮,東門里,5495,1718,2706,2789,['09020010-001']
SAU_09020010-002,2021,金門縣,金城鎮,西門里,11156,3494,5458,5698,['09020010-002']
SAU_09020010-002,2022,金門縣,金城鎮,西門里,10927,3488,5319,5608,['09020010-002']
SAU_09020010-003,2021,金門縣,金城鎮,南門里,6071,1919,2979,3092,['09020010-003']
SAU_09020010-003,2022,金門縣,金城鎮,南門里,5976,1880,2933,3043,['09020010-003']
SAU_09020010-004,2021,金門縣,金城鎮,北門里,4480,1391,2287,2193,['09020010-004']
SAU_09020010-004,2022,金門縣,金城鎮,北門里,4304,1373,2190,2114,['09020010-004']
SAU_09020010-005,2021,金門縣,金城鎮,古城里,4535,1419,2269,2266,['09020010-005']
SAU_09020010-005,2022,金門縣,金城鎮,古城里,4541,1426,2263,2278,['09020010-005']
SAU_09020010-006,2021,金門縣,金城鎮,金水里,2432,735,1253,1179,['09020010-006']
SAU_09020010-006,2022,金門縣,金城鎮,金水里,2452,739,1263,1189,['09020010-006']
SAU_09020010-007,2021,金門縣,金城鎮,珠沙里,3215,1029,1607,1608,['09020010-007']
SAU_09020010-007,2022,金門縣,金城鎮,珠沙里,3208,1018,1586,1622,['09020010-007']
SAU_09020010-008,2021,金門縣,金城鎮,賢庵里,5391,1594,2719,2672,['09020010-008']
SAU_09020010-008,2022,金門縣,金城鎮,賢庵里,5439,1619,2710,2729,['09020010-008']
SAU_09020020-001,2021,金門縣,金沙鎮,汶沙里,5718,1841,2808,2910,['09020020-001']
SAU_09020020-001,2022,金門縣,金沙鎮,汶沙里,5637,1836,2758,2879,['09020020-001']
SAU_09020020-002,2021,金門縣,金沙鎮,三山里,2110,646,1055,1055,['09020020-002']
SAU_09020020-002,2022,金門縣,金沙鎮,三山里,2079,643,1020,1059,['09020020-002']
SAU_09020020-003,2021,金門縣,金沙鎮,大洋里,1279,421,645,634,['09020020-003']
SAU_09020020-003,2022,金門縣,金沙鎮,大洋里,1309,441,666,643,['09020020-003']
SAU_09020020-004,2021,金門縣,金沙鎮,光前里,2609,896,1280,1329,['09020020-004']
SAU_09020020-004,2022,金門縣,金沙鎮,光前里,2613,908,1274,1339,['09020020-004']
SAU_09020020-005,2021,金門縣,金沙鎮,何斗里,2261,724,1096,1165,['09020020-005']
SAU_09020020-005,2022,金門縣,金沙鎮,何斗里,2253,731,1088,1165,['09020020-005']
SAU_09020020-006,2021,金門縣,金沙鎮,西園里,1750,510,887,863,['09020020-006']
SAU_09020020-006,2022,金門縣,金沙鎮,西園里,1745,522,883,862,['09020020-006']
SAU_09020020-007,2021,金門縣,金沙鎮,官嶼里,2401,708,1146,1255,['09020020-007']
SAU_09020020-007,2022,金門縣,金沙鎮,官嶼里,2390,710,1147,1243,['09020020-007']
SAU_09020020-008,2021,金門縣,金沙鎮,浦山里,2657,792,1285,1372,['09020020-008']
SAU_09020020-008,2022,金門縣,金沙鎮,浦山里,2647,809,1282,1365,['09020020-008']
SAU_09020030-001,2021,金門縣,金湖鎮,新市里,4453,1472,2163,2290,['09020030-001']
SAU_09020030-001,2022,金門縣,金湖鎮,新市里,4419,1479,2133,2286,['09020030-001']
SAU_09020030-002,2021,金門縣,金湖鎮,山外里,3802,1121,1936,1866,['09020030-002']
SAU_09020030-002,2022,金門縣,金湖鎮,山外里,3815,1123,1931,1884,['09020030-002']
SAU_09020030-003,2021,金門縣,金湖鎮,正義里,3005,938,1521,1484,['09020030-003']
SAU_09020030-003,2022,金門縣,金湖鎮,正義里,2977,940,1491,1486,['09020030-003']
SAU_09020030-004,2021,金門縣,金湖鎮,料羅里,2394,656,1256,1138,['09020030-004']
SAU_09020030-004,2022,金門縣,金湖鎮,料羅里,2443,677,1284,1159,['09020030-004']
SAU_09020030-005,2021,金門縣,金湖鎮,瓊林里,3760,1113,1850,1910,['09020030-005']
SAU_09020030-005,2022,金門縣,金湖鎮,瓊林里,3809,1139,1856,1953,['09020030-005']
SAU_09020030-006,2021,金門縣,金湖鎮,新湖里,9508,3135,4781,4727,['09020030-006']
SAU_09020030-006,2022,金門縣,金湖鎮,新湖里,9483,3206,4729,4754,['09020030-006']
SAU_09020030-007,2021,金門縣,金湖鎮,溪湖里,1757,528,868,889,['09020030-007']
SAU_09020030-007,2022,金門縣,金湖鎮,溪湖里,1747,533,850,897,['09020030-007']
SAU_09020030-008,2021,金門縣,金湖鎮,蓮庵里,1914,595,931,983,['09020030-008']
SAU_09020030-008,2022,金門縣,金湖鎮,蓮庵里,1943,595,948,995,['09020030-008']
SAU_09020040-001,2021,金門縣,金寧鄉,古寧村,3663,1114,1789,1874,['09020040-001']
SAU_09020040-001,2022,金門縣,金寧鄉,古寧村,3672,1115,1782,1890,['09020040-001']
SAU_09020040-002,2021,金門縣,金寧鄉,安美村,5782,1819,2935,2847,['09020040-002']
SAU_09020040-002,2022,金門縣,金寧鄉,安美村,5893,1892,2982,2911,['09020040-002']
SAU_09020040-003,2021,金門縣,金寧鄉,后盤村,1857,588,905,952,['09020040-003']
SAU_09020040-003,2022,金門縣,金寧鄉,后盤村,1928,609,932,996,['09020040-003']
SAU_09020040-004,2021,金門縣,金寧鄉,湖埔村,8998,2498,4617,4381,['09020040-004']
SAU_09020040-004,2022,金門縣,金寧鄉,湖埔村,9093,2531,4665,4428,['09020040-004']
SAU_09020040-005,2021,金門縣,金寧鄉,榜林村,6008,1858,2993,3015,['09020040-005']
SAU_09020040-005,2022,金門縣,金寧鄉,榜林村,6017,1889,2955,3062,['09020040-005']
SAU_09020040-006,2021,金門縣,金寧鄉,盤山村,7593,1966,3759,3834,['09020040-006']
SAU_09020040-006,2022,金門縣,金寧鄉,盤山村,7722,2015,3818,3904,['09020040-006']
SAU_09020050-001,2021,金門縣,烈嶼鄉,上岐村,3116,754,1512,1604,['09020050-001']
SAU_09020050-001,2022,金門縣,烈嶼鄉,上岐村,3069,759,1464,1605,['09020050-001']
SAU_09020050-002,2021,金門縣,烈嶼鄉,上林村,1537,431,734,803,['09020050-002']
SAU_09020050-002,2022,金門縣,烈嶼鄉,上林村,1569,436,744,825,['09020050-002']
SAU_09020050-003,2021,金門縣,烈嶼鄉,西口村,2594,680,1258,1336,['09020050-003']
SAU_09020050-003,2022,金門縣,烈嶼鄉,西口村,2569,672,1255,1314,['09020050-003']
SAU_09020050-004,2021,金門縣,烈嶼鄉,林湖村,3672,954,1971,1701,['09020050-004']
SAU_09020050-004,2022,金門縣,烈嶼鄉,林湖村,3625,947,1928,1697,['09020050-004']
SAU_09020050-005,2021,金門縣,烈嶼鄉,黃埔村,1824,449,875,949,['09020050-005']
SAU_09020050-005,2022,金門縣,烈嶼鄉,黃埔村,1817,449,872,945,['09020050-005']
SAU_09020060-001,2021,金門縣,烏坵鄉,大坵村,312,51,167,145,['09020060-001']
SAU_09020060-001,2022,金門縣,烏坵鄉,大坵村,317,51,174,143,['09020060-001']
SAU_09020060-002,2021,金門縣,烏坵鄉,小坵村,360,81,176,184,['09020060-002']
SAU_09020060-002,2022,金門縣,烏坵鄉,小坵村,353,81,174,179,['09020060-002']
SAU_10002010-001,2021,宜蘭縣,宜蘭市,神農里,2852,1243,1382,1470,['10002010-001']
SAU_10002010-001,2022,宜蘭縣,宜蘭市,神農里,2792,1221,1347,1445,['10002010-001']
SAU_10002010-002,2021,宜蘭縣,宜蘭市,民權里,2038,1045,1039,999,['10002010-002']
SAU_10002010-002,2022,宜蘭縣,宜蘭市,民權里,2022,1055,1029,993,['10002010-002']
SAU_10002010-008,2021,宜蘭縣,宜蘭市,進士里,2478,1070,1199,1279,['10002010-008']
SAU_10002010-008,2022,宜蘭縣,宜蘭市,進士里,2479,1096,1197,1282,['10002010-008']
SAU_10002010-009,2021,宜蘭縣,宜蘭市,南橋里,1587,555,826,761,['10002010-009']
SAU_10002010-009,2022,宜蘭縣,宜蘭市,南橋里,1596,560,821,775,['10002010-009']
SAU_10002010-010,2021,宜蘭縣,宜蘭市,建業里,2458,997,1216,1242,['10002010-010']
SAU_10002010-010,2022,宜蘭縣,宜蘭市,建業里,2587,1078,1277,1310,['10002010-010']
SAU_10002010-011,2021,宜蘭縣,宜蘭市,南津里,2710,1155,1330,1380,['10002010-011']
SAU_10002010-011,2022,宜蘭縣,宜蘭市,南津里,2789,1196,1359,1430,['10002010-011']
SAU_10002010-012,2021,宜蘭縣,宜蘭市,凱旋里,1648,577,856,792,['10002010-012']
SAU_10002010-012,2022,宜蘭縣,宜蘭市,凱旋里,1699,598,881,818,['10002010-012']
SAU_10002010-013,2021,宜蘭縣,宜蘭市,黎明里,2322,805,1136,1186,['10002010-013']
SAU_10002010-013,2022,宜蘭縣,宜蘭市,黎明里,2361,837,1154,1207,['10002010-013']
SAU_10002010-014,2021,宜蘭縣,宜蘭市,東村里,2812,1001,1396,1416,['10002010-014']
SAU_10002010-014,2022,宜蘭縣,宜蘭市,東村里,2741,998,1367,1374,['10002010-014']
SAU_10002010-015,2021,宜蘭縣,宜蘭市,延平里,4123,1456,1975,2148,['10002010-015']
SAU_10002010-015,2022,宜蘭縣,宜蘭市,延平里,4141,1474,1996,2145,['10002010-015']
SAU_10002010-016,2021,宜蘭縣,宜蘭市,七張里,1763,574,921,842,['10002010-016']
SAU_10002010-016,2022,宜蘭縣,宜蘭市,七張里,1745,578,921,824,['10002010-016']
SAU_10002010-017,2021,宜蘭縣,宜蘭市,慈安里,2039,830,947,1092,['10002010-017']
SAU_10002010-017,2022,宜蘭縣,宜蘭市,慈安里,2030,842,945,1085,['10002010-017']
SAU_10002010-018,2021,宜蘭縣,宜蘭市,新民里,1649,747,830,819,['10002010-018']
SAU_10002010-018,2022,宜蘭縣,宜蘭市,新民里,1630,745,821,809,['10002010-018']
SAU_10002010-019,2021,宜蘭縣,宜蘭市,東門里,1083,493,568,515,['10002010-019']
SAU_10002010-019,2022,宜蘭縣,宜蘭市,東門里,1029,475,544,485,['10002010-019']
SAU_10002010-021,2021,宜蘭縣,宜蘭市,小東里,1818,758,886,932,['10002010-021']
SAU_10002010-021,2022,宜蘭縣,宜蘭市,小東里,1778,758,846,932,['10002010-021']
SAU_10002010-022,2021,宜蘭縣,宜蘭市,菜園里,1538,699,740,798,['10002010-022']
SAU_10002010-022,2022,宜蘭縣,宜蘭市,菜園里,1515,699,744,771,['10002010-022']
SAU_10002010-023,2021,宜蘭縣,宜蘭市,孝廉里,1241,505,643,598,['10002010-023']
SAU_10002010-023,2022,宜蘭縣,宜蘭市,孝廉里,1256,510,650,606,['10002010-023']
SAU_10002010-024,2021,宜蘭縣,宜蘭市,新生里,3161,1179,1604,1557,['10002010-024']
SAU_10002010-024,2022,宜蘭縣,宜蘭市,新生里,3347,1284,1674,1673,['10002010-024']
SAU_10002010-025,2021,宜蘭縣,宜蘭市,茭白里,2564,924,1264,1300,['10002010-025']
SAU_10002010-025,2022,宜蘭縣,宜蘭市,茭白里,2535,932,1241,1294,['10002010-025']
SAU_10002010-026,2021,宜蘭縣,宜蘭市,北津里,2574,956,1249,1325,['10002010-026']
SAU_10002010-026,2022,宜蘭縣,宜蘭市,北津里,2582,962,1253,1329,['10002010-026']
SAU_10002010-027,2021,宜蘭縣,宜蘭市,梅洲里,3674,1287,1871,1803,['10002010-027']
SAU_10002010-027,2022,宜蘭縣,宜蘭市,梅洲里,3681,1296,1874,1807,['10002010-027']
SAU_10002010-028,2021,宜蘭縣,宜蘭市,北門里,1262,487,662,600,['10002010-028']
SAU_10002010-028,2022,宜蘭縣,宜蘭市,北門里,1257,492,657,600,['10002010-028']
SAU_10002010-031,2021,宜蘭縣,宜蘭市,中山里,981,459,493,488,['10002010-031']
SAU_10002010-031,2022,宜蘭縣,宜蘭市,中山里,965,458,482,483,['10002010-031']
SAU_10002010-032,2021,宜蘭縣,宜蘭市,西門里,2041,805,1043,998,['10002010-032']
SAU_10002010-032,2022,宜蘭縣,宜蘭市,西門里,2005,804,1031,974,['10002010-032']
SAU_10002010-034,2021,宜蘭縣,宜蘭市,南門里,1573,636,766,807,['10002010-034']
SAU_10002010-034,2022,宜蘭縣,宜蘭市,南門里,1506,620,741,765,['10002010-034']
SAU_10002010-035,2021,宜蘭縣,宜蘭市,負郭里,3723,1447,1722,2001,['10002010-035']
SAU_10002010-035,2022,宜蘭縣,宜蘭市,負郭里,3664,1424,1700,1964,['10002010-035']
SAU_10002010-036,2021,宜蘭縣,宜蘭市,民族里,2609,1045,1243,1366,['10002010-036']
SAU_10002010-036,2022,宜蘭縣,宜蘭市,民族里,2538,1037,1208,1330,['10002010-036']
SAU_10002010-037,2021,宜蘭縣,宜蘭市,建軍里,1870,749,876,994,['10002010-037']
SAU_10002010-037,2022,宜蘭縣,宜蘭市,建軍里,1822,744,846,976,['10002010-037']
SAU_10002010-038,2021,宜蘭縣,宜蘭市,思源里,5145,2015,2454,2691,['10002010-038']
SAU_10002010-038,2022,宜蘭縣,宜蘭市,思源里,5266,2125,2475,2791,['10002010-038']
SAU_10002010-039,2021,宜蘭縣,宜蘭市,文化里,3706,1447,1747,1959,['10002010-039']
SAU_10002010-039,2022,宜蘭縣,宜蘭市,文化里,3666,1436,1738,1928,['10002010-039']
SAU_10002010-040,2021,宜蘭縣,宜蘭市,復興里,2973,1321,1413,1560,['10002010-040']
SAU_10002010-040,2022,宜蘭縣,宜蘭市,復興里,2933,1317,1390,1543,['10002010-040']
SAU_10002010-041,2021,宜蘭縣,宜蘭市,成功里,3782,1408,1805,1977,['10002010-041']
SAU_10002010-041,2022,宜蘭縣,宜蘭市,成功里,3790,1441,1824,1966,['10002010-041']
SAU_10002010-042,2021,宜蘭縣,宜蘭市,新東里,3820,1408,1807,2013,['10002010-042']
SAU_10002010-042,2022,宜蘭縣,宜蘭市,新東里,3777,1403,1803,1974,['10002010-042']
SAU_10002010-043,2021,宜蘭縣,宜蘭市,七結里,3181,1238,1490,1691,['10002010-043']
SAU_10002010-043,2022,宜蘭縣,宜蘭市,七結里,3212,1284,1510,1702,['10002010-043']
SAU_10002010-044,2021,宜蘭縣,宜蘭市,泰山里,2463,910,1157,1306,['10002010-044']
SAU_10002010-044,2022,宜蘭縣,宜蘭市,泰山里,2408,902,1141,1267,['10002010-044']
SAU_10002010-045,2021,宜蘭縣,宜蘭市,大新里,844,389,409,435,['10002010-045']
SAU_10002010-045,2022,宜蘭縣,宜蘭市,大新里,828,392,402,426,['10002010-045']
SAU_10002010-046,2021,宜蘭縣,宜蘭市,中興里,3400,1310,1615,1785,['10002010-046']
SAU_10002010-046,2022,宜蘭縣,宜蘭市,中興里,3364,1308,1589,1775,['10002010-046']
SAU_10002010-047,2021,宜蘭縣,宜蘭市,擺厘里,3364,1517,1543,1821,['10002010-047']
SAU_10002010-047,2022,宜蘭縣,宜蘭市,擺厘里,3343,1515,1535,1808,['10002010-047']
SAU_10002020-004,2021,宜蘭縣,羅東鎮,大新里,1869,811,910,959,['10002020-004']
SAU_10002020-004,2022,宜蘭縣,羅東鎮,大新里,1871,814,910,961,['10002020-004']
SAU_10002020-005,2021,宜蘭縣,羅東鎮,東安里,4382,1652,2014,2368,['10002020-005']
SAU_10002020-005,2022,宜蘭縣,羅東鎮,東安里,4360,1676,1981,2379,['10002020-005']
SAU_10002020-006,2021,宜蘭縣,羅東鎮,新群里,3222,1142,1600,1622,['10002020-006']
SAU_10002020-006,2022,宜蘭縣,羅東鎮,新群里,3211,1157,1584,1627,['10002020-006']
SAU_10002020-007,2021,宜蘭縣,羅東鎮,羅莊里,3602,1437,1659,1943,['10002020-007']
SAU_10002020-007,2022,宜蘭縣,羅東鎮,羅莊里,3570,1440,1637,1933,['10002020-007']
SAU_10002020-008,2021,宜蘭縣,羅東鎮,南昌里,2739,1159,1302,1437,['10002020-008']
SAU_10002020-008,2022,宜蘭縣,羅東鎮,南昌里,2732,1176,1303,1429,['10002020-008']
SAU_10002020-009,2021,宜蘭縣,羅東鎮,南豪里,1597,581,755,842,['10002020-009']
SAU_10002020-009,2022,宜蘭縣,羅東鎮,南豪里,1539,584,731,808,['10002020-009']
SAU_10002020-010,2021,宜蘭縣,羅東鎮,成功里,1834,683,842,992,['10002020-010']
SAU_10002020-010,2022,宜蘭縣,羅東鎮,成功里,1799,675,845,954,['10002020-010']
SAU_10002020-011,2021,宜蘭縣,羅東鎮,仁德里,1293,560,636,657,['10002020-011']
SAU_10002020-011,2022,宜蘭縣,羅東鎮,仁德里,1283,564,632,651,['10002020-011']
SAU_10002020-016,2021,宜蘭縣,羅東鎮,漢民里,4635,1732,2159,2476,['10002020-016']
SAU_10002020-016,2022,宜蘭縣,羅東鎮,漢民里,4566,1732,2134,2432,['10002020-016']
SAU_10002020-017,2021,宜蘭縣,羅東鎮,西安里,3386,1223,1618,1768,['10002020-017']
SAU_10002020-017,2022,宜蘭縣,羅東鎮,西安里,3329,1229,1579,1750,['10002020-017']
SAU_10002020-018,2021,宜蘭縣,羅東鎮,北成里,3509,1259,1670,1839,['10002020-018']
SAU_10002020-018,2022,宜蘭縣,羅東鎮,北成里,3395,1246,1622,1773,['10002020-018']
SAU_10002020-019,2021,宜蘭縣,羅東鎮,賢文里,4317,1677,1956,2361,['10002020-019']
SAU_10002020-019,2022,宜蘭縣,羅東鎮,賢文里,4234,1665,1934,2300,['10002020-019']
SAU_10002020-020,2021,宜蘭縣,羅東鎮,公正里,3419,1275,1636,1783,['10002020-020']
SAU_10002020-020,2022,宜蘭縣,羅東鎮,公正里,3327,1254,1580,1747,['10002020-020']
SAU_10002020-021,2021,宜蘭縣,羅東鎮,集祥里,1306,642,643,663,['10002020-021']
SAU_10002020-021,2022,宜蘭縣,羅東鎮,集祥里,1313,646,655,658,['10002020-021']
SAU_10002020-022,2021,宜蘭縣,羅東鎮,信義里,3775,1424,1720,2055,['10002020-022']
SAU_10002020-022,2022,宜蘭縣,羅東鎮,信義里,3749,1428,1710,2039,['10002020-022']
SAU_10002020-023,2021,宜蘭縣,羅東鎮,竹林里,3525,1220,1722,1803,['10002020-023']
SAU_10002020-023,2022,宜蘭縣,羅東鎮,竹林里,3494,1229,1721,1773,['10002020-023']
SAU_10002020-024,2021,宜蘭縣,羅東鎮,仁愛里,4501,1500,2136,2365,['10002020-024']
SAU_10002020-024,2022,宜蘭縣,羅東鎮,仁愛里,4474,1521,2136,2338,['10002020-024']
SAU_10002020-025,2021,宜蘭縣,羅東鎮,樹林里,4304,1554,1983,2321,['10002020-025']
SAU_10002020-025,2022,宜蘭縣,羅東鎮,樹林里,4315,1587,1999,2316,['10002020-025']
SAU_10002020-026,2021,宜蘭縣,羅東鎮,國華里,5493,2004,2580,2913,['10002020-026']
SAU_10002020-026,2022,宜蘭縣,羅東鎮,國華里,5500,2002,2578,2922,['10002020-026']
SAU_10002020-027,2021,宜蘭縣,羅東鎮,維揚里,3734,1370,1758,1976,['10002020-027']
SAU_10002020-027,2022,宜蘭縣,羅東鎮,維揚里,3689,1369,1719,1970,['10002020-027']
SAU_10002020-028,2021,宜蘭縣,羅東鎮,開明里,1567,664,769,798,['10002020-028']
SAU_10002020-028,2022,宜蘭縣,羅東鎮,開明里,1550,652,753,797,['10002020-028']
SAU_10002020-029,2021,宜蘭縣,羅東鎮,中山里,1568,678,765,803,['10002020-029']
SAU_10002020-029,2022,宜蘭縣,羅東鎮,中山里,1547,665,760,787,['10002020-029']
SAU_10002020-030,2021,宜蘭縣,羅東鎮,仁和里,1155,502,556,599,['10002020-030']
SAU_10002020-030,2022,宜蘭縣,羅東鎮,仁和里,1165,495,564,601,['10002020-030']
SAU_10002030-001,2021,宜蘭縣,蘇澳鎮,龍德里,3789,1377,1943,1846,['10002030-001']
SAU_10002030-001,2022,宜蘭縣,蘇澳鎮,龍德里,3770,1408,1918,1852,['10002030-001']
SAU_10002030-002,2021,宜蘭縣,蘇澳鎮,頂寮里,1197,387,612,585,['10002030-002']
SAU_10002030-002,2022,宜蘭縣,蘇澳鎮,頂寮里,1185,388,605,580,['10002030-002']
SAU_10002030-003,2021,宜蘭縣,蘇澳鎮,永榮里,4508,1606,2266,2242,['10002030-003']
SAU_10002030-003,2022,宜蘭縣,蘇澳鎮,永榮里,4537,1603,2252,2285,['10002030-003']
SAU_10002030-004,2021,宜蘭縣,蘇澳鎮,存仁里,934,356,498,436,['10002030-004']
SAU_10002030-004,2022,宜蘭縣,蘇澳鎮,存仁里,911,351,491,420,['10002030-004']
SAU_10002030-005,2021,宜蘭縣,蘇澳鎮,港邊里,1414,511,735,679,['10002030-005']
SAU_10002030-005,2022,宜蘭縣,蘇澳鎮,港邊里,1395,518,718,677,['10002030-005']
SAU_10002030-007,2021,宜蘭縣,蘇澳鎮,隘丁里,3698,1288,1862,1836,['10002030-007']
SAU_10002030-007,2022,宜蘭縣,蘇澳鎮,隘丁里,3793,1325,1897,1896,['10002030-007']
SAU_10002030-008,2021,宜蘭縣,蘇澳鎮,新城里,1697,647,863,834,['10002030-008']
SAU_10002030-008,2022,宜蘭縣,蘇澳鎮,新城里,1777,685,905,872,['10002030-008']
SAU_10002030-009,2021,宜蘭縣,蘇澳鎮,聖湖里,2559,906,1294,1265,['10002030-009']
SAU_10002030-009,2022,宜蘭縣,蘇澳鎮,聖湖里,2527,905,1289,1238,['10002030-009']
SAU_10002030-010,2021,宜蘭縣,蘇澳鎮,蘇西里,2587,1033,1330,1257,['10002030-010']
SAU_10002030-010,2022,宜蘭縣,蘇澳鎮,蘇西里,2512,1023,1292,1220,['10002030-010']
SAU_10002030-011,2021,宜蘭縣,蘇澳鎮,蘇北里,1044,440,512,532,['10002030-011']
SAU_10002030-011,2022,宜蘭縣,蘇澳鎮,蘇北里,1068,447,528,540,['10002030-011']
SAU_10002030-012,2021,宜蘭縣,蘇澳鎮,蘇南里,457,192,232,225,['10002030-012']
SAU_10002030-012,2022,宜蘭縣,蘇澳鎮,蘇南里,453,195,227,226,['10002030-012']
SAU_10002030-013,2021,宜蘭縣,蘇澳鎮,蘇東里,527,233,268,259,['10002030-013']
SAU_10002030-013,2022,宜蘭縣,蘇澳鎮,蘇東里,532,241,274,258,['10002030-013']
SAU_10002030-014,2021,宜蘭縣,蘇澳鎮,長安里,593,243,326,267,['10002030-014']
SAU_10002030-014,2022,宜蘭縣,蘇澳鎮,長安里,577,236,316,261,['10002030-014']
SAU_10002030-015,2021,宜蘭縣,蘇澳鎮,永光里,475,202,233,242,['10002030-015']
SAU_10002030-015,2022,宜蘭縣,蘇澳鎮,永光里,446,204,218,228,['10002030-015']
SAU_10002030-016,2021,宜蘭縣,蘇澳鎮,永春里,624,299,318,306,['10002030-016']
SAU_10002030-016,2022,宜蘭縣,蘇澳鎮,永春里,594,289,302,292,['10002030-016']
SAU_10002030-017,2021,宜蘭縣,蘇澳鎮,永樂里,480,194,238,242,['10002030-017']
SAU_10002030-017,2022,宜蘭縣,蘇澳鎮,永樂里,486,196,243,243,['10002030-017']
SAU_10002030-018,2021,宜蘭縣,蘇澳鎮,南安里,971,377,501,470,['10002030-018']
SAU_10002030-018,2022,宜蘭縣,蘇澳鎮,南安里,941,368,488,453,['10002030-018']
SAU_10002030-019,2021,宜蘭縣,蘇澳鎮,南正里,941,380,483,458,['10002030-019']
SAU_10002030-019,2022,宜蘭縣,蘇澳鎮,南正里,893,371,457,436,['10002030-019']
SAU_10002030-020,2021,宜蘭縣,蘇澳鎮,南成里,1149,415,581,568,['10002030-020']
SAU_10002030-020,2022,宜蘭縣,蘇澳鎮,南成里,1104,408,560,544,['10002030-020']
