sau_id,year,COUNTY,TOWN,VILLAGE,P_CNT,H_CNT,M_CNT,F_CNT,members
SAU_10007010-029,2021,彰化縣,彰化市,莿桐里,3541,1225,1775,1766,['10007010-029']
SAU_10007010-029,2022,彰化縣,彰化市,莿桐里,3497,1228,1749,1748,['10007010-029']
SAU_10007010-030,2021,彰化縣,彰化市,磚■里,3830,1103,1906,1924,['10007010-030']
SAU_10007010-030,2022,彰化縣,彰化市,磚[■]里,3749,1101,1869,1880,['10007010-030']
SAU_10007010-031,2021,彰化縣,彰化市,平和里,4896,1690,2403,2493,['10007010-031']
SAU_10007010-031,2022,彰化縣,彰化市,平和里,4954,1771,2425,2529,['10007010-031']
SAU_10007010-032,2021,彰化縣,彰化市,桃源里,2765,868,1420,1345,['10007010-032']
SAU_10007010-032,2022,彰化縣,彰化市,桃源里,2722,871,1393,1329,['10007010-032']
SAU_10007010-033,2021,彰化縣,彰化市,卦山里,2878,1097,1432,1446,['10007010-033']
SAU_10007010-033,2022,彰化縣,彰化市,卦山里,2871,1107,1434,1437,['10007010-033']
SAU_10007010-034,2021,彰化縣,彰化市,東興里,1701,697,819,882,['10007010-034']
SAU_10007010-034,2022,彰化縣,彰化市,東興里,1680,684,820,860,['10007010-034']
SAU_10007010-035,2021,彰化縣,彰化市,大同里,1067,456,560,507,['10007010-035']
SAU_10007010-035,2022,彰化縣,彰化市,大同里,1051,455,543,508,['10007010-035']
SAU_10007010-036,2021,彰化縣,彰化市,永生里,1311,535,660,651,['10007010-036']
SAU_10007010-036,2022,彰化縣,彰化市,永生里,1291,531,651,640,['10007010-036']
SAU_10007010-037,2021,彰化縣,彰化市,華陽里,2017,780,1002,1015,['10007010-037']
SAU_10007010-037,2022,彰化縣,彰化市,華陽里,1976,772,983,993,['10007010-037']
SAU_10007010-038,2021,彰化縣,彰化市,華北里,1641,699,779,862,['10007010-038']
SAU_10007010-038,2022,彰化縣,彰化市,華北里,1625,705,764,861,['10007010-038']
SAU_10007010-039,2021,彰化縣,彰化市,南■里,8893,3112,4275,4618,['10007010-039']
SAU_10007010-039,2022,彰化縣,彰化市,南■里,8921,3153,4282,4639,['10007010-039']
SAU_10007010-040,2021,彰化縣,彰化市,成功里,1684,625,810,874,['10007010-040']
SAU_10007010-040,2022,彰化縣,彰化市,成功里,1678,628,800,878,['10007010-040']
SAU_10007010-041,2021,彰化縣,彰化市,延和里,6295,2064,3048,3247,['10007010-041']
SAU_10007010-041,2022,彰化縣,彰化市,延和里,6275,2078,3055,3220,['10007010-041']
SAU_10007010-042,2021,彰化縣,彰化市,南興里,9479,3251,4473,5006,['10007010-042']
SAU_10007010-042,2022,彰化縣,彰化市,南興里,9618,3345,4539,5079,['10007010-042']
SAU_10007010-043,2021,彰化縣,彰化市,西安里,3128,1199,1478,1650,['10007010-043']
SAU_10007010-043,2022,彰化縣,彰化市,西安里,3103,1212,1454,1649,['10007010-043']
SAU_10007010-044,2021,彰化縣,彰化市,彰安里,3310,1251,1549,1761,['10007010-044']
SAU_10007010-044,2022,彰化縣,彰化市,彰安里,3206,1229,1501,1705,['10007010-044']
SAU_10007010-045,2021,彰化縣,彰化市,光南里,1671,649,825,846,['10007010-045']
SAU_10007010-045,2022,彰化縣,彰化市,光南里,1600,640,782,818,['10007010-045']
SAU_10007010-046,2021,彰化縣,彰化市,介壽里,2977,1447,1532,1445,['10007010-046']
SAU_10007010-046,2022,彰化縣,彰化市,介壽里,2977,1476,1540,1437,['10007010-046']
SAU_10007010-047,2021,彰化縣,彰化市,延平里,11884,4006,5687,6197,['10007010-047']
SAU_10007010-047,2022,彰化縣,彰化市,延平里,11939,4093,5696,6243,['10007010-047']
SAU_10007010-048,2021,彰化縣,彰化市,建寶里,2642,1016,1299,1343,['10007010-048']
SAU_10007010-048,2022,彰化縣,彰化市,建寶里,2573,1005,1240,1333,['10007010-048']
SAU_10007010-049,2021,彰化縣,彰化市,福安里,1107,414,537,570,['10007010-049']
SAU_10007010-049,2022,彰化縣,彰化市,福安里,1094,424,532,562,['10007010-049']
SAU_10007010-050,2021,彰化縣,彰化市,大竹里,3795,1233,1909,1886,['10007010-050']
SAU_10007010-050,2022,彰化縣,彰化市,大竹里,3768,1246,1885,1883,['10007010-050']
SAU_10007010-051,2021,彰化縣,彰化市,竹中里,1915,624,1000,915,['10007010-051']
SAU_10007010-051,2022,彰化縣,彰化市,竹中里,1908,620,1000,908,['10007010-051']
SAU_10007010-052,2021,彰化縣,彰化市,安溪里,2265,769,1165,1100,['10007010-052']
SAU_10007010-052,2022,彰化縣,彰化市,安溪里,2225,768,1143,1082,['10007010-052']
SAU_10007010-053,2021,彰化縣,彰化市,香山里,3919,1223,2013,1906,['10007010-053']
SAU_10007010-053,2022,彰化縣,彰化市,香山里,3866,1228,1987,1879,['10007010-053']
SAU_10007010-054,2021,彰化縣,彰化市,牛埔里,3422,1037,1773,1649,['10007010-054']
SAU_10007010-054,2022,彰化縣,彰化市,牛埔里,3371,1046,1747,1624,['10007010-054']
SAU_10007010-055,2021,彰化縣,彰化市,福山里,7692,2510,3886,3806,['10007010-055']
SAU_10007010-055,2022,彰化縣,彰化市,福山里,7660,2529,3868,3792,['10007010-055']
SAU_10007010-056,2021,彰化縣,彰化市,中庄里,2797,997,1379,1418,['10007010-056']
SAU_10007010-056,2022,彰化縣,彰化市,中庄里,2749,990,1362,1387,['10007010-056']
SAU_10007010-057,2021,彰化縣,彰化市,三村里,1336,358,692,644,['10007010-057']
SAU_10007010-057,2022,彰化縣,彰化市,三村里,1320,361,678,642,['10007010-057']
SAU_10007010-058,2021,彰化縣,彰化市,國聖里,2804,850,1407,1397,['10007010-058']
SAU_10007010-058,2022,彰化縣,彰化市,國聖里,2768,851,1400,1368,['10007010-058']
SAU_10007010-059,2021,彰化縣,彰化市,寶■里,1468,436,789,679,['10007010-059']
SAU_10007010-059,2022,彰化縣,彰化市,寶■里,1445,428,769,676,['10007010-059']
SAU_10007010-060,2021,彰化縣,彰化市,茄苳里,1119,328,569,550,['10007010-060']
SAU_10007010-060,2022,彰化縣,彰化市,茄苳里,1104,321,560,544,['10007010-060']
SAU_10007010-061,2021,彰化縣,彰化市,茄南里,3674,1101,1785,1889,['10007010-061']
SAU_10007010-061,2022,彰化縣,彰化市,茄南里,3649,1112,1778,1871,['10007010-061']
SAU_10007010-062,2021,彰化縣,彰化市,阿夷里,10544,3497,5172,5372,['10007010-062']
SAU_10007010-062,2022,彰化縣,彰化市,阿夷里,10477,3523,5142,5335,['10007010-062']
SAU_10007010-063,2021,彰化縣,彰化市,古夷里,2799,892,1407,1392,['10007010-063']
SAU_10007010-063,2022,彰化縣,彰化市,古夷里,2793,904,1398,1395,['10007010-063']
SAU_10007010-064,2021,彰化縣,彰化市,復興里,5021,1688,2506,2515,['10007010-064']
SAU_10007010-064,2022,彰化縣,彰化市,復興里,4969,1682,2477,2492,['10007010-064']
SAU_10007010-065,2021,彰化縣,彰化市,和調里,3334,1091,1664,1670,['10007010-065']
SAU_10007010-065,2022,彰化縣,彰化市,和調里,3256,1103,1621,1635,['10007010-065']
SAU_10007010-066,2021,彰化縣,彰化市,石牌里,1255,358,661,594,['10007010-066']
SAU_10007010-066,2022,彰化縣,彰化市,石牌里,1240,362,653,587,['10007010-066']
SAU_10007010-067,2021,彰化縣,彰化市,福田里,1356,407,705,651,['10007010-067']
SAU_10007010-067,2022,彰化縣,彰化市,福田里,1357,416,695,662,['10007010-067']
SAU_10007010-068,2021,彰化縣,彰化市,竹巷里,952,316,514,438,['10007010-068']
SAU_10007010-068,2022,彰化縣,彰化市,竹巷里,945,319,504,441,['10007010-068']
SAU_10007010-069,2021,彰化縣,彰化市,田中里,1013,271,537,476,['10007010-069']
SAU_10007010-069,2022,彰化縣,彰化市,田中里,1009,274,538,471,['10007010-069']
SAU_10007010-070,2021,彰化縣,彰化市,快官里,1260,429,642,618,['10007010-070']
SAU_10007010-070,2022,彰化縣,彰化市,快官里,1262,431,650,612,['10007010-070']
SAU_10007010-071,2021,彰化縣,彰化市,台鳳里,5067,1635,2554,2513,['10007010-071']
SAU_10007010-071,2022,彰化縣,彰化市,台鳳里,5038,1657,2522,2516,['10007010-071']
SAU_10007010-072,2021,彰化縣,彰化市,崙平里,6124,2239,2961,3163,['10007010-072']
SAU_10007010-072,2022,彰化縣,彰化市,崙平里,6086,2249,2936,3150,['10007010-072']
SAU_10007010-073,2021,彰化縣,彰化市,向陽里,6760,2189,3234,3526,['10007010-073']
SAU_10007010-073,2022,彰化縣,彰化市,向陽里,6792,2207,3251,3541,['10007010-073']
SAU_10007020-001,2021,彰化縣,鹿港鎮,大有里,1346,475,700,646,['10007020-001']
SAU_10007020-001,2022,彰化縣,鹿港鎮,大有里,1321,476,681,640,['10007020-001']
SAU_10007020-002,2021,彰化縣,鹿港鎮,中興里,572,220,293,279,['10007020-002']
SAU_10007020-002,2022,彰化縣,鹿港鎮,中興里,564,220,291,273,['10007020-002']
SAU_10007020-003,2021,彰化縣,鹿港鎮,洛津里,993,345,508,485,['10007020-003']
SAU_10007020-003,2022,彰化縣,鹿港鎮,洛津里,988,347,501,487,['10007020-003']
SAU_10007020-004,2021,彰化縣,鹿港鎮,順興里,1016,391,525,491,['10007020-004']
SAU_10007020-004,2022,彰化縣,鹿港鎮,順興里,1012,381,526,486,['10007020-004']
SAU_10007020-005,2021,彰化縣,鹿港鎮,頂厝里,10312,3046,5127,5185,['10007020-005']
SAU_10007020-005,2022,彰化縣,鹿港鎮,頂厝里,10326,3056,5110,5216,"['10007020-005', '10007020-030', '10007020-031']"
SAU_10007020-006,2021,彰化縣,鹿港鎮,東崎里,6305,1802,3237,3068,['10007020-006']
SAU_10007020-006,2022,彰化縣,鹿港鎮,東崎里,6250,1814,3188,3062,['10007020-006']
SAU_10007020-007,2021,彰化縣,鹿港鎮,埔崙里,6347,1960,3221,3126,['10007020-007']
SAU_10007020-007,2022,彰化縣,鹿港鎮,埔崙里,6310,1983,3184,3126,['10007020-007']
SAU_10007020-008,2021,彰化縣,鹿港鎮,東石里,5425,1590,2723,2702,['10007020-008']
SAU_10007020-008,2022,彰化縣,鹿港鎮,東石里,5382,1601,2688,2694,['10007020-008']
SAU_10007020-009,2021,彰化縣,鹿港鎮,郭厝里,609,212,334,275,['10007020-009']
SAU_10007020-009,2022,彰化縣,鹿港鎮,郭厝里,596,211,323,273,['10007020-009']
SAU_10007020-010,2021,彰化縣,鹿港鎮,新宮里,937,329,511,426,['10007020-010']
SAU_10007020-010,2022,彰化縣,鹿港鎮,新宮里,920,330,502,418,['10007020-010']
SAU_10007020-011,2021,彰化縣,鹿港鎮,玉順里,1291,410,664,627,['10007020-011']
SAU_10007020-011,2022,彰化縣,鹿港鎮,玉順里,1304,420,664,640,['10007020-011']
SAU_10007020-012,2021,彰化縣,鹿港鎮,景福里,1252,474,623,629,['10007020-012']
SAU_10007020-012,2022,彰化縣,鹿港鎮,景福里,1229,470,601,628,['10007020-012']
SAU_10007020-013,2021,彰化縣,鹿港鎮,泰興里,1447,480,682,765,['10007020-013']
SAU_10007020-013,2022,彰化縣,鹿港鎮,泰興里,1431,479,669,762,['10007020-013']
SAU_10007020-014,2021,彰化縣,鹿港鎮,長興里,326,110,158,168,['10007020-014']
SAU_10007020-014,2022,彰化縣,鹿港鎮,長興里,325,108,154,171,['10007020-014']
SAU_10007020-015,2021,彰化縣,鹿港鎮,龍山里,792,250,393,399,['10007020-015']
SAU_10007020-015,2022,彰化縣,鹿港鎮,龍山里,766,254,390,376,['10007020-015']
SAU_10007020-016,2021,彰化縣,鹿港鎮,興化里,712,217,374,338,['10007020-016']
SAU_10007020-016,2022,彰化縣,鹿港鎮,興化里,696,213,368,328,['10007020-016']
SAU_10007020-017,2021,彰化縣,鹿港鎮,菜園里,1087,317,543,544,['10007020-017']
SAU_10007020-017,2022,彰化縣,鹿港鎮,菜園里,1090,314,551,539,['10007020-017']
SAU_10007020-018,2021,彰化縣,鹿港鎮,街尾里,2764,861,1374,1390,['10007020-018']
SAU_10007020-018,2022,彰化縣,鹿港鎮,街尾里,2727,865,1357,1370,['10007020-018']
SAU_10007020-019,2021,彰化縣,鹿港鎮,頂番里,4726,1307,2388,2338,['10007020-019']
SAU_10007020-019,2022,彰化縣,鹿港鎮,頂番里,4709,1338,2383,2326,['10007020-019']
SAU_10007020-020,2021,彰化縣,鹿港鎮,頭崙里,3152,775,1590,1562,['10007020-020']
SAU_10007020-020,2022,彰化縣,鹿港鎮,頭崙里,3110,784,1574,1536,['10007020-020']
SAU_10007020-021,2021,彰化縣,鹿港鎮,廖厝里,4827,1302,2498,2329,['10007020-021']
SAU_10007020-021,2022,彰化縣,鹿港鎮,廖厝里,4879,1339,2504,2375,['10007020-021']
SAU_10007020-022,2021,彰化縣,鹿港鎮,溝墘里,4976,1282,2528,2448,['10007020-022']
SAU_10007020-022,2022,彰化縣,鹿港鎮,溝墘里,4933,1293,2495,2438,['10007020-022']
SAU_10007020-023,2021,彰化縣,鹿港鎮,草中里,3789,1091,1924,1865,['10007020-023']
SAU_10007020-023,2022,彰化縣,鹿港鎮,草中里,3731,1098,1898,1833,['10007020-023']
SAU_10007020-024,2021,彰化縣,鹿港鎮,頭南里,2561,684,1313,1248,['10007020-024']
SAU_10007020-024,2022,彰化縣,鹿港鎮,頭南里,2573,697,1314,1259,['10007020-024']
SAU_10007020-025,2021,彰化縣,鹿港鎮,山崙里,3518,980,1834,1684,['10007020-025']
SAU_10007020-025,2022,彰化縣,鹿港鎮,山崙里,3450,982,1793,1657,['10007020-025']
SAU_10007020-026,2021,彰化縣,鹿港鎮,海埔里,4218,1229,2165,2053,['10007020-026']
SAU_10007020-026,2022,彰化縣,鹿港鎮,海埔里,4221,1253,2156,2065,['10007020-026']
SAU_10007020-027,2021,彰化縣,鹿港鎮,詔安里,2448,689,1291,1157,['10007020-027']
SAU_10007020-027,2022,彰化縣,鹿港鎮,詔安里,2464,705,1299,1165,['10007020-027']
SAU_10007020-028,2021,彰化縣,鹿港鎮,洋厝里,2779,819,1447,1332,['10007020-028']
SAU_10007020-028,2022,彰化縣,鹿港鎮,洋厝里,2760,825,1440,1320,['10007020-028']
SAU_10007020-029,2021,彰化縣,鹿港鎮,永安里,5310,1765,2599,2711,['10007020-029']
SAU_10007020-029,2022,彰化縣,鹿港鎮,永安里,5303,1783,2571,2732,['10007020-029']
SAU_10007030-001,2021,彰化縣,和美鎮,竹營里,7549,2392,3737,3812,['10007030-001']
SAU_10007030-001,2022,彰化縣,和美鎮,竹營里,7433,2384,3684,3749,['10007030-001']
SAU_10007030-002,2021,彰化縣,和美鎮,和東里,5328,1751,2663,2665,['10007030-002']
SAU_10007030-002,2022,彰化縣,和美鎮,和東里,5265,1759,2620,2645,['10007030-002']
SAU_10007030-003,2021,彰化縣,和美鎮,和南里,464,147,218,246,['10007030-003']
SAU_10007030-003,2022,彰化縣,和美鎮,和南里,454,149,217,237,['10007030-003']
SAU_10007030-004,2021,彰化縣,和美鎮,和北里,2198,731,1112,1086,['10007030-004']
SAU_10007030-004,2022,彰化縣,和美鎮,和北里,2228,769,1117,1111,['10007030-004']
SAU_10007030-005,2021,彰化縣,和美鎮,和西里,3785,1258,1894,1891,['10007030-005']
SAU_10007030-005,2022,彰化縣,和美鎮,和西里,3730,1246,1862,1868,['10007030-005']
SAU_10007030-006,2021,彰化縣,和美鎮,四張里,3349,982,1696,1653,['10007030-006']
SAU_10007030-006,2022,彰化縣,和美鎮,四張里,3350,999,1709,1641,['10007030-006']
SAU_10007030-007,2021,彰化縣,和美鎮,頭前里,1999,563,1015,984,['10007030-007']
SAU_10007030-007,2022,彰化縣,和美鎮,頭前里,1977,558,991,986,['10007030-007']
SAU_10007030-008,2021,彰化縣,和美鎮,還社里,970,294,493,477,['10007030-008']
SAU_10007030-008,2022,彰化縣,和美鎮,還社里,979,293,495,484,['10007030-008']
SAU_10007030-009,2021,彰化縣,和美鎮,面前里,2595,734,1303,1292,['10007030-009']
SAU_10007030-009,2022,彰化縣,和美鎮,面前里,2577,744,1276,1301,['10007030-009']
SAU_10007030-010,2021,彰化縣,和美鎮,鎮平里,3294,1002,1723,1571,['10007030-010']
SAU_10007030-010,2022,彰化縣,和美鎮,鎮平里,3260,996,1693,1567,['10007030-010']
SAU_10007030-011,2021,彰化縣,和美鎮,大霞里,1691,500,887,804,['10007030-011']
SAU_10007030-011,2022,彰化縣,和美鎮,大霞里,1656,507,868,788,['10007030-011']
SAU_10007030-012,2021,彰化縣,和美鎮,源埤里,2123,604,1109,1014,['10007030-012']
SAU_10007030-012,2022,彰化縣,和美鎮,源埤里,2104,606,1097,1007,['10007030-012']
SAU_10007030-013,2021,彰化縣,和美鎮,南佃里,2555,748,1313,1242,['10007030-013']
SAU_10007030-013,2022,彰化縣,和美鎮,南佃里,2551,751,1307,1244,['10007030-013']
SAU_10007030-014,2021,彰化縣,和美鎮,雅溝里,1538,445,805,733,['10007030-014']
SAU_10007030-014,2022,彰化縣,和美鎮,雅溝里,1517,442,795,722,['10007030-014']
SAU_10007030-015,2021,彰化縣,和美鎮,山犁里,6739,2005,3379,3360,['10007030-015']
SAU_10007030-015,2022,彰化縣,和美鎮,山犁里,6727,2047,3384,3343,['10007030-015']
SAU_10007030-016,2021,彰化縣,和美鎮,嘉犁里,2246,668,1168,1078,['10007030-016']
SAU_10007030-016,2022,彰化縣,和美鎮,嘉犁里,2204,670,1145,1059,['10007030-016']
SAU_10007030-017,2021,彰化縣,和美鎮,鐵山里,3097,966,1590,1507,['10007030-017']
SAU_10007030-017,2022,彰化縣,和美鎮,鐵山里,3044,969,1570,1474,['10007030-017']
SAU_10007030-018,2021,彰化縣,和美鎮,詔安里,2266,833,1160,1106,['10007030-018']
SAU_10007030-018,2022,彰化縣,和美鎮,詔安里,2210,834,1118,1092,['10007030-018']
SAU_10007030-019,2021,彰化縣,和美鎮,柑井里,4258,1224,2184,2074,['10007030-019']
SAU_10007030-019,2022,彰化縣,和美鎮,柑井里,4213,1227,2173,2040,['10007030-019']
SAU_10007030-020,2021,彰化縣,和美鎮,竹園里,1068,292,534,534,['10007030-020']
SAU_10007030-020,2022,彰化縣,和美鎮,竹園里,1107,319,554,553,['10007030-020']
SAU_10007030-021,2021,彰化縣,和美鎮,新庄里,2690,921,1385,1305,['10007030-021']
SAU_10007030-021,2022,彰化縣,和美鎮,新庄里,2692,937,1385,1307,['10007030-021']
SAU_10007030-022,2021,彰化縣,和美鎮,犁盛里,2645,836,1350,1295,['10007030-022']
SAU_10007030-022,2022,彰化縣,和美鎮,犁盛里,2627,844,1330,1297,['10007030-022']
SAU_10007030-023,2021,彰化縣,和美鎮,中寮里,1299,396,690,609,['10007030-023']
SAU_10007030-023,2022,彰化縣,和美鎮,中寮里,1279,393,677,602,['10007030-023']
SAU_10007030-024,2021,彰化縣,和美鎮,中圍里,3342,1005,1714,1628,['10007030-024']
SAU_10007030-024,2022,彰化縣,和美鎮,中圍里,3315,1012,1697,1618,['10007030-024']
SAU_10007030-025,2021,彰化縣,和美鎮,糖友里,5147,1778,2530,2617,['10007030-025']
SAU_10007030-025,2022,彰化縣,和美鎮,糖友里,5163,1793,2539,2624,['10007030-025']
SAU_10007030-026,2021,彰化縣,和美鎮,塗厝里,2017,557,1044,973,['10007030-026']
SAU_10007030-026,2022,彰化縣,和美鎮,塗厝里,1955,550,1005,950,['10007030-026']
SAU_10007030-027,2021,彰化縣,和美鎮,地潭里,936,261,499,437,['10007030-027']
SAU_10007030-027,2022,彰化縣,和美鎮,地潭里,910,259,482,428,['10007030-027']
SAU_10007030-028,2021,彰化縣,和美鎮,湖內里,1352,412,715,637,['10007030-028']
SAU_10007030-028,2022,彰化縣,和美鎮,湖內里,1330,414,693,637,['10007030-028']
SAU_10007030-029,2021,彰化縣,和美鎮,嘉寶里,2405,638,1238,1167,['10007030-029']
SAU_10007030-029,2022,彰化縣,和美鎮,嘉寶里,2324,629,1204,1120,['10007030-029']
SAU_10007030-030,2021,彰化縣,和美鎮,月眉里,3550,1062,1802,1748,['10007030-030']
SAU_10007030-030,2022,彰化縣,和美鎮,月眉里,3487,1057,1773,1714,['10007030-030']
SAU_10007030-031,2021,彰化縣,和美鎮,好修里,1775,511,938,837,['10007030-031']
SAU_10007030-031,2022,彰化縣,和美鎮,好修里,1737,506,922,815,['10007030-031']
SAU_10007030-032,2021,彰化縣,和美鎮,仁愛里,3288,1139,1614,1674,['10007030-032']
SAU_10007030-032,2022,彰化縣,和美鎮,仁愛里,3261,1150,1601,1660,['10007030-032']
SAU_10007040-001,2021,彰化縣,線西鄉,線西村,2705,738,1356,1349,['10007040-001']
SAU_10007040-001,2022,彰化縣,線西鄉,線西村,2698,746,1351,1347,['10007040-001']
SAU_10007040-002,2021,彰化縣,線西鄉,頂庄村,1459,397,746,713,['10007040-002']
SAU_10007040-002,2022,彰化縣,線西鄉,頂庄村,1440,399,737,703,['10007040-002']
SAU_10007040-003,2021,彰化縣,線西鄉,寓埔村,2743,797,1428,1315,['10007040-003']
SAU_10007040-003,2022,彰化縣,線西鄉,寓埔村,2713,797,1413,1300,['10007040-003']
SAU_10007040-004,2021,彰化縣,線西鄉,塭仔村,1429,390,734,695,['10007040-004']
SAU_10007040-004,2022,彰化縣,線西鄉,塭仔村,1413,391,721,692,['10007040-004']
SAU_10007040-005,2021,彰化縣,線西鄉,溝內村,1430,397,709,721,['10007040-005']
SAU_10007040-005,2022,彰化縣,線西鄉,溝內村,1428,399,706,722,['10007040-005']
SAU_10007040-006,2021,彰化縣,線西鄉,下犁村,2173,587,1140,1033,['10007040-006']
SAU_10007040-006,2022,彰化縣,線西鄉,下犁村,2124,590,1118,1006,['10007040-006']
SAU_10007040-007,2021,彰化縣,線西鄉,頂犁村,2985,843,1577,1408,['10007040-007']
SAU_10007040-007,2022,彰化縣,線西鄉,頂犁村,2957,853,1542,1415,['10007040-007']
SAU_10007040-008,2021,彰化縣,線西鄉,德興村,1562,434,817,745,['10007040-008']
SAU_10007040-008,2022,彰化縣,線西鄉,德興村,1530,431,798,732,['10007040-008']
SAU_10007050-001,2021,彰化縣,伸港鄉,曾家村,2054,535,1067,987,['10007050-001']
SAU_10007050-001,2022,彰化縣,伸港鄉,曾家村,2009,534,1036,973,['10007050-001']
SAU_10007050-002,2021,彰化縣,伸港鄉,蚵寮村,1327,391,672,655,['10007050-002']
SAU_10007050-002,2022,彰化縣,伸港鄉,蚵寮村,1307,389,661,646,['10007050-002']
SAU_10007050-003,2021,彰化縣,伸港鄉,埤墘村,1831,548,898,933,['10007050-003']
SAU_10007050-003,2022,彰化縣,伸港鄉,埤墘村,1844,556,900,944,['10007050-003']
SAU_10007050-004,2021,彰化縣,伸港鄉,溪底村,2465,671,1265,1200,['10007050-004']
SAU_10007050-004,2022,彰化縣,伸港鄉,溪底村,2509,713,1289,1220,['10007050-004']
SAU_10007050-005,2021,彰化縣,伸港鄉,泉州村,2397,684,1198,1199,['10007050-005']
SAU_10007050-005,2022,彰化縣,伸港鄉,泉州村,2353,684,1182,1171,['10007050-005']
SAU_10007050-006,2021,彰化縣,伸港鄉,泉厝村,1474,421,735,739,['10007050-006']
SAU_10007050-006,2022,彰化縣,伸港鄉,泉厝村,1450,423,731,719,['10007050-006']
SAU_10007050-007,2021,彰化縣,伸港鄉,海尾村,2159,555,1106,1053,['10007050-007']
SAU_10007050-007,2022,彰化縣,伸港鄉,海尾村,2148,554,1099,1049,['10007050-007']
SAU_10007050-008,2021,彰化縣,伸港鄉,全興村,2063,583,1053,1010,['10007050-008']
SAU_10007050-008,2022,彰化縣,伸港鄉,全興村,2016,578,1021,995,['10007050-008']
SAU_10007050-009,2021,彰化縣,伸港鄉,定興村,3124,869,1630,1494,['10007050-009']
SAU_10007050-009,2022,彰化縣,伸港鄉,定興村,3097,880,1604,1493,['10007050-009']
SAU_10007050-010,2021,彰化縣,伸港鄉,新港村,6328,1896,3077,3251,['10007050-010']
SAU_10007050-010,2022,彰化縣,伸港鄉,新港村,6299,1930,3077,3222,['10007050-010']
SAU_10007050-011,2021,彰化縣,伸港鄉,什股村,2843,853,1461,1382,['10007050-011']
SAU_10007050-011,2022,彰化縣,伸港鄉,什股村,3021,922,1544,1477,['10007050-011']
SAU_10007050-012,2021,彰化縣,伸港鄉,大同村,3388,1003,1692,1696,['10007050-012']
SAU_10007050-012,2022,彰化縣,伸港鄉,大同村,3533,1079,1745,1788,['10007050-012']
SAU_10007050-013,2021,彰化縣,伸港鄉,七嘉村,3702,1008,1877,1825,['10007050-013']
SAU_10007050-013,2022,彰化縣,伸港鄉,七嘉村,3706,1032,1879,1827,['10007050-013']
SAU_10007050-014,2021,彰化縣,伸港鄉,汴頭村,2683,697,1364,1319,['10007050-014']
SAU_10007050-014,2022,彰化縣,伸港鄉,汴頭村,2656,694,1351,1305,['10007050-014']
SAU_10007060-001,2021,彰化縣,福興鄉,番社村,1692,505,898,794,['10007060-001']
SAU_10007060-001,2022,彰化縣,福興鄉,番社村,1698,511,903,795,['10007060-001']
SAU_10007060-002,2021,彰化縣,福興鄉,社尾村,1668,513,897,771,['10007060-002']
SAU_10007060-002,2022,彰化縣,福興鄉,社尾村,1647,509,895,752,['10007060-002']
SAU_10007060-003,2021,彰化縣,福興鄉,大崙村,1366,393,738,628,['10007060-003']
SAU_10007060-003,2022,彰化縣,福興鄉,大崙村,1342,394,727,615,['10007060-003']
SAU_10007060-004,2021,彰化縣,福興鄉,外埔村,1767,504,929,838,['10007060-004']
SAU_10007060-004,2022,彰化縣,福興鄉,外埔村,1751,507,923,828,['10007060-004']
SAU_10007060-005,2021,彰化縣,福興鄉,外中村,1344,396,706,638,['10007060-005']
SAU_10007060-005,2022,彰化縣,福興鄉,外中村,1341,416,700,641,['10007060-005']
SAU_10007060-006,2021,彰化縣,福興鄉,元中村,1432,411,737,695,['10007060-006']
SAU_10007060-006,2022,彰化縣,福興鄉,元中村,1420,406,731,689,['10007060-006']
SAU_10007060-007,2021,彰化縣,福興鄉,三汴村,1638,466,825,813,['10007060-007']
SAU_10007060-007,2022,彰化縣,福興鄉,三汴村,1608,461,814,794,['10007060-007']
SAU_10007060-008,2021,彰化縣,福興鄉,萬豐村,939,297,476,463,['10007060-008']
SAU_10007060-008,2022,彰化縣,福興鄉,萬豐村,927,296,475,452,['10007060-008']
SAU_10007060-009,2021,彰化縣,福興鄉,番婆村,2826,869,1505,1321,['10007060-009']
SAU_10007060-009,2022,彰化縣,福興鄉,番婆村,2779,880,1493,1286,['10007060-009']
SAU_10007060-010,2021,彰化縣,福興鄉,橋頭村,2990,1065,1470,1520,['10007060-010']
SAU_10007060-010,2022,彰化縣,福興鄉,橋頭村,2925,1065,1434,1491,['10007060-010']
SAU_10007060-011,2021,彰化縣,福興鄉,秀厝村,3025,799,1584,1441,['10007060-011']
SAU_10007060-011,2022,彰化縣,福興鄉,秀厝村,3038,809,1589,1449,['10007060-011']
SAU_10007060-012,2021,彰化縣,福興鄉,鎮平村,1370,405,706,664,['10007060-012']
SAU_10007060-012,2022,彰化縣,福興鄉,鎮平村,1371,413,709,662,['10007060-012']
SAU_10007060-013,2021,彰化縣,福興鄉,三和村,1204,332,643,561,['10007060-013']
SAU_10007060-013,2022,彰化縣,福興鄉,三和村,1180,332,635,545,['10007060-013']
SAU_10007060-014,2021,彰化縣,福興鄉,麥厝村,2549,699,1348,1201,['10007060-014']
SAU_10007060-014,2022,彰化縣,福興鄉,麥厝村,2522,702,1340,1182,['10007060-014']
SAU_10007060-015,2021,彰化縣,福興鄉,廈粘村,2196,588,1201,995,['10007060-015']
SAU_10007060-015,2022,彰化縣,福興鄉,廈粘村,2185,592,1185,1000,['10007060-015']
