sau_id,year,COUNTY,TOWN,VILLAGE,P_CNT,H_CNT,M_CNT,F_CNT,members
SAU_10007100-040,2018,彰化縣,員林市,仁愛里,1795,556,873,922,['10007100-040']
SAU_10007100-040,2019,彰化縣,員林市,仁愛里,1795,556,872,923,['10007100-040']
SAU_10007100-040,2020,彰化縣,員林市,仁愛里,1780,562,839,941,['10007100-040']
SAU_10007100-040,2021,彰化縣,員林市,仁愛里,1749,560,833,916,['10007100-040']
SAU_10007100-040,2022,彰化縣,員林市,仁愛里,1726,559,814,912,['10007100-040']
SAU_10007100-040,2023,彰化縣,員林市,仁愛里,1709,556,811,898,['10007100-040']
SAU_10007100-040,2024,彰化縣,員林市,仁愛里,1748,567,825,923,['10007100-040']
SAU_10007100-041,2018,彰化縣,員林市,忠孝里,2787,944,1353,1434,['10007100-041']
SAU_10007100-041,2019,彰化縣,員林市,忠孝里,2758,944,1359,1399,['10007100-041']
SAU_10007100-041,2020,彰化縣,員林市,忠孝里,2737,945,1349,1388,['10007100-041']
SAU_10007100-041,2021,彰化縣,員林市,忠孝里,2708,941,1334,1374,['10007100-041']
SAU_10007100-041,2022,彰化縣,員林市,忠孝里,2719,941,1318,1401,['10007100-041']
SAU_10007100-041,2023,彰化縣,員林市,忠孝里,2719,953,1314,1405,['10007100-041']
SAU_10007100-041,2024,彰化縣,員林市,忠孝里,2691,962,1301,1390,['10007100-041']
SAU_10007110-001,2018,彰化縣,溪湖鎮,光平里,1534,470,778,756,['10007110-001']
SAU_10007110-001,2019,彰化縣,溪湖鎮,光平里,1516,467,770,746,['10007110-001']
SAU_10007110-001,2020,彰化縣,溪湖鎮,光平里,1473,461,747,726,['10007110-001']
SAU_10007110-001,2021,彰化縣,溪湖鎮,光平里,1460,461,747,713,['10007110-001']
SAU_10007110-001,2022,彰化縣,溪湖鎮,光平里,1466,480,737,729,['10007110-001']
SAU_10007110-001,2023,彰化縣,溪湖鎮,光平里,1493,492,749,744,['10007110-001']
SAU_10007110-001,2024,彰化縣,溪湖鎮,光平里,1474,516,724,750,['10007110-001']
SAU_10007110-002,2018,彰化縣,溪湖鎮,平和里,762,264,384,378,['10007110-002']
SAU_10007110-002,2019,彰化縣,溪湖鎮,平和里,748,260,378,370,['10007110-002']
SAU_10007110-002,2020,彰化縣,溪湖鎮,平和里,730,260,369,361,['10007110-002']
SAU_10007110-002,2021,彰化縣,溪湖鎮,平和里,719,256,366,353,['10007110-002']
SAU_10007110-002,2022,彰化縣,溪湖鎮,平和里,698,255,360,338,['10007110-002']
SAU_10007110-002,2023,彰化縣,溪湖鎮,平和里,677,252,349,328,['10007110-002']
SAU_10007110-002,2024,彰化縣,溪湖鎮,平和里,644,254,334,310,['10007110-002']
SAU_10007110-003,2018,彰化縣,溪湖鎮,太平里,2506,749,1223,1283,['10007110-003']
SAU_10007110-003,2019,彰化縣,溪湖鎮,太平里,2542,764,1221,1321,['10007110-003']
SAU_10007110-003,2020,彰化縣,溪湖鎮,太平里,2534,767,1221,1313,['10007110-003']
SAU_10007110-003,2021,彰化縣,溪湖鎮,太平里,2500,769,1190,1310,['10007110-003']
SAU_10007110-003,2022,彰化縣,溪湖鎮,太平里,2411,758,1147,1264,['10007110-003']
SAU_10007110-003,2023,彰化縣,溪湖鎮,太平里,2357,749,1126,1231,['10007110-003']
SAU_10007110-003,2024,彰化縣,溪湖鎮,太平里,2336,769,1133,1203,['10007110-003']
SAU_10007110-004,2018,彰化縣,溪湖鎮,光華里,522,183,256,266,['10007110-004']
SAU_10007110-004,2019,彰化縣,溪湖鎮,光華里,498,182,245,253,['10007110-004']
SAU_10007110-004,2020,彰化縣,溪湖鎮,光華里,500,186,240,260,['10007110-004']
SAU_10007110-004,2021,彰化縣,溪湖鎮,光華里,477,182,227,250,['10007110-004']
SAU_10007110-004,2022,彰化縣,溪湖鎮,光華里,470,185,227,243,['10007110-004']
SAU_10007110-004,2023,彰化縣,溪湖鎮,光華里,468,184,219,249,['10007110-004']
SAU_10007110-004,2024,彰化縣,溪湖鎮,光華里,469,188,224,245,['10007110-004']
SAU_10007110-005,2018,彰化縣,溪湖鎮,東寮里,4372,1277,2202,2170,['10007110-005']
SAU_10007110-005,2019,彰化縣,溪湖鎮,東寮里,4393,1307,2206,2187,['10007110-005']
SAU_10007110-005,2020,彰化縣,溪湖鎮,東寮里,4447,1336,2217,2230,['10007110-005']
SAU_10007110-005,2021,彰化縣,溪湖鎮,東寮里,4521,1383,2264,2257,['10007110-005']
SAU_10007110-005,2022,彰化縣,溪湖鎮,東寮里,4621,1443,2322,2299,['10007110-005']
SAU_10007110-005,2023,彰化縣,溪湖鎮,東寮里,4684,1517,2361,2323,['10007110-005']
SAU_10007110-005,2024,彰化縣,溪湖鎮,東寮里,4725,1568,2356,2369,['10007110-005']
SAU_10007110-006,2018,彰化縣,溪湖鎮,西寮里,2836,760,1429,1407,['10007110-006']
SAU_10007110-006,2019,彰化縣,溪湖鎮,西寮里,2864,773,1447,1417,['10007110-006']
SAU_10007110-006,2020,彰化縣,溪湖鎮,西寮里,2861,784,1453,1408,['10007110-006']
SAU_10007110-006,2021,彰化縣,溪湖鎮,西寮里,2871,795,1454,1417,['10007110-006']
SAU_10007110-006,2022,彰化縣,溪湖鎮,西寮里,2819,794,1431,1388,['10007110-006']
SAU_10007110-006,2023,彰化縣,溪湖鎮,西寮里,2782,785,1408,1374,['10007110-006']
SAU_10007110-006,2024,彰化縣,溪湖鎮,西寮里,2783,835,1410,1373,['10007110-006']
SAU_10007110-007,2018,彰化縣,溪湖鎮,大突里,4226,1230,2108,2118,['10007110-007']
SAU_10007110-007,2019,彰化縣,溪湖鎮,大突里,4275,1257,2128,2147,['10007110-007']
SAU_10007110-007,2020,彰化縣,溪湖鎮,大突里,4241,1267,2110,2131,['10007110-007']
SAU_10007110-007,2021,彰化縣,溪湖鎮,大突里,4252,1279,2104,2148,['10007110-007']
SAU_10007110-007,2022,彰化縣,溪湖鎮,大突里,4245,1311,2119,2126,['10007110-007']
SAU_10007110-007,2023,彰化縣,溪湖鎮,大突里,4308,1366,2141,2167,['10007110-007']
SAU_10007110-007,2024,彰化縣,溪湖鎮,大突里,4324,1438,2136,2188,['10007110-007']
SAU_10007110-008,2018,彰化縣,溪湖鎮,北勢里,1680,485,884,796,['10007110-008']
SAU_10007110-008,2019,彰化縣,溪湖鎮,北勢里,1689,497,886,803,['10007110-008']
SAU_10007110-008,2020,彰化縣,溪湖鎮,北勢里,1708,511,890,818,['10007110-008']
SAU_10007110-008,2021,彰化縣,溪湖鎮,北勢里,1664,519,867,797,['10007110-008']
SAU_10007110-008,2022,彰化縣,溪湖鎮,北勢里,1681,519,872,809,['10007110-008']
SAU_10007110-008,2023,彰化縣,溪湖鎮,北勢里,1682,530,874,808,['10007110-008']
SAU_10007110-008,2024,彰化縣,溪湖鎮,北勢里,1661,539,869,792,['10007110-008']
SAU_10007110-009,2018,彰化縣,溪湖鎮,汴頭里,3695,1115,1865,1830,['10007110-009']
SAU_10007110-009,2019,彰化縣,溪湖鎮,汴頭里,3656,1123,1852,1804,['10007110-009']
SAU_10007110-009,2020,彰化縣,溪湖鎮,汴頭里,3611,1121,1819,1792,['10007110-009']
SAU_10007110-009,2021,彰化縣,溪湖鎮,汴頭里,3575,1127,1801,1774,['10007110-009']
SAU_10007110-009,2022,彰化縣,溪湖鎮,汴頭里,3562,1144,1790,1772,['10007110-009']
SAU_10007110-009,2023,彰化縣,溪湖鎮,汴頭里,3551,1159,1790,1761,['10007110-009']
SAU_10007110-009,2024,彰化縣,溪湖鎮,汴頭里,3515,1215,1782,1733,['10007110-009']
SAU_10007110-010,2018,彰化縣,溪湖鎮,大竹里,2998,985,1527,1471,['10007110-010']
SAU_10007110-010,2019,彰化縣,溪湖鎮,大竹里,2955,978,1491,1464,['10007110-010']
SAU_10007110-010,2020,彰化縣,溪湖鎮,大竹里,2916,975,1466,1450,['10007110-010']
SAU_10007110-010,2021,彰化縣,溪湖鎮,大竹里,2879,982,1454,1425,['10007110-010']
SAU_10007110-010,2022,彰化縣,溪湖鎮,大竹里,2908,991,1465,1443,['10007110-010']
SAU_10007110-010,2023,彰化縣,溪湖鎮,大竹里,2892,1001,1446,1446,['10007110-010']
SAU_10007110-010,2024,彰化縣,溪湖鎮,大竹里,2860,1038,1425,1435,['10007110-010']
SAU_10007110-011,2018,彰化縣,溪湖鎮,湖西里,2719,887,1348,1371,['10007110-011']
SAU_10007110-011,2019,彰化縣,溪湖鎮,湖西里,2759,907,1369,1390,['10007110-011']
SAU_10007110-011,2020,彰化縣,溪湖鎮,湖西里,2738,919,1363,1375,['10007110-011']
SAU_10007110-011,2021,彰化縣,溪湖鎮,湖西里,2696,924,1337,1359,['10007110-011']
SAU_10007110-011,2022,彰化縣,溪湖鎮,湖西里,2649,924,1307,1342,['10007110-011']
SAU_10007110-011,2023,彰化縣,溪湖鎮,湖西里,2628,924,1286,1342,['10007110-011']
SAU_10007110-011,2024,彰化縣,溪湖鎮,湖西里,2568,946,1267,1301,['10007110-011']
SAU_10007110-012,2018,彰化縣,溪湖鎮,田中里,978,299,496,482,['10007110-012']
SAU_10007110-012,2019,彰化縣,溪湖鎮,田中里,956,300,494,462,['10007110-012']
SAU_10007110-012,2020,彰化縣,溪湖鎮,田中里,946,302,488,458,['10007110-012']
SAU_10007110-012,2021,彰化縣,溪湖鎮,田中里,930,301,482,448,['10007110-012']
SAU_10007110-012,2022,彰化縣,溪湖鎮,田中里,920,312,484,436,['10007110-012']
SAU_10007110-012,2023,彰化縣,溪湖鎮,田中里,914,309,486,428,['10007110-012']
SAU_10007110-012,2024,彰化縣,溪湖鎮,田中里,909,313,493,416,['10007110-012']
SAU_10007110-013,2018,彰化縣,溪湖鎮,河東里,2113,607,1066,1047,['10007110-013']
SAU_10007110-013,2019,彰化縣,溪湖鎮,河東里,2110,619,1061,1049,['10007110-013']
SAU_10007110-013,2020,彰化縣,溪湖鎮,河東里,2127,642,1065,1062,['10007110-013']
SAU_10007110-013,2021,彰化縣,溪湖鎮,河東里,2103,638,1059,1044,['10007110-013']
SAU_10007110-013,2022,彰化縣,溪湖鎮,河東里,2046,635,1023,1023,['10007110-013']
SAU_10007110-013,2023,彰化縣,溪湖鎮,河東里,2043,642,1014,1029,['10007110-013']
SAU_10007110-013,2024,彰化縣,溪湖鎮,河東里,2020,672,1008,1012,['10007110-013']
SAU_10007110-014,2018,彰化縣,溪湖鎮,中山里,2822,803,1452,1370,['10007110-014']
SAU_10007110-014,2019,彰化縣,溪湖鎮,中山里,2782,803,1437,1345,['10007110-014']
SAU_10007110-014,2020,彰化縣,溪湖鎮,中山里,2739,806,1432,1307,['10007110-014']
SAU_10007110-014,2021,彰化縣,溪湖鎮,中山里,2751,825,1444,1307,['10007110-014']
SAU_10007110-014,2022,彰化縣,溪湖鎮,中山里,2729,830,1421,1308,['10007110-014']
SAU_10007110-014,2023,彰化縣,溪湖鎮,中山里,2730,849,1420,1310,['10007110-014']
SAU_10007110-014,2024,彰化縣,溪湖鎮,中山里,2686,876,1397,1289,['10007110-014']
SAU_10007110-015,2018,彰化縣,溪湖鎮,中竹里,1003,269,496,507,['10007110-015']
SAU_10007110-015,2019,彰化縣,溪湖鎮,中竹里,981,268,482,499,['10007110-015']
SAU_10007110-015,2020,彰化縣,溪湖鎮,中竹里,967,268,471,496,['10007110-015']
SAU_10007110-015,2021,彰化縣,溪湖鎮,中竹里,942,272,464,478,['10007110-015']
SAU_10007110-015,2022,彰化縣,溪湖鎮,中竹里,925,266,450,475,['10007110-015']
SAU_10007110-015,2023,彰化縣,溪湖鎮,中竹里,902,260,446,456,['10007110-015']
SAU_10007110-015,2024,彰化縣,溪湖鎮,中竹里,893,268,437,456,['10007110-015']
SAU_10007110-016,2018,彰化縣,溪湖鎮,東溪里,1601,452,817,784,['10007110-016']
SAU_10007110-016,2019,彰化縣,溪湖鎮,東溪里,1609,464,823,786,['10007110-016']
SAU_10007110-016,2020,彰化縣,溪湖鎮,東溪里,1591,471,824,767,['10007110-016']
SAU_10007110-016,2021,彰化縣,溪湖鎮,東溪里,1565,469,805,760,['10007110-016']
SAU_10007110-016,2022,彰化縣,溪湖鎮,東溪里,1554,463,801,753,['10007110-016']
SAU_10007110-016,2023,彰化縣,溪湖鎮,東溪里,1599,504,811,788,['10007110-016']
SAU_10007110-016,2024,彰化縣,溪湖鎮,東溪里,1576,525,801,775,['10007110-016']
SAU_10007110-017,2018,彰化縣,溪湖鎮,西溪里,2186,645,1115,1071,['10007110-017']
SAU_10007110-017,2019,彰化縣,溪湖鎮,西溪里,2183,650,1094,1089,['10007110-017']
SAU_10007110-017,2020,彰化縣,溪湖鎮,西溪里,2184,648,1103,1081,['10007110-017']
SAU_10007110-017,2021,彰化縣,溪湖鎮,西溪里,2174,645,1100,1074,['10007110-017']
SAU_10007110-017,2022,彰化縣,溪湖鎮,西溪里,2110,649,1074,1036,['10007110-017']
SAU_10007110-017,2023,彰化縣,溪湖鎮,西溪里,2074,658,1058,1016,['10007110-017']
SAU_10007110-017,2024,彰化縣,溪湖鎮,西溪里,2082,697,1064,1018,['10007110-017']
SAU_10007110-018,2018,彰化縣,溪湖鎮,湖東里,5954,1741,2980,2974,['10007110-018']
SAU_10007110-018,2019,彰化縣,溪湖鎮,湖東里,5927,1747,2962,2965,['10007110-018']
SAU_10007110-018,2020,彰化縣,溪湖鎮,湖東里,5833,1753,2929,2904,['10007110-018']
SAU_10007110-018,2021,彰化縣,溪湖鎮,湖東里,5784,1771,2904,2880,['10007110-018']
SAU_10007110-018,2022,彰化縣,溪湖鎮,湖東里,5762,1778,2899,2863,['10007110-018']
SAU_10007110-018,2023,彰化縣,溪湖鎮,湖東里,5757,1790,2899,2858,['10007110-018']
SAU_10007110-018,2024,彰化縣,溪湖鎮,湖東里,5718,1838,2862,2856,['10007110-018']
SAU_10007110-019,2018,彰化縣,溪湖鎮,頂庄里,751,242,391,360,['10007110-019']
SAU_10007110-019,2019,彰化縣,溪湖鎮,頂庄里,742,238,389,353,['10007110-019']
SAU_10007110-019,2020,彰化縣,溪湖鎮,頂庄里,730,233,382,348,['10007110-019']
SAU_10007110-019,2021,彰化縣,溪湖鎮,頂庄里,721,233,377,344,['10007110-019']
SAU_10007110-019,2022,彰化縣,溪湖鎮,頂庄里,781,255,404,377,['10007110-019']
SAU_10007110-019,2023,彰化縣,溪湖鎮,頂庄里,763,249,392,371,['10007110-019']
SAU_10007110-019,2024,彰化縣,溪湖鎮,頂庄里,742,257,383,359,['10007110-019']
SAU_10007110-020,2018,彰化縣,溪湖鎮,忠覺里,1492,422,763,729,['10007110-020']
SAU_10007110-020,2019,彰化縣,溪湖鎮,忠覺里,1461,415,747,714,['10007110-020']
SAU_10007110-020,2020,彰化縣,溪湖鎮,忠覺里,1449,427,747,702,['10007110-020']
SAU_10007110-020,2021,彰化縣,溪湖鎮,忠覺里,1411,427,730,681,['10007110-020']
SAU_10007110-020,2022,彰化縣,溪湖鎮,忠覺里,1391,426,710,681,['10007110-020']
SAU_10007110-020,2023,彰化縣,溪湖鎮,忠覺里,1381,428,711,670,['10007110-020']
SAU_10007110-020,2024,彰化縣,溪湖鎮,忠覺里,1345,438,693,652,['10007110-020']
SAU_10007110-021,2018,彰化縣,溪湖鎮,湳底里,813,243,420,393,['10007110-021']
SAU_10007110-021,2019,彰化縣,溪湖鎮,湳底里,784,238,405,379,['10007110-021']
SAU_10007110-021,2020,彰化縣,溪湖鎮,湳底里,781,238,404,377,['10007110-021']
SAU_10007110-021,2021,彰化縣,溪湖鎮,湳底里,769,241,399,370,['10007110-021']
SAU_10007110-021,2022,彰化縣,溪湖鎮,湳底里,759,243,395,364,['10007110-021']
SAU_10007110-021,2023,彰化縣,溪湖鎮,湳底里,726,237,380,346,['10007110-021']
SAU_10007110-021,2024,彰化縣,溪湖鎮,湳底里,722,240,381,341,['10007110-021']
SAU_10007110-022,2018,彰化縣,溪湖鎮,大庭里,1616,495,848,768,['10007110-022']
SAU_10007110-022,2019,彰化縣,溪湖鎮,大庭里,1598,485,835,763,['10007110-022']
SAU_10007110-022,2020,彰化縣,溪湖鎮,大庭里,1579,491,827,752,['10007110-022']
SAU_10007110-022,2021,彰化縣,溪湖鎮,大庭里,1545,488,798,747,['10007110-022']
SAU_10007110-022,2022,彰化縣,溪湖鎮,大庭里,1519,491,786,733,['10007110-022']
SAU_10007110-022,2023,彰化縣,溪湖鎮,大庭里,1524,496,797,727,['10007110-022']
SAU_10007110-022,2024,彰化縣,溪湖鎮,大庭里,1473,513,768,705,['10007110-022']
SAU_10007110-023,2018,彰化縣,溪湖鎮,媽厝里,1460,444,760,700,['10007110-023']
SAU_10007110-023,2019,彰化縣,溪湖鎮,媽厝里,1435,445,760,675,['10007110-023']
SAU_10007110-023,2020,彰化縣,溪湖鎮,媽厝里,1436,447,759,677,['10007110-023']
SAU_10007110-023,2021,彰化縣,溪湖鎮,媽厝里,1419,453,749,670,['10007110-023']
SAU_10007110-023,2022,彰化縣,溪湖鎮,媽厝里,1416,451,749,667,['10007110-023']
SAU_10007110-023,2023,彰化縣,溪湖鎮,媽厝里,1382,448,731,651,['10007110-023']
SAU_10007110-023,2024,彰化縣,溪湖鎮,媽厝里,1341,453,706,635,['10007110-023']
SAU_10007110-024,2018,彰化縣,溪湖鎮,西勢里,2607,762,1330,1277,['10007110-024']
SAU_10007110-024,2019,彰化縣,溪湖鎮,西勢里,2596,772,1319,1277,['10007110-024']
SAU_10007110-024,2020,彰化縣,溪湖鎮,西勢里,2579,772,1317,1262,['10007110-024']
SAU_10007110-024,2021,彰化縣,溪湖鎮,西勢里,2553,775,1303,1250,['10007110-024']
SAU_10007110-024,2022,彰化縣,溪湖鎮,西勢里,2523,772,1292,1231,['10007110-024']
SAU_10007110-024,2023,彰化縣,溪湖鎮,西勢里,2534,787,1300,1234,['10007110-024']
SAU_10007110-024,2024,彰化縣,溪湖鎮,西勢里,2502,815,1284,1218,['10007110-024']
SAU_10007110-025,2018,彰化縣,溪湖鎮,番婆里,2119,579,1071,1048,['10007110-025']
SAU_10007110-025,2019,彰化縣,溪湖鎮,番婆里,2126,593,1076,1050,['10007110-025']
SAU_10007110-025,2020,彰化縣,溪湖鎮,番婆里,2114,596,1086,1028,['10007110-025']
SAU_10007110-025,2021,彰化縣,溪湖鎮,番婆里,2059,604,1059,1000,['10007110-025']
SAU_10007110-025,2022,彰化縣,溪湖鎮,番婆里,2091,615,1074,1017,['10007110-025']
SAU_10007110-025,2023,彰化縣,溪湖鎮,番婆里,2047,619,1050,997,['10007110-025']
SAU_10007110-025,2024,彰化縣,溪湖鎮,番婆里,2017,642,1029,988,['10007110-025']
SAU_10007120-001,2018,彰化縣,田中鎮,香山里,980,324,512,468,['10007120-001']
SAU_10007120-001,2019,彰化縣,田中鎮,香山里,965,330,508,457,['10007120-001']
SAU_10007120-001,2020,彰化縣,田中鎮,香山里,935,327,490,445,['10007120-001']
SAU_10007120-001,2021,彰化縣,田中鎮,香山里,934,326,487,447,['10007120-001']
SAU_10007120-001,2022,彰化縣,田中鎮,香山里,921,324,489,432,['10007120-001']
SAU_10007120-001,2023,彰化縣,田中鎮,香山里,909,326,488,421,['10007120-001']
SAU_10007120-001,2024,彰化縣,田中鎮,香山里,892,332,478,414,['10007120-001']
SAU_10007120-002,2018,彰化縣,田中鎮,碧峰里,1246,331,738,508,['10007120-002']
SAU_10007120-002,2019,彰化縣,田中鎮,碧峰里,1207,331,705,502,['10007120-002']
SAU_10007120-002,2020,彰化縣,田中鎮,碧峰里,1164,340,677,487,['10007120-002']
SAU_10007120-002,2021,彰化縣,田中鎮,碧峰里,1134,336,652,482,['10007120-002']
SAU_10007120-002,2022,彰化縣,田中鎮,碧峰里,1098,334,619,479,['10007120-002']
SAU_10007120-002,2023,彰化縣,田中鎮,碧峰里,1054,331,581,473,['10007120-002']
SAU_10007120-002,2024,彰化縣,田中鎮,碧峰里,1021,342,558,463,['10007120-002']
SAU_10007120-003,2018,彰化縣,田中鎮,東源里,872,316,448,424,['10007120-003']
SAU_10007120-003,2019,彰化縣,田中鎮,東源里,892,337,458,434,['10007120-003']
SAU_10007120-003,2020,彰化縣,田中鎮,東源里,872,329,443,429,['10007120-003']
SAU_10007120-003,2021,彰化縣,田中鎮,東源里,869,329,437,432,['10007120-003']
SAU_10007120-003,2022,彰化縣,田中鎮,東源里,852,326,437,415,['10007120-003']
SAU_10007120-003,2023,彰化縣,田中鎮,東源里,854,324,437,417,['10007120-003']
SAU_10007120-003,2024,彰化縣,田中鎮,東源里,848,329,434,414,['10007120-003']
SAU_10007120-004,2018,彰化縣,田中鎮,復興里,1777,568,928,849,['10007120-004']
SAU_10007120-004,2019,彰化縣,田中鎮,復興里,1743,562,902,841,['10007120-004']
SAU_10007120-004,2020,彰化縣,田中鎮,復興里,1701,565,888,813,['10007120-004']
SAU_10007120-004,2021,彰化縣,田中鎮,復興里,1660,557,877,783,['10007120-004']
SAU_10007120-004,2022,彰化縣,田中鎮,復興里,1636,556,855,781,['10007120-004']
SAU_10007120-004,2023,彰化縣,田中鎮,復興里,1613,547,845,768,['10007120-004']
SAU_10007120-004,2024,彰化縣,田中鎮,復興里,1575,560,827,748,['10007120-004']
SAU_10007120-005,2018,彰化縣,田中鎮,平和里,1698,521,917,781,['10007120-005']
SAU_10007120-005,2019,彰化縣,田中鎮,平和里,1674,522,898,776,['10007120-005']
SAU_10007120-005,2020,彰化縣,田中鎮,平和里,1637,522,880,757,['10007120-005']
SAU_10007120-005,2021,彰化縣,田中鎮,平和里,1584,523,858,726,['10007120-005']
SAU_10007120-005,2022,彰化縣,田中鎮,平和里,1565,521,846,719,['10007120-005']
SAU_10007120-005,2023,彰化縣,田中鎮,平和里,1552,518,842,710,['10007120-005']
SAU_10007120-005,2024,彰化縣,田中鎮,平和里,1564,539,843,721,['10007120-005']
SAU_10007120-006,2018,彰化縣,田中鎮,頂潭里,1522,458,770,752,['10007120-006']
SAU_10007120-006,2019,彰化縣,田中鎮,頂潭里,1492,461,748,744,['10007120-006']
SAU_10007120-006,2020,彰化縣,田中鎮,頂潭里,1451,461,733,718,['10007120-006']
SAU_10007120-006,2021,彰化縣,田中鎮,頂潭里,1410,459,712,698,['10007120-006']
SAU_10007120-006,2022,彰化縣,田中鎮,頂潭里,1392,456,700,692,['10007120-006']
SAU_10007120-006,2023,彰化縣,田中鎮,頂潭里,1387,459,693,694,['10007120-006']
SAU_10007120-006,2024,彰化縣,田中鎮,頂潭里,1371,468,684,687,['10007120-006']
SAU_10007120-007,2018,彰化縣,田中鎮,中潭里,2046,669,1036,1010,['10007120-007']
SAU_10007120-007,2019,彰化縣,田中鎮,中潭里,2042,662,1018,1024,['10007120-007']
SAU_10007120-007,2020,彰化縣,田中鎮,中潭里,2014,664,1012,1002,['10007120-007']
SAU_10007120-007,2021,彰化縣,田中鎮,中潭里,2002,667,997,1005,['10007120-007']
SAU_10007120-007,2022,彰化縣,田中鎮,中潭里,1963,666,984,979,['10007120-007']
SAU_10007120-007,2023,彰化縣,田中鎮,中潭里,1988,661,993,995,['10007120-007']
SAU_10007120-007,2024,彰化縣,田中鎮,中潭里,1961,675,975,986,['10007120-007']
SAU_10007120-008,2018,彰化縣,田中鎮,龍潭里,688,221,382,306,['10007120-008']
SAU_10007120-008,2019,彰化縣,田中鎮,龍潭里,671,221,371,300,['10007120-008']
SAU_10007120-008,2020,彰化縣,田中鎮,龍潭里,654,222,361,293,['10007120-008']
SAU_10007120-008,2021,彰化縣,田中鎮,龍潭里,646,226,355,291,['10007120-008']
SAU_10007120-008,2022,彰化縣,田中鎮,龍潭里,632,227,348,284,['10007120-008']
SAU_10007120-008,2023,彰化縣,田中鎮,龍潭里,617,227,347,270,['10007120-008']
SAU_10007120-008,2024,彰化縣,田中鎮,龍潭里,601,229,334,267,['10007120-008']
SAU_10007120-009,2018,彰化縣,田中鎮,北路里,4083,1364,2022,2061,['10007120-009']
SAU_10007120-009,2019,彰化縣,田中鎮,北路里,4044,1366,1995,2049,['10007120-009']
SAU_10007120-009,2020,彰化縣,田中鎮,北路里,4011,1370,1974,2037,['10007120-009']
SAU_10007120-009,2021,彰化縣,田中鎮,北路里,3991,1388,1975,2016,['10007120-009']
SAU_10007120-009,2022,彰化縣,田中鎮,北路里,3979,1402,1952,2027,['10007120-009']
SAU_10007120-009,2023,彰化縣,田中鎮,北路里,3965,1413,1956,2009,['10007120-009']
SAU_10007120-009,2024,彰化縣,田中鎮,北路里,3906,1425,1920,1986,['10007120-009']
SAU_10007120-010,2018,彰化縣,田中鎮,西路里,2853,982,1412,1441,['10007120-010']
SAU_10007120-010,2019,彰化縣,田中鎮,西路里,2864,990,1418,1446,['10007120-010']
SAU_10007120-010,2020,彰化縣,田中鎮,西路里,2833,998,1406,1427,['10007120-010']
SAU_10007120-010,2021,彰化縣,田中鎮,西路里,2769,995,1359,1410,['10007120-010']
SAU_10007120-010,2022,彰化縣,田中鎮,西路里,2776,1004,1352,1424,['10007120-010']
SAU_10007120-010,2023,彰化縣,田中鎮,西路里,2768,1026,1343,1425,['10007120-010']
SAU_10007120-010,2024,彰化縣,田中鎮,西路里,2790,1064,1353,1437,['10007120-010']
SAU_10007120-011,2018,彰化縣,田中鎮,東路里,1247,449,655,592,['10007120-011']
SAU_10007120-011,2019,彰化縣,田中鎮,東路里,1247,453,647,600,['10007120-011']
SAU_10007120-011,2020,彰化縣,田中鎮,東路里,1226,454,640,586,['10007120-011']
SAU_10007120-011,2021,彰化縣,田中鎮,東路里,1181,444,610,571,['10007120-011']
SAU_10007120-011,2022,彰化縣,田中鎮,東路里,1163,445,610,553,['10007120-011']
SAU_10007120-011,2023,彰化縣,田中鎮,東路里,1151,443,596,555,['10007120-011']
SAU_10007120-011,2024,彰化縣,田中鎮,東路里,1134,450,588,546,['10007120-011']
SAU_10007120-012,2018,彰化縣,田中鎮,南路里,1407,444,689,718,['10007120-012']
SAU_10007120-012,2019,彰化縣,田中鎮,南路里,1367,441,667,700,['10007120-012']
SAU_10007120-012,2020,彰化縣,田中鎮,南路里,1344,440,646,698,['10007120-012']
SAU_10007120-012,2021,彰化縣,田中鎮,南路里,1303,437,623,680,['10007120-012']
SAU_10007120-012,2022,彰化縣,田中鎮,南路里,1281,439,618,663,['10007120-012']
SAU_10007120-012,2023,彰化縣,田中鎮,南路里,1274,446,621,653,['10007120-012']
SAU_10007120-012,2024,彰化縣,田中鎮,南路里,1223,444,595,628,['10007120-012']
SAU_10007120-013,2018,彰化縣,田中鎮,中路里,2320,856,1176,1144,['10007120-013']
SAU_10007120-013,2019,彰化縣,田中鎮,中路里,2310,866,1160,1150,['10007120-013']
SAU_10007120-013,2020,彰化縣,田中鎮,中路里,2297,870,1151,1146,['10007120-013']
SAU_10007120-013,2021,彰化縣,田中鎮,中路里,2247,867,1131,1116,['10007120-013']
SAU_10007120-013,2022,彰化縣,田中鎮,中路里,2225,867,1122,1103,['10007120-013']
SAU_10007120-013,2023,彰化縣,田中鎮,中路里,2190,873,1087,1103,['10007120-013']
SAU_10007120-013,2024,彰化縣,田中鎮,中路里,2164,889,1072,1092,['10007120-013']
SAU_10007120-014,2018,彰化縣,田中鎮,新庄里,2775,906,1442,1333,['10007120-014']
SAU_10007120-014,2019,彰化縣,田中鎮,新庄里,2809,918,1460,1349,['10007120-014']
SAU_10007120-014,2020,彰化縣,田中鎮,新庄里,2803,941,1451,1352,['10007120-014']
SAU_10007120-014,2021,彰化縣,田中鎮,新庄里,2787,948,1454,1333,['10007120-014']
SAU_10007120-014,2022,彰化縣,田中鎮,新庄里,2740,959,1424,1316,['10007120-014']
SAU_10007120-014,2023,彰化縣,田中鎮,新庄里,2760,966,1425,1335,['10007120-014']
