sau_id,year,COUNTY,TOWN,VILLAGE,H_CNT,P_CNT,M_CNT,F_CNT,members
SAU_10009070-001,2023,雲林縣,古坑鄉,水碓村,459,1274,695,579,['10009070-001']
SAU_10009070-001,2024,雲林縣,古坑鄉,水碓村,467,1237,666,571,['10009070-001']
SAU_10009070-002,2020,雲林縣,古坑鄉,田心村,446,1246,628,618,['10009070-002']
SAU_10009070-002,2021,雲林縣,古坑鄉,田心村,449,1220,612,608,['10009070-002']
SAU_10009070-002,2022,雲林縣,古坑鄉,田心村,444,1203,608,595,['10009070-002']
SAU_10009070-002,2023,雲林縣,古坑鄉,田心村,460,1215,612,603,['10009070-002']
SAU_10009070-002,2024,雲林縣,古坑鄉,田心村,490,1219,609,610,['10009070-002']
SAU_10009070-003,2020,雲林縣,古坑鄉,高林村,441,1286,675,611,['10009070-003']
SAU_10009070-003,2021,雲林縣,古坑鄉,高林村,444,1255,668,587,['10009070-003']
SAU_10009070-003,2022,雲林縣,古坑鄉,高林村,450,1249,664,585,['10009070-003']
SAU_10009070-003,2023,雲林縣,古坑鄉,高林村,465,1252,662,590,['10009070-003']
SAU_10009070-003,2024,雲林縣,古坑鄉,高林村,507,1270,671,599,['10009070-003']
SAU_10009070-004,2020,雲林縣,古坑鄉,荷苞村,560,1593,867,726,['10009070-004']
SAU_10009070-004,2021,雲林縣,古坑鄉,荷苞村,553,1581,860,721,['10009070-004']
SAU_10009070-004,2022,雲林縣,古坑鄉,荷苞村,555,1566,851,715,['10009070-004']
SAU_10009070-004,2023,雲林縣,古坑鄉,荷苞村,561,1533,835,698,['10009070-004']
SAU_10009070-004,2024,雲林縣,古坑鄉,荷苞村,565,1494,815,679,['10009070-004']
SAU_10009070-005,2020,雲林縣,古坑鄉,東和村,1264,3662,1869,1793,['10009070-005']
SAU_10009070-005,2021,雲林縣,古坑鄉,東和村,1275,3631,1863,1768,['10009070-005']
SAU_10009070-005,2022,雲林縣,古坑鄉,東和村,1272,3600,1841,1759,['10009070-005']
SAU_10009070-005,2023,雲林縣,古坑鄉,東和村,1297,3591,1844,1747,['10009070-005']
SAU_10009070-005,2024,雲林縣,古坑鄉,東和村,1318,3544,1805,1739,['10009070-005']
SAU_10009070-006,2020,雲林縣,古坑鄉,新庄村,570,1637,906,731,['10009070-006']
SAU_10009070-006,2021,雲林縣,古坑鄉,新庄村,563,1607,894,713,['10009070-006']
SAU_10009070-006,2022,雲林縣,古坑鄉,新庄村,566,1581,875,706,['10009070-006']
SAU_10009070-006,2023,雲林縣,古坑鄉,新庄村,563,1548,853,695,['10009070-006']
SAU_10009070-006,2024,雲林縣,古坑鄉,新庄村,575,1508,833,675,['10009070-006']
SAU_10009070-007,2020,雲林縣,古坑鄉,棋盤村,783,2308,1209,1099,['10009070-007']
SAU_10009070-007,2021,雲林縣,古坑鄉,棋盤村,783,2262,1183,1079,['10009070-007']
SAU_10009070-007,2022,雲林縣,古坑鄉,棋盤村,780,2210,1154,1056,['10009070-007']
SAU_10009070-007,2023,雲林縣,古坑鄉,棋盤村,781,2172,1143,1029,['10009070-007']
SAU_10009070-007,2024,雲林縣,古坑鄉,棋盤村,806,2157,1132,1025,['10009070-007']
SAU_10009070-008,2020,雲林縣,古坑鄉,華山村,313,779,425,354,['10009070-008']
SAU_10009070-008,2021,雲林縣,古坑鄉,華山村,308,761,411,350,['10009070-008']
SAU_10009070-008,2022,雲林縣,古坑鄉,華山村,300,739,396,343,['10009070-008']
SAU_10009070-008,2023,雲林縣,古坑鄉,華山村,299,712,389,323,['10009070-008']
SAU_10009070-008,2024,雲林縣,古坑鄉,華山村,302,692,383,309,['10009070-008']
SAU_10009070-009,2020,雲林縣,古坑鄉,華南村,115,300,177,123,['10009070-009']
SAU_10009070-009,2021,雲林縣,古坑鄉,華南村,115,284,167,117,['10009070-009']
SAU_10009070-009,2022,雲林縣,古坑鄉,華南村,116,282,165,117,['10009070-009']
SAU_10009070-009,2023,雲林縣,古坑鄉,華南村,113,273,160,113,['10009070-009']
SAU_10009070-009,2024,雲林縣,古坑鄉,華南村,112,265,156,109,['10009070-009']
SAU_10009070-010,2020,雲林縣,古坑鄉,永光村,907,2438,1237,1201,['10009070-010']
SAU_10009070-010,2021,雲林縣,古坑鄉,永光村,916,2400,1221,1179,['10009070-010']
SAU_10009070-010,2022,雲林縣,古坑鄉,永光村,911,2368,1195,1173,['10009070-010']
SAU_10009070-010,2023,雲林縣,古坑鄉,永光村,898,2352,1183,1169,['10009070-010']
SAU_10009070-010,2024,雲林縣,古坑鄉,永光村,927,2344,1171,1173,['10009070-010']
SAU_10009070-011,2020,雲林縣,古坑鄉,桂林村,430,1198,657,541,['10009070-011']
SAU_10009070-011,2021,雲林縣,古坑鄉,桂林村,427,1159,641,518,['10009070-011']
SAU_10009070-011,2022,雲林縣,古坑鄉,桂林村,426,1140,627,513,['10009070-011']
SAU_10009070-011,2023,雲林縣,古坑鄉,桂林村,423,1094,606,488,['10009070-011']
SAU_10009070-011,2024,雲林縣,古坑鄉,桂林村,416,1066,577,489,['10009070-011']
SAU_10009070-012,2020,雲林縣,古坑鄉,崁腳村,512,1305,687,618,['10009070-012']
SAU_10009070-012,2021,雲林縣,古坑鄉,崁腳村,505,1268,665,603,['10009070-012']
SAU_10009070-012,2022,雲林縣,古坑鄉,崁腳村,583,1352,674,678,['10009070-012']
SAU_10009070-012,2023,雲林縣,古坑鄉,崁腳村,593,1366,683,683,['10009070-012']
SAU_10009070-012,2024,雲林縣,古坑鄉,崁腳村,610,1373,670,703,['10009070-012']
SAU_10009070-013,2020,雲林縣,古坑鄉,樟湖村,196,465,273,192,['10009070-013']
SAU_10009070-013,2021,雲林縣,古坑鄉,樟湖村,196,462,264,198,['10009070-013']
SAU_10009070-013,2022,雲林縣,古坑鄉,樟湖村,199,475,269,206,['10009070-013']
SAU_10009070-013,2023,雲林縣,古坑鄉,樟湖村,194,447,257,190,['10009070-013']
SAU_10009070-013,2024,雲林縣,古坑鄉,樟湖村,192,443,244,199,['10009070-013']
SAU_10009070-014,2020,雲林縣,古坑鄉,草嶺村,267,609,364,245,['10009070-014']
SAU_10009070-014,2021,雲林縣,古坑鄉,草嶺村,265,585,354,231,['10009070-014']
SAU_10009070-014,2022,雲林縣,古坑鄉,草嶺村,261,578,349,229,['10009070-014']
SAU_10009070-014,2023,雲林縣,古坑鄉,草嶺村,260,556,336,220,['10009070-014']
SAU_10009070-014,2024,雲林縣,古坑鄉,草嶺村,258,544,332,212,['10009070-014']
SAU_10009070-015,2020,雲林縣,古坑鄉,永昌村,839,2378,1264,1114,['10009070-015']
SAU_10009070-015,2021,雲林縣,古坑鄉,永昌村,842,2337,1242,1095,['10009070-015']
SAU_10009070-015,2022,雲林縣,古坑鄉,永昌村,838,2274,1199,1075,['10009070-015']
SAU_10009070-015,2023,雲林縣,古坑鄉,永昌村,852,2283,1197,1086,['10009070-015']
SAU_10009070-015,2024,雲林縣,古坑鄉,永昌村,876,2250,1172,1078,['10009070-015']
SAU_10009070-016,2020,雲林縣,古坑鄉,麻園村,348,841,443,398,['10009070-016']
SAU_10009070-016,2021,雲林縣,古坑鄉,麻園村,350,828,436,392,['10009070-016']
SAU_10009070-016,2022,雲林縣,古坑鄉,麻園村,345,805,415,390,['10009070-016']
SAU_10009070-016,2023,雲林縣,古坑鄉,麻園村,350,809,424,385,['10009070-016']
SAU_10009070-016,2024,雲林縣,古坑鄉,麻園村,363,810,425,385,['10009070-016']
SAU_10009070-017,2020,雲林縣,古坑鄉,古坑村,971,2589,1352,1237,['10009070-017']
SAU_10009070-017,2021,雲林縣,古坑鄉,古坑村,970,2547,1319,1228,['10009070-017']
SAU_10009070-017,2022,雲林縣,古坑鄉,古坑村,976,2514,1294,1220,['10009070-017']
SAU_10009070-017,2023,雲林縣,古坑鄉,古坑村,1004,2522,1281,1241,['10009070-017']
SAU_10009070-017,2024,雲林縣,古坑鄉,古坑村,1021,2518,1294,1224,['10009070-017']
SAU_10009070-018,2020,雲林縣,古坑鄉,朝陽村,874,2395,1214,1181,['10009070-018']
SAU_10009070-018,2021,雲林縣,古坑鄉,朝陽村,875,2365,1198,1167,['10009070-018']
SAU_10009070-018,2022,雲林縣,古坑鄉,朝陽村,879,2329,1188,1141,['10009070-018']
SAU_10009070-018,2023,雲林縣,古坑鄉,朝陽村,887,2297,1164,1133,['10009070-018']
SAU_10009070-018,2024,雲林縣,古坑鄉,朝陽村,909,2284,1152,1132,['10009070-018']
SAU_10009070-019,2020,雲林縣,古坑鄉,西平村,665,1687,862,825,['10009070-019']
SAU_10009070-019,2021,雲林縣,古坑鄉,西平村,701,1768,900,868,['10009070-019']
SAU_10009070-019,2022,雲林縣,古坑鄉,西平村,729,1800,909,891,['10009070-019']
SAU_10009070-019,2023,雲林縣,古坑鄉,西平村,740,1794,894,900,['10009070-019']
SAU_10009070-019,2024,雲林縣,古坑鄉,西平村,759,1796,886,910,['10009070-019']
SAU_10009070-020,2020,雲林縣,古坑鄉,湳仔村,299,765,410,355,['10009070-020']
SAU_10009070-020,2021,雲林縣,古坑鄉,湳仔村,302,758,407,351,['10009070-020']
SAU_10009070-020,2022,雲林縣,古坑鄉,湳仔村,314,769,414,355,['10009070-020']
SAU_10009070-020,2023,雲林縣,古坑鄉,湳仔村,310,756,409,347,['10009070-020']
SAU_10009070-020,2024,雲林縣,古坑鄉,湳仔村,310,740,395,345,['10009070-020']
SAU_10009080-001,2020,雲林縣,大埤鄉,北和村,331,806,437,369,['10009080-001']
SAU_10009080-001,2021,雲林縣,大埤鄉,北和村,323,795,431,364,['10009080-001']
SAU_10009080-001,2022,雲林縣,大埤鄉,北和村,324,800,435,365,['10009080-001']
SAU_10009080-001,2023,雲林縣,大埤鄉,北和村,323,791,429,362,['10009080-001']
SAU_10009080-001,2024,雲林縣,大埤鄉,北和村,328,763,414,349,['10009080-001']
SAU_10009080-002,2020,雲林縣,大埤鄉,南和村,852,2480,1278,1202,['10009080-002']
SAU_10009080-002,2021,雲林縣,大埤鄉,南和村,864,2480,1270,1210,['10009080-002']
SAU_10009080-002,2022,雲林縣,大埤鄉,南和村,864,2432,1243,1189,['10009080-002']
SAU_10009080-002,2023,雲林縣,大埤鄉,南和村,867,2403,1216,1187,['10009080-002']
SAU_10009080-002,2024,雲林縣,大埤鄉,南和村,907,2448,1238,1210,['10009080-002']
SAU_10009080-003,2020,雲林縣,大埤鄉,大德村,391,1115,626,489,['10009080-003']
SAU_10009080-003,2021,雲林縣,大埤鄉,大德村,392,1096,612,484,['10009080-003']
SAU_10009080-003,2022,雲林縣,大埤鄉,大德村,384,1064,594,470,['10009080-003']
SAU_10009080-003,2023,雲林縣,大埤鄉,大德村,381,1034,583,451,['10009080-003']
SAU_10009080-003,2024,雲林縣,大埤鄉,大德村,383,1021,573,448,['10009080-003']
SAU_10009080-004,2020,雲林縣,大埤鄉,松竹村,361,1029,565,464,['10009080-004']
SAU_10009080-004,2021,雲林縣,大埤鄉,松竹村,359,1004,552,452,['10009080-004']
SAU_10009080-004,2022,雲林縣,大埤鄉,松竹村,355,983,538,445,['10009080-004']
SAU_10009080-004,2023,雲林縣,大埤鄉,松竹村,353,977,539,438,['10009080-004']
SAU_10009080-004,2024,雲林縣,大埤鄉,松竹村,363,957,538,419,['10009080-004']
SAU_10009080-005,2020,雲林縣,大埤鄉,尚義村,760,2154,1085,1069,['10009080-005']
SAU_10009080-005,2021,雲林縣,大埤鄉,尚義村,815,2207,1090,1117,['10009080-005']
SAU_10009080-005,2022,雲林縣,大埤鄉,尚義村,829,2223,1100,1123,['10009080-005']
SAU_10009080-005,2023,雲林縣,大埤鄉,尚義村,827,2197,1072,1125,['10009080-005']
SAU_10009080-005,2024,雲林縣,大埤鄉,尚義村,855,2202,1076,1126,['10009080-005']
SAU_10009080-006,2020,雲林縣,大埤鄉,嘉興村,698,2044,1061,983,['10009080-006']
SAU_10009080-006,2021,雲林縣,大埤鄉,嘉興村,708,2030,1046,984,['10009080-006']
SAU_10009080-006,2022,雲林縣,大埤鄉,嘉興村,696,1976,1029,947,['10009080-006']
SAU_10009080-006,2023,雲林縣,大埤鄉,嘉興村,702,1963,1019,944,['10009080-006']
SAU_10009080-006,2024,雲林縣,大埤鄉,嘉興村,709,1939,999,940,['10009080-006']
SAU_10009080-007,2020,雲林縣,大埤鄉,豐田村,654,1803,911,892,['10009080-007']
SAU_10009080-007,2021,雲林縣,大埤鄉,豐田村,651,1817,922,895,['10009080-007']
SAU_10009080-007,2022,雲林縣,大埤鄉,豐田村,658,1814,926,888,['10009080-007']
SAU_10009080-007,2023,雲林縣,大埤鄉,豐田村,656,1806,914,892,['10009080-007']
SAU_10009080-007,2024,雲林縣,大埤鄉,豐田村,665,1789,899,890,['10009080-007']
SAU_10009080-008,2020,雲林縣,大埤鄉,三結村,449,1335,741,594,['10009080-008']
SAU_10009080-008,2021,雲林縣,大埤鄉,三結村,451,1313,736,577,['10009080-008']
SAU_10009080-008,2022,雲林縣,大埤鄉,三結村,445,1299,724,575,['10009080-008']
SAU_10009080-008,2023,雲林縣,大埤鄉,三結村,440,1277,712,565,['10009080-008']
SAU_10009080-008,2024,雲林縣,大埤鄉,三結村,446,1230,684,546,['10009080-008']
SAU_10009080-009,2020,雲林縣,大埤鄉,吉田村,312,801,445,356,['10009080-009']
SAU_10009080-009,2021,雲林縣,大埤鄉,吉田村,310,784,431,353,['10009080-009']
SAU_10009080-009,2022,雲林縣,大埤鄉,吉田村,302,767,423,344,['10009080-009']
SAU_10009080-009,2023,雲林縣,大埤鄉,吉田村,298,750,414,336,['10009080-009']
SAU_10009080-009,2024,雲林縣,大埤鄉,吉田村,299,737,411,326,['10009080-009']
SAU_10009080-010,2020,雲林縣,大埤鄉,豐岡村,278,667,378,289,['10009080-010']
SAU_10009080-010,2021,雲林縣,大埤鄉,豐岡村,273,646,368,278,['10009080-010']
SAU_10009080-010,2022,雲林縣,大埤鄉,豐岡村,274,644,366,278,['10009080-010']
SAU_10009080-010,2023,雲林縣,大埤鄉,豐岡村,270,619,350,269,['10009080-010']
SAU_10009080-010,2024,雲林縣,大埤鄉,豐岡村,273,623,350,273,['10009080-010']
SAU_10009080-011,2020,雲林縣,大埤鄉,聯美村,403,1206,654,552,['10009080-011']
SAU_10009080-011,2021,雲林縣,大埤鄉,聯美村,398,1185,639,546,['10009080-011']
SAU_10009080-011,2022,雲林縣,大埤鄉,聯美村,392,1179,636,543,['10009080-011']
SAU_10009080-011,2023,雲林縣,大埤鄉,聯美村,394,1166,637,529,['10009080-011']
SAU_10009080-011,2024,雲林縣,大埤鄉,聯美村,393,1140,623,517,['10009080-011']
SAU_10009080-012,2020,雲林縣,大埤鄉,怡然村,319,847,459,388,['10009080-012']
SAU_10009080-012,2021,雲林縣,大埤鄉,怡然村,315,828,447,381,['10009080-012']
SAU_10009080-012,2022,雲林縣,大埤鄉,怡然村,310,809,443,366,['10009080-012']
SAU_10009080-012,2023,雲林縣,大埤鄉,怡然村,302,772,421,351,['10009080-012']
SAU_10009080-012,2024,雲林縣,大埤鄉,怡然村,307,771,424,347,['10009080-012']
SAU_10009080-013,2020,雲林縣,大埤鄉,北鎮村,266,765,407,358,['10009080-013']
SAU_10009080-013,2021,雲林縣,大埤鄉,北鎮村,265,759,403,356,['10009080-013']
SAU_10009080-013,2022,雲林縣,大埤鄉,北鎮村,262,762,406,356,['10009080-013']
SAU_10009080-013,2023,雲林縣,大埤鄉,北鎮村,263,735,394,341,['10009080-013']
SAU_10009080-013,2024,雲林縣,大埤鄉,北鎮村,265,740,393,347,['10009080-013']
SAU_10009080-014,2020,雲林縣,大埤鄉,興安村,278,769,407,362,['10009080-014']
SAU_10009080-014,2021,雲林縣,大埤鄉,興安村,277,743,390,353,['10009080-014']
SAU_10009080-014,2022,雲林縣,大埤鄉,興安村,278,728,387,341,['10009080-014']
SAU_10009080-014,2023,雲林縣,大埤鄉,興安村,279,711,376,335,['10009080-014']
SAU_10009080-014,2024,雲林縣,大埤鄉,興安村,291,714,372,342,['10009080-014']
SAU_10009080-015,2020,雲林縣,大埤鄉,西鎮村,301,783,453,330,['10009080-015']
SAU_10009080-015,2021,雲林縣,大埤鄉,西鎮村,297,764,439,325,['10009080-015']
SAU_10009080-015,2022,雲林縣,大埤鄉,西鎮村,290,751,430,321,['10009080-015']
SAU_10009080-015,2023,雲林縣,大埤鄉,西鎮村,288,728,416,312,['10009080-015']
SAU_10009080-015,2024,雲林縣,大埤鄉,西鎮村,296,720,419,301,['10009080-015']
SAU_10009090-001,2020,雲林縣,莿桐鄉,莿桐村,1782,4981,2563,2418,['10009090-001']
SAU_10009090-001,2021,雲林縣,莿桐鄉,莿桐村,1774,4910,2531,2379,['10009090-001']
SAU_10009090-001,2022,雲林縣,莿桐鄉,莿桐村,1798,4910,2521,2389,['10009090-001']
SAU_10009090-001,2023,雲林縣,莿桐鄉,莿桐村,1823,4931,2539,2392,['10009090-001']
SAU_10009090-001,2024,雲林縣,莿桐鄉,莿桐村,1911,5042,2585,2457,['10009090-001']
SAU_10009090-002,2020,雲林縣,莿桐鄉,甘厝村,319,992,516,476,['10009090-002']
SAU_10009090-002,2021,雲林縣,莿桐鄉,甘厝村,320,972,507,465,['10009090-002']
SAU_10009090-002,2022,雲林縣,莿桐鄉,甘厝村,314,952,498,454,['10009090-002']
SAU_10009090-002,2023,雲林縣,莿桐鄉,甘厝村,315,956,501,455,['10009090-002']
SAU_10009090-002,2024,雲林縣,莿桐鄉,甘厝村,318,965,504,461,['10009090-002']
SAU_10009090-003,2020,雲林縣,莿桐鄉,甘西村,571,1736,886,850,['10009090-003']
SAU_10009090-003,2021,雲林縣,莿桐鄉,甘西村,571,1706,871,835,['10009090-003']
SAU_10009090-003,2022,雲林縣,莿桐鄉,甘西村,567,1673,854,819,['10009090-003']
SAU_10009090-003,2023,雲林縣,莿桐鄉,甘西村,575,1663,850,813,['10009090-003']
SAU_10009090-003,2024,雲林縣,莿桐鄉,甘西村,590,1649,852,797,['10009090-003']
SAU_10009090-004,2020,雲林縣,莿桐鄉,興桐村,456,1314,684,630,['10009090-004']
SAU_10009090-004,2021,雲林縣,莿桐鄉,興桐村,451,1307,678,629,['10009090-004']
SAU_10009090-004,2022,雲林縣,莿桐鄉,興桐村,440,1268,651,617,['10009090-004']
SAU_10009090-004,2023,雲林縣,莿桐鄉,興桐村,437,1237,636,601,['10009090-004']
SAU_10009090-004,2024,雲林縣,莿桐鄉,興桐村,449,1212,620,592,['10009090-004']
SAU_10009090-005,2020,雲林縣,莿桐鄉,義和村,389,1226,646,580,['10009090-005']
SAU_10009090-005,2021,雲林縣,莿桐鄉,義和村,385,1202,634,568,['10009090-005']
SAU_10009090-005,2022,雲林縣,莿桐鄉,義和村,378,1180,622,558,['10009090-005']
SAU_10009090-005,2023,雲林縣,莿桐鄉,義和村,377,1155,610,545,['10009090-005']
SAU_10009090-005,2024,雲林縣,莿桐鄉,義和村,383,1149,601,548,['10009090-005']
SAU_10009090-006,2020,雲林縣,莿桐鄉,埔子村,785,2341,1227,1114,['10009090-006']
SAU_10009090-006,2021,雲林縣,莿桐鄉,埔子村,784,2316,1212,1104,['10009090-006']
SAU_10009090-006,2022,雲林縣,莿桐鄉,埔子村,788,2286,1183,1103,['10009090-006']
SAU_10009090-006,2023,雲林縣,莿桐鄉,埔子村,789,2296,1194,1102,['10009090-006']
SAU_10009090-006,2024,雲林縣,莿桐鄉,埔子村,823,2314,1192,1122,['10009090-006']
SAU_10009090-007,2020,雲林縣,莿桐鄉,大美村,1190,3566,1825,1741,['10009090-007']
SAU_10009090-007,2021,雲林縣,莿桐鄉,大美村,1200,3583,1854,1729,['10009090-007']
SAU_10009090-007,2022,雲林縣,莿桐鄉,大美村,1199,3522,1804,1718,['10009090-007']
SAU_10009090-007,2023,雲林縣,莿桐鄉,大美村,1215,3489,1779,1710,['10009090-007']
SAU_10009090-007,2024,雲林縣,莿桐鄉,大美村,1267,3515,1774,1741,['10009090-007']
SAU_10009090-008,2020,雲林縣,莿桐鄉,埔尾村,473,1440,755,685,['10009090-008']
SAU_10009090-008,2021,雲林縣,莿桐鄉,埔尾村,473,1416,745,671,['10009090-008']
SAU_10009090-008,2022,雲林縣,莿桐鄉,埔尾村,466,1373,719,654,['10009090-008']
SAU_10009090-008,2023,雲林縣,莿桐鄉,埔尾村,465,1346,698,648,['10009090-008']
SAU_10009090-008,2024,雲林縣,莿桐鄉,埔尾村,470,1340,702,638,['10009090-008']
SAU_10009090-009,2020,雲林縣,莿桐鄉,饒平村,459,1310,685,625,['10009090-009']
SAU_10009090-009,2021,雲林縣,莿桐鄉,饒平村,456,1310,690,620,['10009090-009']
SAU_10009090-009,2022,雲林縣,莿桐鄉,饒平村,457,1274,677,597,['10009090-009']
SAU_10009090-009,2023,雲林縣,莿桐鄉,饒平村,451,1260,668,592,['10009090-009']
SAU_10009090-009,2024,雲林縣,莿桐鄉,饒平村,464,1263,665,598,['10009090-009']
SAU_10009090-010,2020,雲林縣,莿桐鄉,興貴村,717,2207,1159,1048,['10009090-010']
SAU_10009090-010,2021,雲林縣,莿桐鄉,興貴村,703,2161,1124,1037,['10009090-010']
SAU_10009090-010,2022,雲林縣,莿桐鄉,興貴村,687,2111,1090,1021,['10009090-010']
SAU_10009090-010,2023,雲林縣,莿桐鄉,興貴村,685,2104,1079,1025,['10009090-010']
SAU_10009090-010,2024,雲林縣,莿桐鄉,興貴村,690,2079,1071,1008,['10009090-010']
SAU_10009090-011,2020,雲林縣,莿桐鄉,四合村,629,1951,1007,944,['10009090-011']
SAU_10009090-011,2021,雲林縣,莿桐鄉,四合村,635,1942,1005,937,['10009090-011']
SAU_10009090-011,2022,雲林縣,莿桐鄉,四合村,633,1921,992,929,['10009090-011']
SAU_10009090-011,2023,雲林縣,莿桐鄉,四合村,636,1903,979,924,['10009090-011']
SAU_10009090-011,2024,雲林縣,莿桐鄉,四合村,651,1909,983,926,['10009090-011']
SAU_10009090-012,2020,雲林縣,莿桐鄉,麻園村,584,1681,893,788,['10009090-012']
SAU_10009090-012,2021,雲林縣,莿桐鄉,麻園村,587,1647,879,768,['10009090-012']
SAU_10009090-012,2022,雲林縣,莿桐鄉,麻園村,582,1623,866,757,['10009090-012']
SAU_10009090-012,2023,雲林縣,莿桐鄉,麻園村,571,1592,861,731,['10009090-012']
SAU_10009090-012,2024,雲林縣,莿桐鄉,麻園村,587,1595,848,747,['10009090-012']
SAU_10009090-013,2020,雲林縣,莿桐鄉,五華村,476,1534,825,709,['10009090-013']
SAU_10009090-013,2021,雲林縣,莿桐鄉,五華村,475,1494,812,682,['10009090-013']
SAU_10009090-013,2022,雲林縣,莿桐鄉,五華村,477,1461,788,673,['10009090-013']
SAU_10009090-013,2023,雲林縣,莿桐鄉,五華村,479,1442,771,671,['10009090-013']
SAU_10009090-013,2024,雲林縣,莿桐鄉,五華村,479,1450,771,679,['10009090-013']
SAU_10009090-014,2020,雲林縣,莿桐鄉,六合村,643,2032,1092,940,['10009090-014']
SAU_10009090-014,2021,雲林縣,莿桐鄉,六合村,648,2004,1083,921,['10009090-014']
SAU_10009090-014,2022,雲林縣,莿桐鄉,六合村,651,2000,1076,924,['10009090-014']
SAU_10009090-014,2023,雲林縣,莿桐鄉,六合村,662,1993,1076,917,['10009090-014']
SAU_10009090-014,2024,雲林縣,莿桐鄉,六合村,678,1968,1066,902,['10009090-014']
SAU_10009100-001,2020,雲林縣,林內鄉,林南村,427,1158,594,564,['10009100-001']
SAU_10009100-001,2021,雲林縣,林內鄉,林南村,435,1150,591,559,['10009100-001']
SAU_10009100-001,2022,雲林縣,林內鄉,林南村,431,1126,573,553,['10009100-001']
SAU_10009100-001,2023,雲林縣,林內鄉,林南村,430,1156,601,555,['10009100-001']
SAU_10009100-001,2024,雲林縣,林內鄉,林南村,436,1173,618,555,['10009100-001']
SAU_10009100-002,2020,雲林縣,林內鄉,林中村,1509,4221,2127,2094,['10009100-002']
SAU_10009100-002,2021,雲林縣,林內鄉,林中村,1502,4171,2108,2063,['10009100-002']
SAU_10009100-002,2022,雲林縣,林內鄉,林中村,1521,4164,2117,2047,['10009100-002']
SAU_10009100-002,2023,雲林縣,林內鄉,林中村,1529,4035,2033,2002,['10009100-002']
SAU_10009100-002,2024,雲林縣,林內鄉,林中村,1570,4057,2054,2003,['10009100-002']
SAU_10009100-003,2020,雲林縣,林內鄉,林北村,835,2441,1281,1160,['10009100-003']
SAU_10009100-003,2021,雲林縣,林內鄉,林北村,844,2365,1239,1126,['10009100-003']
SAU_10009100-003,2022,雲林縣,林內鄉,林北村,845,2336,1227,1109,['10009100-003']
SAU_10009100-003,2023,雲林縣,林內鄉,林北村,838,2268,1192,1076,['10009100-003']
SAU_10009100-003,2024,雲林縣,林內鄉,林北村,846,2256,1182,1074,['10009100-003']
SAU_10009100-004,2020,雲林縣,林內鄉,坪頂村,205,551,298,253,['10009100-004']
SAU_10009100-004,2021,雲林縣,林內鄉,坪頂村,202,532,287,245,['10009100-004']
SAU_10009100-004,2022,雲林縣,林內鄉,坪頂村,206,527,280,247,['10009100-004']
SAU_10009100-004,2023,雲林縣,林內鄉,坪頂村,204,505,266,239,['10009100-004']
SAU_10009100-004,2024,雲林縣,林內鄉,坪頂村,201,489,260,229,['10009100-004']
SAU_10009100-005,2020,雲林縣,林內鄉,林茂村,316,910,498,412,['10009100-005']
SAU_10009100-005,2021,雲林縣,林內鄉,林茂村,324,889,492,397,['10009100-005']
SAU_10009100-005,2022,雲林縣,林內鄉,林茂村,330,879,488,391,['10009100-005']
SAU_10009100-005,2023,雲林縣,林內鄉,林茂村,340,886,490,396,['10009100-005']
SAU_10009100-005,2024,雲林縣,林內鄉,林茂村,349,887,480,407,['10009100-005']
SAU_10009100-006,2020,雲林縣,林內鄉,九芎村,960,2955,1565,1390,['10009100-006']
SAU_10009100-006,2021,雲林縣,林內鄉,九芎村,953,2892,1526,1366,['10009100-006']
SAU_10009100-006,2022,雲林縣,林內鄉,九芎村,950,2875,1516,1359,['10009100-006']
SAU_10009100-006,2023,雲林縣,林內鄉,九芎村,962,2853,1502,1351,['10009100-006']
SAU_10009100-006,2024,雲林縣,林內鄉,九芎村,1000,2860,1515,1345,['10009100-006']
SAU_10009100-007,2020,雲林縣,林內鄉,湖本村,238,691,378,313,['10009100-007']
SAU_10009100-007,2021,雲林縣,林內鄉,湖本村,247,702,379,323,['10009100-007']
SAU_10009100-007,2022,雲林縣,林內鄉,湖本村,247,684,373,311,['10009100-007']
SAU_10009100-007,2023,雲林縣,林內鄉,湖本村,247,676,373,303,['10009100-007']
SAU_10009100-007,2024,雲林縣,林內鄉,湖本村,253,681,373,308,['10009100-007']
SAU_10009100-008,2020,雲林縣,林內鄉,烏塗村,423,1275,685,590,['10009100-008']
SAU_10009100-008,2021,雲林縣,林內鄉,烏塗村,422,1249,674,575,['10009100-008']
SAU_10009100-008,2022,雲林縣,林內鄉,烏塗村,422,1209,652,557,['10009100-008']
SAU_10009100-008,2023,雲林縣,林內鄉,烏塗村,421,1191,638,553,['10009100-008']
SAU_10009100-008,2024,雲林縣,林內鄉,烏塗村,422,1165,629,536,['10009100-008']
SAU_10009100-009,2020,雲林縣,林內鄉,烏麻村,419,1139,614,525,['10009100-009']
SAU_10009100-009,2021,雲林縣,林內鄉,烏麻村,423,1126,603,523,['10009100-009']
SAU_10009100-009,2022,雲林縣,林內鄉,烏麻村,418,1105,589,516,['10009100-009']
SAU_10009100-009,2023,雲林縣,林內鄉,烏麻村,414,1077,580,497,['10009100-009']
SAU_10009100-009,2024,雲林縣,林內鄉,烏麻村,415,1057,561,496,['10009100-009']
SAU_10009100-010,2020,雲林縣,林內鄉,重興村,683,2093,1084,1009,['10009100-010']
