COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
65000,新北市,65000010,板橋區,65000010-001,留侯里,90.91,2.41,26076.3,47.34,20.69,26.64,128.76,110Y12M
65000,新北市,65000010,板橋區,65000010-002,流芳里,85.45,2.34,33173.23,54.44,23.93,30.51,127.51,110Y12M
65000,新北市,65000010,板橋區,65000010-003,赤松里,89.74,2.15,63875.7,49.93,23.73,26.19,110.37,110Y12M
65000,新北市,65000010,板橋區,65000010-004,黃石里,91.99,2.45,12960.61,59.56,30.33,29.22,96.34,110Y12M
65000,新北市,65000010,板橋區,65000010-005,挹秀里,94.55,2.3,16200.25,56.54,25.2,31.34,124.37,110Y12M
65000,新北市,65000010,板橋區,65000010-006,湳興里,91.86,2.33,28040.97,41.56,16.29,25.28,155.21,110Y12M
65000,新北市,65000010,板橋區,65000010-007,新興里,90.75,2.08,35626.59,39.83,13.26,26.57,200.32,110Y12M
65000,新北市,65000010,板橋區,65000010-008,社後里,131.98,1.74,57065.71,38.09,9.23,28.86,312.69,110Y12M
65000,新北市,65000010,板橋區,65000010-009,香社里,97.66,2.54,16876.36,37.25,14.45,22.79,157.71,110Y12M
65000,新北市,65000010,板橋區,65000010-010,中正里,93.52,2.33,6999.99,37.54,18.6,18.94,101.87,110Y12M
65000,新北市,65000010,板橋區,65000010-011,自強里,95.74,2.51,62202.45,59.4,20.44,38.97,190.68,110Y12M
65000,新北市,65000010,板橋區,65000010-012,自立里,92.15,2.5,55767.18,44.11,14.06,30.05,213.7,110Y12M
65000,新北市,65000010,板橋區,65000010-013,光華里,95,2.39,46676.73,44.11,15.27,28.83,188.77,110Y12M
65000,新北市,65000010,板橋區,65000010-014,國光里,91.91,2.39,81426.06,43.02,10.98,32.04,291.9,110Y12M
65000,新北市,65000010,板橋區,65000010-015,港尾里,93.11,2.65,71842.1,41.26,18.88,22.38,118.58,110Y12M
65000,新北市,65000010,板橋區,65000010-016,金華里,93.81,2.7,59933.26,46.68,18.84,27.84,147.78,110Y12M
65000,新北市,65000010,板橋區,65000010-017,港德里,95.97,2.48,71168.43,47.02,16.03,30.99,193.27,110Y12M
65000,新北市,65000010,板橋區,65000010-018,民權里,93.53,2.44,59308.62,51.45,15.94,35.52,222.86,110Y12M
65000,新北市,65000010,板橋區,65000010-019,建國里,91.3,2.49,54066.36,45.27,16.15,29.12,180.3,110Y12M
65000,新北市,65000010,板橋區,65000010-020,漢生里,93.21,2.56,38669.19,61.36,26.33,35.02,133,110Y12M
65000,新北市,65000010,板橋區,65000010-021,公■里,97.76,2.62,51483.94,46.62,20.24,26.38,130.29,110Y12M
65000,新北市,65000010,板橋區,65000010-022,新民里,95.04,2.61,14809.41,56.29,27.33,28.96,105.94,110Y12M
65000,新北市,65000010,板橋區,65000010-023,幸福里,95.17,2.59,37614.41,42.09,16,26.09,163.04,110Y12M
65000,新北市,65000010,板橋區,65000010-024,忠誠里,91.29,2.48,34046.08,53.12,23.06,30.06,130.38,110Y12M
65000,新北市,65000010,板橋區,65000010-025,百壽里,86.13,2.42,55787.54,56.64,30.17,26.47,87.74,110Y12M
65000,新北市,65000010,板橋區,65000010-026,介壽里,90.88,2.5,39560.52,57.84,27.07,30.77,113.66,110Y12M
65000,新北市,65000010,板橋區,65000010-027,新埔里,94.45,2.37,34534.88,44.67,13.63,31.04,227.78,110Y12M
65000,新北市,65000010,板橋區,65000010-028,華江里,86.38,2.41,65600.51,48.7,28.73,19.97,69.53,110Y12M
65000,新北市,65000010,板橋區,65000010-029,江翠里,97.42,2.46,37962.88,39.21,14.77,24.44,165.46,110Y12M
65000,新北市,65000010,板橋區,65000010-030,純翠里,90.72,2.59,51294.85,40.86,16.47,24.39,148.07,110Y12M
65000,新北市,65000010,板橋區,65000010-031,溪頭里,94.35,2.24,9227.9,36.72,16.59,20.13,121.34,110Y12M
65000,新北市,65000010,板橋區,65000010-032,聯翠里,88.24,2.24,56557.06,35.97,12.09,23.88,197.6,110Y12M
65000,新北市,65000010,板橋區,65000010-033,宏翠里,88.23,2.19,12417.62,35.21,16.2,19.01,117.34,110Y12M
65000,新北市,65000010,板橋區,65000010-034,仁翠里,95.98,2.6,70459.44,46.19,14.58,31.61,216.72,110Y12M
65000,新北市,65000010,板橋區,65000010-035,新翠里,90.33,2.53,66146.09,37.31,16.34,20.97,128.31,110Y12M
65000,新北市,65000010,板橋區,65000010-036,吉翠里,93.95,2.72,69182.62,43.72,18.05,25.67,142.24,110Y12M
65000,新北市,65000010,板橋區,65000010-037,德翠里,95.84,2.71,55917.42,33.53,17.18,16.35,95.16,110Y12M
65000,新北市,65000010,板橋區,65000010-038,滿翠里,92.44,2.59,51059.6,44.61,14.31,30.3,211.67,110Y12M
65000,新北市,65000010,板橋區,65000010-039,明翠里,94.9,2.43,47189.68,43.29,13.78,29.51,214.16,110Y12M
65000,新北市,65000010,板橋區,65000010-040,松翠里,91.43,2.39,48017.88,41.95,13.8,28.15,203.94,110Y12M
65000,新北市,65000010,板橋區,65000010-041,柏翠里,91.44,2.21,6306.39,39.01,16.73,22.29,133.22,110Y12M
65000,新北市,65000010,板橋區,65000010-042,龍翠里,95.89,2.5,50440.59,37.33,13.92,23.41,168.24,110Y12M
65000,新北市,65000010,板橋區,65000010-043,華翠里,94.54,2.62,40937.67,46.38,19.76,26.63,134.77,110Y12M
65000,新北市,65000010,板橋區,65000010-044,忠翠里,87.24,2.41,45851.98,37.85,19.67,18.18,92.46,110Y12M
65000,新北市,65000010,板橋區,65000010-045,嵐翠里,101.57,2.53,53908.06,42.4,14.74,27.66,187.75,110Y12M
65000,新北市,65000010,板橋區,65000010-046,文翠里,96.37,2.56,45602.12,41.93,14.42,27.51,190.77,110Y12M
65000,新北市,65000010,板橋區,65000010-047,青翠里,101.82,2.49,51662.62,41.64,14.37,27.27,189.8,110Y12M
65000,新北市,65000010,板橋區,65000010-048,懷翠里,97.86,2.74,24731.72,36.36,14.18,22.19,156.52,110Y12M
65000,新北市,65000010,板橋區,65000010-049,福翠里,99.57,2.41,8424.39,44.48,14.17,30.31,213.97,110Y12M
65000,新北市,65000010,板橋區,65000010-050,港嘴里,95.5,2.52,34624.82,36.1,12.91,23.2,179.76,110Y12M
65000,新北市,65000010,板橋區,65000010-051,振興里,94.75,2.6,35595.81,38.33,11.37,26.95,236.94,110Y12M
65000,新北市,65000010,板橋區,65000010-052,振義里,96.51,2.55,14248.16,37.14,12.23,24.91,203.72,110Y12M
65000,新北市,65000010,板橋區,65000010-053,光復里,103.04,2.49,8763.57,37.44,14.34,23.1,161.13,110Y12M
65000,新北市,65000010,板橋區,65000010-054,埔墘里,89.93,2.42,49038.86,35.25,12.41,22.84,183.97,110Y12M
65000,新北市,65000010,板橋區,65000010-055,長壽里,96.54,2.68,31096.48,47.14,16.48,30.66,186.1,110Y12M
65000,新北市,65000010,板橋區,65000010-056,福壽里,94.91,2.52,29282.97,35.56,12.15,23.4,192.54,110Y12M
65000,新北市,65000010,板橋區,65000010-057,海山里,89.76,2.91,68428.37,50.44,28.86,21.59,74.81,110Y12M
65000,新北市,65000010,板橋區,65000010-058,九如里,96.14,2.65,41602.53,42.39,16.77,25.62,152.74,110Y12M
65000,新北市,65000010,板橋區,65000010-059,玉光里,89.14,2.51,47913.75,43.72,22.69,21.03,92.7,110Y12M
65000,新北市,65000010,板橋區,65000010-060,光仁里,97.72,2.86,24864.54,49.24,21.58,27.66,128.17,110Y12M
65000,新北市,65000010,板橋區,65000010-061,埤墘里,89.47,2.6,68186.35,49.94,27.88,22.06,79.1,110Y12M
65000,新北市,65000010,板橋區,65000010-062,永安里,93.68,2.62,58528.76,47.57,23.65,23.92,101.14,110Y12M
65000,新北市,65000010,板橋區,65000010-063,雙玉里,93.08,2.74,45758.73,44.65,22.15,22.51,101.64,110Y12M
65000,新北市,65000010,板橋區,65000010-064,廣新里,95.77,2.88,50526.83,49.94,23.37,26.57,113.69,110Y12M
65000,新北市,65000010,板橋區,65000010-065,深丘里,92.67,2.47,26850.93,53.41,31.37,22.04,70.25,110Y12M
65000,新北市,65000010,板橋區,65000010-066,香丘里,90.83,2.61,42961.56,53.59,28.98,24.61,84.91,110Y12M
65000,新北市,65000010,板橋區,65000010-067,西安里,93.74,2.63,35940.75,49.92,22.57,27.35,121.23,110Y12M
65000,新北市,65000010,板橋區,65000010-068,東丘里,94.94,2.81,41220.49,48.34,20.88,27.47,131.57,110Y12M
65000,新北市,65000010,板橋區,65000010-069,長安里,94.26,2.81,43802.83,49.11,28.53,20.58,72.13,110Y12M
65000,新北市,65000010,板橋區,65000010-070,福丘里,84.65,2.25,20196.23,49.75,25.75,24,93.17,110Y12M
65000,新北市,65000010,板橋區,65000010-071,福祿里,89.37,2.5,44208.23,46.49,21.26,25.23,118.67,110Y12M
65000,新北市,65000010,板橋區,65000010-072,民族里,92.35,2.75,54076.54,60.2,36.88,23.32,63.24,110Y12M
65000,新北市,65000010,板橋區,65000010-073,國泰里,90.83,2.57,38932.19,45.78,20.33,25.45,125.19,110Y12M
65000,新北市,65000010,板橋區,65000010-074,福德里,98.71,2.6,35603.41,44.42,16.38,28.03,171.13,110Y12M
65000,新北市,65000010,板橋區,65000010-075,景星里,93.33,2.21,41231.07,40.75,14.33,26.42,184.33,110Y12M
65000,新北市,65000010,板橋區,65000010-076,福星里,90.01,2.6,26660.37,43.58,15.71,27.87,177.38,110Y12M
65000,新北市,65000010,板橋區,65000010-077,鄉雲里,89.66,2.28,17643.63,40.4,14.28,26.12,182.99,110Y12M
65000,新北市,65000010,板橋區,65000010-078,廣德里,95.85,2.64,46843.89,42.58,18.22,24.36,133.71,110Y12M
65000,新北市,65000010,板橋區,65000010-079,大豐里,93.35,2.6,49450.66,45.53,15.89,29.64,186.58,110Y12M
65000,新北市,65000010,板橋區,65000010-080,重慶里,93.14,2.67,36665.51,39.07,17.88,21.2,118.57,110Y12M
65000,新北市,65000010,板橋區,65000010-081,仁愛里,97.42,2.63,34583.7,45.99,14.89,31.11,208.97,110Y12M
65000,新北市,65000010,板橋區,65000010-082,和平里,87.01,2.48,60291.41,41.45,27.47,13.98,50.89,110Y12M
65000,新北市,65000010,板橋區,65000010-083,廣福里,97.08,2.62,16194.83,37.65,17.05,20.6,120.78,110Y12M
65000,新北市,65000010,板橋區,65000010-084,華興里,92.31,2.49,61711.63,37.78,13.3,24.48,184.07,110Y12M
65000,新北市,65000010,板橋區,65000010-085,華貴里,93.75,2.59,36431.4,45.09,15.63,29.46,188.45,110Y12M
65000,新北市,65000010,板橋區,65000010-086,華德里,91.53,2.39,26826.61,39.08,16.59,22.49,135.55,110Y12M
65000,新北市,65000010,板橋區,65000010-087,華東里,93.44,2.24,15593.12,38.11,14.87,23.24,156.28,110Y12M
65000,新北市,65000010,板橋區,65000010-088,信義里,96.03,2.51,51334.73,43.53,16.01,27.53,171.98,110Y12M
