COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,й╩дёи╥,дс╢q,дHдf▒Kл╫,з▀╛iдё,з▀еодё,з▀ж╤дё,ж╤д╞л№╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,110.79,2.61,95.81,50.3,13.02,37.28,286.36,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,118.44,2.69,495.42,36.08,12.26,23.82,194.34,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,115.73,2.27,339.17,32.15,9.33,22.82,244.57,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,109.01,2.55,451.57,29.51,11.17,18.34,164.25,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,128.95,2.5,97.41,53.02,13.07,39.95,305.77,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,120.93,2.94,176.01,51.6,15.07,36.52,242.35,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,119.24,2.74,1098.61,44.83,15.5,29.33,189.19,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,115.16,2.44,311.61,33.38,10.38,23.,221.62,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,118.51,2.84,447.63,35.31,12.55,22.76,181.33,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,118.51,2.25,202.13,36.44,9.95,26.48,266.13,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,134.19,2.17,151.,35.09,10.09,25.,247.71,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,121.15,2.23,22.88,36.9,2.98,33.93,1140.,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,112.4,2.56,74.92,32.37,11.59,20.77,179.17,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,101.49,2.76,279.29,45.73,15.14,30.59,202.14,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,127.58,2.37,262.14,41.11,10.54,30.57,290.16,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-012,╕U╝wз°,127.24,2.6,304.88,35.45,9.9,25.54,258.,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-006,╕q╝wз°,117.62,2.51,588.14,44.77,15.95,28.83,180.79,"105Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-004,┬∙╜хз°,129.9,2.59,287.75,50.,13.68,36.32,265.57,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-007,д╙енз°,188.,2.48,.39,41.18,9.8,31.37,320.,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-008,е|йuз°,112.29,3.42,11.02,43.97,30.46,13.51,44.34,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-003,кQ├╣з°,123.82,3.35,21.71,33.59,23.91,9.69,40.52,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-009,лnдsз°,114.71,3.3,8.76,40.,30.73,9.27,30.16,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-010,нZжwз°,119.63,3.26,4.03,31.28,20.67,10.61,51.35,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-005,н^дhз°,120.32,2.73,5.2,36.88,23.59,13.29,56.34,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-002,▒[░ёз°,119.82,3.42,27.38,31.27,21.91,9.36,42.74,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-001,┤H╖╦з°,110.67,3.21,9.68,43.49,28.06,15.43,55.,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-004,┤_┐│з°,136.09,2.88,9.61,42.08,19.,23.08,121.43,"105Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-006,╝╓дЇз°,124.15,3.11,11.59,35.67,22.51,13.16,58.44,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-002,дG╡▓з°,98.74,2.74,3807.83,33.48,13.11,20.38,155.45,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-001,дT┐│з°,113.69,2.68,847.22,32.88,11.86,21.02,177.23,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-004,дWе|з°,104.34,2.37,2506.75,33.1,7.34,25.76,351.04,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-009,дjжNз°,105.99,2.83,1010.7,31.69,15.1,16.59,109.81,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-005,дд┐│з°,103.73,2.53,1045.15,28.82,9.52,19.3,202.75,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-008,дн╡▓з°,108.73,2.69,2554.37,30.98,12.59,18.39,146.,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-006,е|╡▓з°,102.69,2.34,4253.82,33.07,9.76,23.31,238.69,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-014,жи┐│з°,105.11,2.84,839.57,35.33,17.23,18.1,105.,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-013,зQ┐Aз°,103.64,2.79,1009.35,30.84,10.62,20.22,190.32,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-011,з╡л┬з°,113.97,2.74,640.7,35.65,12.49,23.16,185.44,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-010,иєйMз°,106.35,2.65,980.06,29.94,13.6,16.34,120.1,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-015,йu╖sз°,110.43,2.84,790.54,30.38,11.6,18.78,161.94,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-007,║╓┐│з°,112.15,2.62,1077.21,31.9,11.98,19.92,166.3,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-012,└A▓│з°,111.79,2.81,253.14,38.82,12.02,26.81,223.08,"105Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-003,┬эжwз°,111.49,2.81,1040.23,29.19,11.99,17.19,143.33,"105Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-012,дK─_з°,116.38,3.03,464.73,34.88,14.19,20.69,145.79,"105Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-004,дTй_з°,113.63,3.05,414.36,34.09,14.47,19.62,135.65,"105Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-013,дYдsз°,109.03,2.93,852.23,34.,11.91,22.08,185.42,"105Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-024,дj╢iз°,132.,2.75,72.93,47.07,15.53,31.54,203.06,"105Y12M"
10002,йy─ї┐д,10002080,еVдs╢m,10002080-005,дj┐│з°,116.26,2.98,525.43,35.96,12.55,23.42,186.6,"105Y12M"
