COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,й╩дёи╥,дс╢q,дHдf▒Kл╫,з▀╛iдё,з▀еодё,з▀ж╤дё,ж╤д╞л№╝╞,╕ъо╞о╔╢б
10002,йy─ї┐д,10002100,дTмP╢m,10002100-005,дHйMз°,103.73,2.52,92.61,52.01,11.76,40.25,342.11,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-017,дjмwз°,121.38,2.63,494.06,36.12,10.67,25.44,238.41,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-015,дj╕qз°,110.57,2.26,357.86,33.62,9.91,23.71,239.22,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-010,дj┴Їз°,105.88,2.55,454.29,30.89,11.03,19.86,180.1,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-002,д╤дsз°,126.46,2.41,93.09,55.61,12.57,43.05,342.55,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-003,д╤║╓з°,120.16,2.97,173.12,50.99,13.64,37.34,273.68,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-008,дым▄з°,122.1,2.61,1075.14,44.38,13.8,30.58,221.65,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-011,жц░╖з°,115.43,2.42,324.7,32.84,9.38,23.46,250.,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-018,з└╣╒з°,120.78,2.65,441.25,34.06,9.84,24.22,246.15,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-016,й|кZз°,124.21,2.24,202.63,36.98,9.81,27.17,277.05,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-009,л¤╖╙з°,130.31,2.1,147.07,33.3,7.69,25.61,332.93,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-001,н√дsз°,139.13,2.16,21.89,40.13,2.55,37.58,1475.,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-013,╢QкLз°,107.78,2.46,76.7,30.47,9.07,21.4,235.9,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-007,╢░╝yз°,100.46,2.58,268.3,46.49,12.44,34.05,273.64,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-014,╕U┤Iз°,125.56,2.26,257.64,40.14,8.2,31.94,389.36,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-012,╕U╝wз°,126.82,2.46,305.36,37.,10.,27.,270.,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-006,╕q╝wз°,126.14,2.44,597.61,44.05,14.99,29.06,193.79,"107Y12M"
10002,йy─ї┐д,10002100,дTмP╢m,10002100-004,┬∙╜хз°,127.27,2.54,279.56,48.74,11.67,37.07,317.65,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-007,д╙енз°,194.74,2.07,.31,43.59,2.56,41.03,1600.,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-008,е|йuз°,105.17,3.42,11.35,40.79,27.56,13.23,48.02,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-003,кQ├╣з°,124.27,3.27,21.59,30.17,19.3,10.87,56.35,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-009,лnдsз°,108.9,3.44,9.31,41.42,32.3,9.12,28.23,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-010,нZжwз°,119.66,3.72,4.41,33.85,25.,8.85,35.42,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-005,н^дhз°,116.49,2.82,5.3,35.05,21.54,13.5,62.69,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-002,▒[░ёз°,116.94,3.53,29.26,29.32,20.68,8.63,41.73,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-001,┤H╖╦з°,111.65,3.11,9.69,37.99,23.65,14.34,60.62,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-004,┤_┐│з°,129.46,2.77,9.06,40.95,12.86,28.1,218.52,"107Y12M"
10002,йy─ї┐д,10002110,дjжP╢m,10002110-006,╝╓дЇз°,114.72,3.12,12.39,35.89,22.19,13.7,61.73,"107Y12M"
10002,йy─ї┐д,10002090,дн╡▓╢m,10002090-002,дG╡▓з°,94.56,2.56,3641.04,31.22,9.21,22.01,239.13,"107Y12M"
