COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,й╩дёи╥,дс╢q,дHдf▒Kл╫,з▀╛iдё,з▀еодё,з▀ж╤дё,ж╤д╞л№╝╞,╕ъо╞о╔╢б
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,92.78,2.47,40774.3,31.69,17.37,14.32,82.43,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,89.04,2.48,34260.63,37.63,19.39,18.25,94.12,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,95.41,2.66,25164.66,45.39,23.72,21.67,91.37,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,95.16,2.74,12370.38,43.89,24.65,19.24,78.04,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,97.76,2.49,15966.5,40.9,20.56,20.33,98.89,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,94.7,2.5,35381.02,29.83,15.76,14.07,89.29,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,92.84,2.29,38872.09,31.7,14.9,16.8,112.76,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,126.4,1.97,53425.25,23.76,10.49,13.27,126.53,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,99.39,2.93,20129.29,29.39,16.75,12.64,75.46,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,99.78,2.87,6039.29,28.45,17.15,11.3,65.91,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,97.54,2.68,63850.45,34.07,15.13,18.94,125.16,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,94.81,2.74,67395.06,32.51,16.37,16.14,98.65,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,99.24,2.6,51437.35,33.04,16.22,16.82,103.7,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,97.84,2.52,71079.8,32.21,13.07,19.14,146.41,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-015,┤фз└и╜,89.48,2.83,69696.29,28.71,19.03,9.68,50.87,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-016,кў╡╪и╜,96.04,2.91,78901.47,29.2,16.53,12.67,76.65,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-017,┤ф╝wи╜,97.33,2.7,71801.71,30.9,16.41,14.49,88.27,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-018,е┴┼vи╜,99.29,2.59,50166.2,38.91,15.92,22.99,144.38,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-019,л╪░ъи╜,95.56,2.71,66552.07,31.18,15.09,16.08,106.58,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-020,║~е═и╜,95.36,2.7,43199.87,38.58,21.16,17.43,82.36,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-021,д╜БFи╜,97.29,2.86,53022.11,38.27,21.48,16.79,78.17,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-022,╖sе┴и╜,96.43,2.73,16109.18,38.13,22.7,15.43,67.98,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-023,йп║╓и╜,98.85,2.83,40296.12,33.8,18.59,15.21,81.8,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-024,й╛╕█и╜,95.08,2.56,35411.76,38.94,18.35,20.58,112.14,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-025,ж╩╣╪и╜,92.85,2.73,43745.57,40.15,22.08,18.07,81.86,"102Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-026,д╢╣╪и╜,92.55,2.74,41819.63,35.92,19.82,16.1,81.26,"102Y12M"
