COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,й╩дёи╥,дс╢q,дHдf▒Kл╫,з▀╛iдё,з▀еодё,з▀ж╤дё,ж╤д╞л№╝╞,╕ъо╞о╔╢б
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,94.05,2.53,41089.25,33.44,19.43,14.,72.06,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,89.34,2.48,34522.67,37.72,19.86,17.86,89.91,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,98.59,2.68,25046.52,46.21,25.34,20.86,82.31,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,96.52,2.77,12865.59,43.06,24.78,18.28,73.78,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,94.71,2.53,16456.59,40.84,21.12,19.72,93.38,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,95.53,2.53,35160.16,29.78,16.12,13.65,84.69,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,93.49,2.31,38471.23,31.26,15.01,16.26,108.33,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,125.71,2.,53044.94,22.91,10.73,12.18,113.56,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,100.7,2.91,20181.85,28.14,16.66,11.48,68.95,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,101.74,2.9,6182.55,27.61,17.15,10.46,60.97,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,97.89,2.68,63499.49,30.76,13.97,16.79,120.17,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,95.58,2.78,67484.8,31.87,16.97,14.91,87.86,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,99.93,2.63,51544.55,31.74,16.07,15.66,97.44,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,98.19,2.53,71169.89,32.37,13.37,19.,142.11,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-015,┤фз└и╜,90.28,2.82,67851.52,26.78,18.41,8.36,45.43,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-016,кў╡╪и╜,97.42,2.91,78103.54,27.51,15.6,11.91,76.31,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-017,┤ф╝wи╜,97.12,2.73,72218.52,28.63,15.49,13.14,84.82,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-018,е┴┼vи╜,97.71,2.63,51082.56,37.41,16.19,21.22,131.04,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-019,л╪░ъи╜,97.66,2.72,67472.31,30.8,15.45,15.35,99.35,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-020,║~е═и╜,95.45,2.73,43630.4,36.55,20.56,16.,77.82,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-021,д╜БFи╜,97.,2.86,52921.5,38.47,22.31,16.16,72.42,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-022,╖sе┴и╜,96.16,2.73,16159.63,37.57,23.45,14.12,60.2,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-023,йп║╓и╜,100.37,2.87,40885.,33.48,19.22,14.25,74.13,"101Y12M"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-024,й╛╕█и╜,94.5,2.57,34885.47,37.87,16.84,21.03,124.9,"101Y12M"
