COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
65000,新北市,65000010,板橋區,65000010-001,留侯里,90.71,2.31,26139.1,58.07984785,23.76425853,34.31558932,144.3999994,"113Y12M"
65000,新北市,65000010,板橋區,65000010-002,流芳里,81.16,2.3,32814.25,60.83608354,24.42244222,36.41364132,149.0990984,"113Y12M"
65000,新北市,65000010,板橋區,65000010-003,赤松里,84.8,2.09,67451.32,52.15577183,24.20027813,27.9554937,115.5172407,"113Y12M"
65000,新北市,65000010,板橋區,65000010-004,黃石里,88.48,2.38,13271.16,64.59627321,34.16149064,30.43478257,89.09090877,"113Y12M"
65000,新北市,65000010,板橋區,65000010-005,挹秀里,94.65,2.28,15903.17,67.41963504,27.45438747,39.96524758,145.5696198,"113Y12M"
65000,新北市,65000010,板橋區,65000010-006,湳興里,91.97,2.19,28680.82,43.8235294,15.88235294,27.94117646,175.9259256,"113Y12M"
65000,新北市,65000010,板橋區,65000010-007,新興里,85.75,1.97,36528.53,41.37931033,12.74179983,28.6375105,224.7524745,"113Y12M"
65000,新北市,65000010,板橋區,65000010-008,社後里,131.42,1.67,57940.54,44.6563774,8.896330808,35.76004659,401.9639928,"113Y12M"
65000,新北市,65000010,板橋區,65000010-009,香社里,96.47,2.43,16483.88,41.87380496,14.11727214,27.75653281,196.613995,"113Y12M"
65000,新北市,65000010,板橋區,65000010-010,中正里,93.48,2.08,9623.65,37.96890841,19.21257181,18.7563366,97.62532973,"113Y12M"
65000,新北市,65000010,板橋區,65000010-011,自強里,95.29,2.38,60211.95,67.14380823,18.70838881,48.43541942,258.8967967,"113Y12M"
65000,新北市,65000010,板橋區,65000010-012,自立里,89.99,2.42,54678.52,50.88987761,13.73748609,37.15239153,270.445343,"113Y12M"
65000,新北市,65000010,板橋區,65000010-013,光華里,96.78,2.29,44541.65,50.0584795,14.26900584,35.78947366,250.8196711,"113Y12M"
65000,新北市,65000010,板橋區,65000010-014,國光里,94.17,2.3,79863.56,47.7605863,10.13843648,37.62214982,371.0843359,"113Y12M"
65000,新北市,65000010,板橋區,65000010-015,港尾里,92.38,2.52,70914.46,46.39435197,18.40645486,27.98789711,152.0547941,"113Y12M"
65000,新北市,65000010,板橋區,65000010-016,金華里,94.45,2.51,55631.78,51.06725733,15.94844945,35.11880788,220.2020196,"113Y12M"
65000,新北市,65000010,板橋區,65000010-017,港德里,96.16,2.37,68631.39,50.31055899,14.90683229,35.4037267,237.4999995,"113Y12M"
65000,新北市,65000010,板橋區,65000010-018,民權里,90.88,2.4,60668.15,62.3136553,22.0632081,40.2504472,182.4324319,"113Y12M"
65000,新北市,65000010,板橋區,65000010-019,建國里,90.81,2.37,50104.83,47.36607141,14.50892856,32.85714284,226.4615378,"113Y12M"
65000,新北市,65000010,板橋區,65000010-020,漢生里,90.52,2.48,41654.74,68.90177598,29.1409931,39.76078288,136.4427859,"113Y12M"
65000,新北市,65000010,板橋區,65000010-021,公?里,97.63,2.52,50861.47,55.90457254,23.3001988,32.60437374,139.9317404,"113Y12M"
65000,新北市,65000010,板橋區,65000010-022,新民里,92.96,2.57,14721.01,65.78171089,30.97345132,34.80825957,112.3809522,"113Y12M"
65000,新北市,65000010,板橋區,65000010-023,幸福里,94.62,2.42,36325.37,44.98346195,14.03895626,30.94450569,220.4188476,"113Y12M"
65000,新北市,65000010,板橋區,65000010-024,忠誠里,89.11,2.43,34664.25,60.82062452,26.18010166,34.64052286,132.3162273,"113Y12M"
65000,新北市,65000010,板橋區,65000010-025,百壽里,81.95,2.34,56325.78,60.32752242,30.26941361,30.05810881,99.30191955,"113Y12M"
65000,新北市,65000010,板橋區,65000010-026,介壽里,93.58,2.41,41389.4,60.31594061,29.29631401,31.0196266,105.8823528,"113Y12M"
65000,新北市,65000010,板橋區,65000010-027,新埔里,94.84,2.25,32908.21,49.7010463,11.36023915,38.34080715,337.4999978,"113Y12M"
65000,新北市,65000010,板橋區,65000010-028,華江里,84.06,2.26,67048.22,53.16479756,28.26458848,24.90020908,88.09683921,"113Y12M"
65000,新北市,65000010,板橋區,65000010-029,江翠里,94.51,2.32,38465.41,44.28961747,14.97267759,29.31693988,195.8029194,"113Y12M"
65000,新北市,65000010,板橋區,65000010-030,純翠里,90.25,2.38,52838.35,43.28320801,15.26315789,28.02005012,183.5796385,"113Y12M"
65000,新北市,65000010,板橋區,65000010-031,溪頭里,91.87,1.98,13377.34,35.81935483,17.56129032,18.25806451,103.9676708,"113Y12M"
65000,新北市,65000010,板橋區,65000010-032,聯翠里,86.68,2.14,55862.78,38.26606875,10.98654708,27.27952166,248.2993189,"113Y12M"
65000,新北市,65000010,板橋區,65000010-033,宏翠里,88.76,2.04,13451.87,34.78939157,13.66168932,21.12770225,154.6492657,"113Y12M"
65000,新北市,65000010,板橋區,65000010-034,仁翠里,96.25,2.49,68010.65,52.08105145,14.34830229,37.73274916,262.9770982,"113Y12M"
65000,新北市,65000010,板橋區,65000010-035,新翠里,89.42,2.41,65134.96,42.31304347,15.39130435,26.92173913,174.915254,"113Y12M"
65000,新北市,65000010,板橋區,65000010-036,吉翠里,94.48,2.55,65944.71,46.28890661,16.00159616,30.28731044,189.2768075,"113Y12M"
65000,新北市,65000010,板橋區,65000010-037,德翠里,94.2,2.56,53743.68,34.7768281,13.35232668,21.42450142,160.4551918,"113Y12M"
65000,新北市,65000010,板橋區,65000010-038,滿翠里,93.06,2.5,49172.89,48.77675838,13.55759428,35.2191641,259.7744351,"113Y12M"
65000,新北市,65000010,板橋區,65000010-039,明翠里,91.6,2.36,45311.29,48.17329452,13.09408341,35.07921111,267.9012339,"113Y12M"
65000,新北市,65000010,板橋區,65000010-040,松翠里,89.56,2.25,46772.66,48.25112105,13.67713004,34.57399102,252.7868844,"113Y12M"
65000,新北市,65000010,板橋區,65000010-041,柏翠里,87.64,1.91,8524.61,35.98673299,14.92537313,21.06135986,141.1111109,"113Y12M"
65000,新北市,65000010,板橋區,65000010-042,龍翠里,94.13,2.42,50047.3,41.26351735,12.63517359,28.62834376,226.5765761,"113Y12M"
65000,新北市,65000010,板橋區,65000010-043,華翠里,93.85,2.45,38720.66,50.64130913,17.38168951,33.25961962,191.3486,"113Y12M"
65000,新北市,65000010,板橋區,65000010-044,忠翠里,88.07,2.29,45531.46,38.93178893,16.97554697,21.95624195,129.3404093,"113Y12M"
65000,新北市,65000010,板橋區,65000010-045,嵐翠里,99.49,2.43,51989.78,46.55065255,13.30018644,33.25046611,249.9999988,"113Y12M"
65000,新北市,65000010,板橋區,65000010-046,文翠里,95.38,2.42,43995.93,47.59689921,14.45736434,33.13953487,229.2225195,"113Y12M"
65000,新北市,65000010,板橋區,65000010-047,青翠里,101.62,2.43,51369.74,46.50934118,14.06096361,32.44837757,230.76923,"113Y12M"
65000,新北市,65000010,板橋區,65000010-048,懷翠里,96.11,2.63,24144.88,40.48780487,13.33333333,27.15447154,203.6585362,"113Y12M"
65000,新北市,65000010,板橋區,65000010-049,福翠里,101.53,2.31,8005.3,48.08988759,12.58426965,35.50561794,282.1428546,"113Y12M"
65000,新北市,65000010,板橋區,65000010-050,港嘴里,96.76,2.42,33799.72,40.98948374,11.63957935,29.34990439,252.156057,"113Y12M"
65000,新北市,65000010,板橋區,65000010-051,振興里,91.66,2.46,34376.24,43.61413042,10.86956521,32.74456521,301.2499991,"113Y12M"
65000,新北市,65000010,板橋區,65000010-052,振義里,94.01,2.44,13890,39.3087089,11.35208404,27.95662486,246.268656,"113Y12M"
65000,新北市,65000010,板橋區,65000010-053,光復里,100.85,2.35,8539.53,39.15232898,12.25346202,26.89886696,219.5205472,"113Y12M"
65000,新北市,65000010,板橋區,65000010-054,埔墘里,88.06,2.29,48162.02,38.92993059,11.34989926,27.58003133,242.9980271,"113Y12M"
65000,新北市,65000010,板橋區,65000010-055,長壽里,99.09,2.52,29802.44,51.33547006,15.11752136,36.2179487,239.5759709,"113Y12M"
65000,新北市,65000010,板橋區,65000010-056,福壽里,92.86,2.48,28838.03,42.10526314,12.28070175,29.82456139,242.857142,"113Y12M"
65000,新北市,65000010,板橋區,65000010-057,海山里,88.68,2.81,67641.61,52.27058601,26.54983983,25.72074618,96.87721782,"113Y12M"
65000,新北市,65000010,板橋區,65000010-058,九如里,95.77,2.55,40529.39,48.78175218,17.78123379,31.00051839,174.3440228,"113Y12M"
65000,新北市,65000010,板橋區,65000010-059,玉光里,90.65,2.44,49704.95,48.86854817,24.38342232,24.48512585,100.417101,"113Y12M"
65000,新北市,65000010,板橋區,65000010-060,光仁里,97.81,2.71,24375.09,52.40105538,21.21372031,31.18733508,147.014925,"113Y12M"
65000,新北市,65000010,板橋區,65000010-061,埤墘里,91.02,2.55,67303.01,52.83079908,27.33743124,25.49336783,93.25443776,"113Y12M"
65000,新北市,65000010,板橋區,65000010-062,永安里,91.17,2.52,60194.02,53.18818038,26.04976671,27.13841368,104.1791043,"113Y12M"
