COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,O_CNT,O_M_CNT,O_F_CNT,O1_CNT,O1_M_CNT,O1_F_CNT,O2_CNT,O2_M_CNT,O2_F_CNT,NON_O_CNT,INFO_TIME
"65000","新北市","65000010","板橋區","65000010-072","民族里",29,8,21,18,5,13,11,3,8,5087,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-073","國泰里",18,7,11,14,4,10,4,3,1,3607,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-074","福德里",28,17,11,21,14,7,7,3,4,5079,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-075","景星里",31,13,18,25,10,15,6,3,3,3583,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-076","福星里",20,7,13,12,4,8,8,3,5,3468,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-077","鄉雲里",12,5,7,8,2,6,4,3,1,3719,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-078","廣德里",49,27,22,40,24,16,9,3,6,6829,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-079","大豐里",46,14,32,24,5,19,22,9,13,4435,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-080","重慶里",107,50,57,73,33,40,34,17,17,8545,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-081","仁愛里",33,19,14,27,15,12,6,4,2,2906,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-082","和平里",18,4,14,10,3,7,8,1,7,4386,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-083","廣福里",35,17,18,24,11,13,11,6,5,3849,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-084","華興里",47,23,24,35,16,19,12,7,5,4193,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-085","華貴里",27,9,18,20,6,14,7,3,4,2479,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-086","華德里",57,25,32,42,19,23,15,6,9,6934,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-087","華東里",38,15,23,25,9,16,13,6,7,8249,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-088","信義里",46,20,26,35,17,18,11,3,8,4208,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-089","浮洲里",57,19,38,45,16,29,12,3,9,3521,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-090","華中里",96,39,57,52,22,30,44,17,27,5092,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-091","僑中里",51,29,22,37,19,18,14,10,4,4122,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-092","中山里",105,51,54,72,37,35,33,14,19,7231,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-093","復興里",5,2,3,4,1,3,1,1,0,922,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-094","大安里",59,27,32,47,22,25,12,5,7,3898,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-095","福安里",108,51,57,68,30,38,40,21,19,7778,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-096","聚安里",88,40,48,57,28,29,31,12,19,5092,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-097","龍安里",29,15,14,19,10,9,10,5,5,2678,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-098","崑崙里",208,91,117,168,77,91,40,14,26,9907,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-099","溪洲里",203,86,117,165,70,95,38,16,22,5696,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-100","溪北里",78,39,39,66,31,35,12,8,4,3490,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-101","香雅里",19,3,16,12,2,10,7,1,6,3090,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-102","新生里",46,22,24,32,12,20,14,10,4,4099,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-103","文德里",12,4,8,8,4,4,4,0,4,3346,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-104","文化里",23,10,13,20,9,11,3,1,2,3315,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-105","新海里",21,9,12,17,7,10,4,2,2,3308,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-106","莒光里",8,4,4,4,2,2,4,2,2,2718,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-107","富貴里",3,2,1,1,1,0,2,1,1,2250,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-108","正泰里",16,6,10,11,5,6,5,1,4,2955,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-109","民生里",16,8,8,10,5,5,6,3,3,2232,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-110","後埔里",28,11,17,19,6,13,9,5,4,4010,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-111","華福里",11,1,10,7,1,6,4,0,4,1928,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-112","堂春里",89,33,56,72,27,45,17,6,11,4178,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-113","成和里",120,56,64,89,40,49,31,16,15,7293,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-114","光榮里",21,7,14,14,5,9,7,2,5,2488,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-115","民安里",11,4,7,5,2,3,6,2,4,2117,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-116","陽明里",8,5,3,3,2,1,5,3,2,2589,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-117","朝陽里",31,17,14,27,14,13,4,3,1,3276,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-118","松柏里",10,3,7,7,1,6,3,2,1,2245,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-119","文聖里",33,10,23,13,4,9,20,6,14,3822,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-120","居仁里",27,11,16,10,6,4,17,5,12,3938,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-121","莊敬里",18,9,9,12,5,7,6,4,2,4456,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-122","東安里",8,4,4,3,1,2,5,3,2,2482,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-123","五權里",61,30,31,41,21,20,20,9,11,4082,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-124","溪福里",344,169,175,278,137,141,66,32,34,14090,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-125","大觀里",26,7,19,14,4,10,12,3,9,3569,"113Y12M"
"65000","新北市","65000010","板橋區","65000010-126","歡園里",8,1,7,8,1,7,0,0,0,1106,"113Y12M"
"65000","新北市","65000020","三重區","65000020-001","大有里",36,13,23,28,9,19,8,4,4,5209,"113Y12M"
"65000","新北市","65000020","三重區","65000020-002","二重里",17,8,9,9,5,4,8,3,5,1683,"113Y12M"
"65000","新北市","65000020","三重區","65000020-003","頂崁里",18,8,10,12,5,7,6,3,3,2677,"113Y12M"
"65000","新北市","65000020","三重區","65000020-004","谷王里",24,10,14,10,4,6,14,6,8,2082,"113Y12M"
"65000","新北市","65000020","三重區","65000020-005","中興里",35,15,20,25,10,15,10,5,5,4287,"113Y12M"
"65000","新北市","65000020","三重區","65000020-006","德厚里",3,3,0,3,3,0,0,0,0,1071,"113Y12M"
"65000","新北市","65000020","三重區","65000020-007","成功里",67,28,39,42,20,22,25,8,17,7756,"113Y12M"
"65000","新北市","65000020","三重區","65000020-008","福祉里",88,58,30,54,35,19,34,23,11,5947,"113Y12M"
"65000","新北市","65000020","三重區","65000020-009","福民里",17,4,13,9,3,6,8,1,7,3298,"113Y12M"
"65000","新北市","65000020","三重區","65000020-010","過田里",75,39,36,49,25,24,26,14,12,9675,"113Y12M"
"65000","新北市","65000020","三重區","65000020-011","錦田里",14,4,10,4,0,4,10,4,6,2174,"113Y12M"
"65000","新北市","65000020","三重區","65000020-012","重明里",21,10,11,12,7,5,9,3,6,4061,"113Y12M"
"65000","新北市","65000020","三重區","65000020-013","光田里",37,11,26,25,8,17,12,3,9,4356,"113Y12M"
"65000","新北市","65000020","三重區","65000020-014","光陽里",55,35,20,43,28,15,12,7,5,6250,"113Y12M"
"65000","新北市","65000020","三重區","65000020-015","田心里",35,14,21,21,10,11,14,4,10,3972,"113Y12M"
"65000","新北市","65000020","三重區","65000020-016","福田里",25,15,10,15,7,8,10,8,2,3328,"113Y12M"
"65000","新北市","65000020","三重區","65000020-017","田中里",44,16,28,24,7,17,20,9,11,6222,"113Y12M"
"65000","新北市","65000020","三重區","65000020-018","田安里",46,22,24,22,10,12,24,12,12,6076,"113Y12M"
"65000","新北市","65000020","三重區","65000020-019","三民里",37,18,19,25,12,13,12,6,6,3452,"113Y12M"
"65000","新北市","65000020","三重區","65000020-020","光明里",49,16,33,41,14,27,8,2,6,7509,"113Y12M"
"65000","新北市","65000020","三重區","65000020-021","光正里",14,2,12,9,1,8,5,1,4,2891,"113Y12M"
"65000","新北市","65000020","三重區","65000020-022","同安里",42,18,24,28,11,17,14,7,7,1747,"113Y12M"
"65000","新北市","65000020","三重區","65000020-023","同慶里",10,2,8,2,0,2,8,2,6,1776,"113Y12M"
"65000","新北市","65000020","三重區","65000020-024","菜寮里",11,7,4,10,6,4,1,1,0,2236,"113Y12M"
"65000","新北市","65000020","三重區","65000020-025","永春里",8,3,5,3,1,2,5,2,3,1889,"113Y12M"
"65000","新北市","65000020","三重區","65000020-026","中正里",12,8,4,12,8,4,0,0,0,1373,"113Y12M"
"65000","新北市","65000020","三重區","65000020-027","吉利里",11,6,5,9,4,5,2,2,0,1377,"113Y12M"
"65000","新北市","65000020","三重區","65000020-028","大同里",16,7,9,10,5,5,6,2,4,1994,"113Y12M"
"65000","新北市","65000020","三重區","65000020-029","中民里",8,4,4,2,0,2,6,4,2,1184,"113Y12M"
"65000","新北市","65000020","三重區","65000020-030","平和里",13,5,8,6,2,4,7,3,4,1548,"113Y12M"
"65000","新北市","65000020","三重區","65000020-031","大安里",19,10,9,6,4,2,13,6,7,1630,"113Y12M"
"65000","新北市","65000020","三重區","65000020-032","仁德里",33,13,20,24,9,15,9,4,5,1882,"113Y12M"
"65000","新北市","65000020","三重區","65000020-033","忠孝里",20,9,11,9,4,5,11,5,6,1783,"113Y12M"
"65000","新北市","65000020","三重區","65000020-034","仁義里",31,18,13,24,15,9,7,3,4,1441,"113Y12M"
"65000","新北市","65000020","三重區","65000020-035","光榮里",11,5,6,2,0,2,9,5,4,1352,"113Y12M"
"65000","新北市","65000020","三重區","65000020-036","光輝里",13,7,6,12,7,5,1,0,1,1426,"113Y12M"
"65000","新北市","65000020","三重區","65000020-037","福星里",7,4,3,5,3,2,2,1,1,1176,"113Y12M"
"65000","新北市","65000020","三重區","65000020-038","福利里",11,4,7,6,2,4,5,2,3,2293,"113Y12M"
"65000","新北市","65000020","三重區","65000020-039","清和里",41,20,21,30,15,15,11,5,6,4121,"113Y12M"
"65000","新北市","65000020","三重區","65000020-040","永興里",11,2,9,6,1,5,5,1,4,1561,"113Y12M"
"65000","新北市","65000020","三重區","65000020-041","中山里",26,11,15,19,8,11,7,3,4,2663,"113Y12M"
"65000","新北市","65000020","三重區","65000020-042","大園里",24,10,14,5,2,3,19,8,11,2776,"113Y12M"
"65000","新北市","65000020","三重區","65000020-043","國隆里",11,9,2,4,2,2,7,7,0,3323,"113Y12M"
"65000","新北市","65000020","三重區","65000020-044","重陽里",34,17,17,33,16,17,1,1,0,3393,"113Y12M"
"65000","新北市","65000020","三重區","65000020-045","民生里",32,8,24,21,6,15,11,2,9,4312,"113Y12M"
"65000","新北市","65000020","三重區","65000020-046","重新里",13,9,4,10,7,3,3,2,1,1471,"113Y12M"
"65000","新北市","65000020","三重區","65000020-047","正德里",6,2,4,2,0,2,4,2,2,1114,"113Y12M"
"65000","新北市","65000020","三重區","65000020-048","正義里",6,2,4,3,2,1,3,0,3,1752,"113Y12M"
"65000","新北市","65000020","三重區","65000020-049","正安里",1,1,0,1,1,0,0,0,0,1825,"113Y12M"
"65000","新北市","65000020","三重區","65000020-050","自強里",11,4,7,9,2,7,2,2,0,1761,"113Y12M"
"65000","新北市","65000020","三重區","65000020-051","文化里",18,5,13,9,1,8,9,4,5,2139,"113Y12M"
"65000","新北市","65000020","三重區","65000020-052","中央里",16,4,12,9,1,8,7,3,4,1829,"113Y12M"
"65000","新北市","65000020","三重區","65000020-053","雙園里",7,3,4,6,3,3,1,0,1,949,"113Y12M"
"65000","新北市","65000020","三重區","65000020-054","錦通里",12,3,9,10,3,7,2,0,2,1404,"113Y12M"
"65000","新北市","65000020","三重區","65000020-055","錦安里",24,13,11,15,10,5,9,3,6,1801,"113Y12M"
"65000","新北市","65000020","三重區","65000020-056","長安里",20,6,14,6,2,4,14,4,10,2052,"113Y12M"
"65000","新北市","65000020","三重區","65000020-057","光華里",22,6,16,12,4,8,10,2,8,2348,"113Y12M"
"65000","新北市","65000020","三重區","65000020-058","長生里",5,1,4,1,0,1,4,1,3,866,"113Y12M"
"65000","新北市","65000020","三重區","65000020-059","開元里",15,5,10,11,3,8,4,2,2,1731,"113Y12M"
"65000","新北市","65000020","三重區","65000020-060","大德里",4,3,1,2,1,1,2,2,0,799,"113Y12M"
"65000","新北市","65000020","三重區","65000020-061","長元里",11,5,6,10,4,6,1,1,0,2432,"113Y12M"
"65000","新北市","65000020","三重區","65000020-062","長江里",8,4,4,6,4,2,2,0,2,2032,"113Y12M"
"65000","新北市","65000020","三重區","65000020-063","長泰里",13,8,5,10,5,5,3,3,0,2181,"113Y12M"
"65000","新北市","65000020","三重區","65000020-064","長福里",12,3,9,10,3,7,2,0,2,1545,"113Y12M"
"65000","新北市","65000020","三重區","65000020-065","介壽里",15,5,10,11,4,7,4,1,3,1147,"113Y12M"
"65000","新北市","65000020","三重區","65000020-066","萬壽里",16,9,7,3,2,1,13,7,6,1950,"113Y12M"
"65000","新北市","65000020","三重區","65000020-067","錦江里",15,7,8,12,5,7,3,2,1,2304,"113Y12M"
"65000","新北市","65000020","三重區","65000020-068","龍濱里",28,6,22,24,6,18,4,0,4,3263,"113Y12M"
"65000","新北市","65000020","三重區","65000020-069","龍門里",27,14,13,12,5,7,15,9,6,1882,"113Y12M"
"65000","新北市","65000020","三重區","65000020-070","秀江里",9,4,5,7,4,3,2,0,2,1242,"113Y12M"
"65000","新北市","65000020","三重區","65000020-071","奕壽里",10,5,5,7,4,3,3,1,2,1692,"113Y12M"
"65000","新北市","65000020","三重區","65000020-072","三安里",21,11,10,10,5,5,11,6,5,2572,"113Y12M"
"65000","新北市","65000020","三重區","65000020-073","福安里",22,8,14,13,6,7,9,2,7,2921,"113Y12M"
"65000","新北市","65000020","三重區","65000020-074","信安里",12,2,10,6,0,6,6,2,4,2064,"113Y12M"
"65000","新北市","65000020","三重區","65000020-075","安慶里",15,4,11,12,3,9,3,1,2,1984,"113Y12M"
"65000","新北市","65000020","三重區","65000020-076","幸福里",43,23,20,26,12,14,17,11,6,4532,"113Y12M"
"65000","新北市","65000020","三重區","65000020-077","六合里",28,10,18,10,2,8,18,8,10,3675,"113Y12M"
"65000","新北市","65000020","三重區","65000020-078","六福里",69,29,40,47,20,27,22,9,13,5729,"113Y12M"
"65000","新北市","65000020","三重區","65000020-079","順德里",24,9,15,18,7,11,6,2,4,2126,"113Y12M"
"65000","新北市","65000020","三重區","65000020-080","承德里",6,4,2,0,0,0,6,4,2,1751,"113Y12M"
"65000","新北市","65000020","三重區","65000020-081","瑞德里",12,4,8,9,3,6,3,1,2,2369,"113Y12M"
"65000","新北市","65000020","三重區","65000020-082","崇德里",29,14,15,19,10,9,10,4,6,3829,"113Y12M"
"65000","新北市","65000020","三重區","65000020-083","厚德里",16,9,7,12,7,5,4,2,2,3593,"113Y12M"
"65000","新北市","65000020","三重區","65000020-084","維德里",30,13,17,13,1,12,17,12,5,2803,"113Y12M"
"65000","新北市","65000020","三重區","65000020-085","尚德里",19,4,15,5,1,4,14,3,11,3034,"113Y12M"
"65000","新北市","65000020","三重區","65000020-086","培德里",26,15,11,17,9,8,9,6,3,3731,"113Y12M"
"65000","新北市","65000020","三重區","65000020-087","永德里",52,21,31,29,13,16,23,8,15,4774,"113Y12M"
"65000","新北市","65000020","三重區","65000020-088","永盛里",9,3,6,8,3,5,1,0,1,3211,"113Y12M"
"65000","新北市","65000020","三重區","65000020-089","永福里",54,22,32,40,16,24,14,6,8,5180,"113Y12M"
"65000","新北市","65000020","三重區","65000020-090","永清里",45,17,28,26,12,14,19,5,14,5303,"113Y12M"
"65000","新北市","65000020","三重區","65000020-091","永安里",29,11,18,11,4,7,18,7,11,4042,"113Y12M"
"65000","新北市","65000020","三重區","65000020-092","永煇里",17,10,7,12,7,5,5,3,2,2397,"113Y12M"
"65000","新北市","65000020","三重區","65000020-093","溪美里",67,29,38,42,20,22,25,9,16,9065,"113Y12M"
"65000","新北市","65000020","三重區","65000020-094","福隆里",37,14,23,20,9,11,17,5,12,4539,"113Y12M"
"65000","新北市","65000020","三重區","65000020-095","五常里",50,17,33,32,12,20,18,5,13,7539,"113Y12M"
"65000","新北市","65000020","三重區","65000020-096","五福里",36,10,26,13,4,9,23,6,17,3900,"113Y12M"
"65000","新北市","65000020","三重區","65000020-097","仁忠里",37,21,16,18,10,8,19,11,8,3157,"113Y12M"
"65000","新北市","65000020","三重區","65000020-098","慈福里",12,7,5,8,5,3,4,2,2,2238,"113Y12M"
"65000","新北市","65000020","三重區","65000020-099","慈生里",8,2,6,4,1,3,4,1,3,2185,"113Y12M"
"65000","新北市","65000020","三重區","65000020-100","慈惠里",37,19,18,23,13,10,14,6,8,2220,"113Y12M"
"65000","新北市","65000020","三重區","65000020-101","慈愛里",10,2,8,7,0,7,3,2,1,3447,"113Y12M"
"65000","新北市","65000020","三重區","65000020-102","慈化里",27,11,16,18,7,11,9,4,5,2413,"113Y12M"
"65000","新北市","65000020","三重區","65000020-103","慈祐里",18,8,10,12,5,7,6,3,3,5165,"113Y12M"
"65000","新北市","65000020","三重區","65000020-104","五華里",23,9,14,16,7,9,7,2,5,5280,"113Y12M"
"65000","新北市","65000020","三重區","65000020-105","富貴里",36,17,19,16,7,9,20,10,10,7266,"113Y12M"
"65000","新北市","65000020","三重區","65000020-106","富華里",51,26,25,38,18,20,13,8,5,3420,"113Y12M"
"65000","新北市","65000020","三重區","65000020-107","富福里",16,7,9,12,5,7,4,2,2,2153,"113Y12M"
"65000","新北市","65000020","三重區","65000020-108","碧華里",44,28,16,27,17,10,17,11,6,9328,"113Y12M"
"65000","新北市","65000020","三重區","65000020-109","五谷里",27,12,15,17,8,9,10,4,6,2070,"113Y12M"
"65000","新北市","65000020","三重區","65000020-110","博愛里",29,12,17,18,8,10,11,4,7,4432,"113Y12M"
"65000","新北市","65000020","三重區","65000020-111","福德里",27,6,21,19,5,14,8,1,7,4282,"113Y12M"
"65000","新北市","65000020","三重區","65000020-112","永吉里",18,6,12,6,3,3,12,3,9,2882,"113Y12M"
"65000","新北市","65000020","三重區","65000020-113","永發里",38,23,15,22,13,9,16,10,6,5785,"113Y12M"
"65000","新北市","65000020","三重區","65000020-114","永順里",42,16,26,28,13,15,14,3,11,4948,"113Y12M"
"65000","新北市","65000020","三重區","65000020-115","永豐里",46,23,23,27,14,13,19,9,10,5817,"113Y12M"
