COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,O_CNT,O_M_CNT,O_F_CNT,O1_CNT,O1_M_CNT,O1_F_CNT,O2_CNT,O2_M_CNT,O2_F_CNT,NON_O_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,原住民人口數,原住民男性人口數,原住民女性人口數,平地原住民人口數,平地原住民男性人口數,平地原住民女性人口數,山地原住民人口數,山地原住民男性人口數,山地原住民女性人口數,非原住民人口數,資料時間
65000,新北市,65000010,板橋區,65000010-001,留侯里,9,3,6,9,3,6,0,0,0,1644,112Y12M
65000,新北市,65000010,板橋區,65000010-002,流芳里,1,0,1,0,0,0,1,0,1,1476,112Y12M
65000,新北市,65000010,板橋區,65000010-003,赤松里,8,4,4,5,4,1,3,0,3,1080,112Y12M
65000,新北市,65000010,板橋區,65000010-004,黃石里,5,2,3,5,2,3,0,0,0,1333,112Y12M
65000,新北市,65000010,板橋區,65000010-005,挹秀里,9,7,2,8,7,1,1,0,1,1937,112Y12M
65000,新北市,65000010,板橋區,65000010-006,湳興里,45,26,19,29,20,9,16,6,10,5156,112Y12M
65000,新北市,65000010,板橋區,65000010-007,新興里,27,14,13,17,12,5,10,2,8,3266,112Y12M
65000,新北市,65000010,板橋區,65000010-008,社後里,86,43,43,64,34,30,22,9,13,9728,112Y12M
65000,新北市,65000010,板橋區,65000010-009,香社里,48,19,29,26,10,16,22,9,13,4523,112Y12M
65000,新北市,65000010,板橋區,65000010-010,中正里,67,29,38,41,21,20,26,8,18,7520,112Y12M
65000,新北市,65000010,板橋區,65000010-011,自強里,35,13,22,18,7,11,17,6,11,5030,112Y12M
65000,新北市,65000010,板橋區,65000010-012,自立里,11,5,6,6,3,3,5,2,3,2724,112Y12M
65000,新北市,65000010,板橋區,65000010-013,光華里,13,3,10,9,2,7,4,1,3,2611,112Y12M
65000,新北市,65000010,板橋區,65000010-014,國光里,19,6,13,8,2,6,11,4,7,3649,112Y12M
65000,新北市,65000010,板橋區,65000010-015,港尾里,25,17,8,19,12,7,6,5,1,2918,112Y12M
65000,新北市,65000010,板橋區,65000010-016,金華里,18,6,12,13,5,8,5,1,4,3853,112Y12M
65000,新北市,65000010,板橋區,65000010-017,港德里,31,11,20,13,4,9,18,7,11,4649,112Y12M
65000,新北市,65000010,板橋區,65000010-018,民權里,13,5,8,4,2,2,9,3,6,2703,112Y12M
65000,新北市,65000010,板橋區,65000010-019,建國里,15,8,7,12,7,5,3,1,2,3425,112Y12M
65000,新北市,65000010,板橋區,65000010-020,漢生里,25,8,17,16,4,12,9,4,5,4504,112Y12M
65000,新北市,65000010,板橋區,65000010-021,公?里,24,11,13,16,6,10,8,5,3,3939,112Y12M
65000,新北市,65000010,板橋區,65000010-022,新民里,23,10,13,11,6,5,12,4,8,4500,112Y12M
65000,新北市,65000010,板橋區,65000010-023,幸福里,30,13,17,15,7,8,15,6,9,4001,112Y12M
65000,新北市,65000010,板橋區,65000010-024,忠誠里,29,12,17,13,5,8,16,7,9,4396,112Y12M
65000,新北市,65000010,板橋區,65000010-025,百壽里,24,9,15,19,9,10,5,0,5,2999,112Y12M
65000,新北市,65000010,板橋區,65000010-026,介壽里,21,6,15,15,6,9,6,0,6,3273,112Y12M
65000,新北市,65000010,板橋區,65000010-027,新埔里,13,5,8,5,1,4,8,4,4,2025,112Y12M
65000,新北市,65000010,板橋區,65000010-028,華江里,30,12,18,15,6,9,15,6,9,7825,112Y12M
65000,新北市,65000010,板橋區,65000010-029,江翠里,36,13,23,28,11,17,8,2,6,5208,112Y12M
65000,新北市,65000010,板橋區,65000010-030,純翠里,31,15,16,22,12,10,9,3,6,5532,112Y12M
65000,新北市,65000010,板橋區,65000010-031,溪頭里,51,26,25,29,15,14,22,11,11,9715,112Y12M
65000,新北市,65000010,板橋區,65000010-032,聯翠里,14,7,7,10,6,4,4,1,3,3750,112Y12M
65000,新北市,65000010,板橋區,65000010-033,宏翠里,36,11,25,27,9,18,9,2,7,5822,112Y12M
65000,新北市,65000010,板橋區,65000010-034,仁翠里,41,20,21,30,13,17,11,7,4,2787,112Y12M
65000,新北市,65000010,板橋區,65000010-035,新翠里,48,27,21,29,15,14,19,12,7,8272,112Y12M
65000,新北市,65000010,板橋區,65000010-036,吉翠里,34,15,19,21,9,12,13,6,7,3708,112Y12M
65000,新北市,65000010,板橋區,65000010-037,德翠里,61,27,34,32,16,16,29,11,18,7110,112Y12M
65000,新北市,65000010,板橋區,65000010-038,滿翠里,35,15,20,22,10,12,13,5,8,2938,112Y12M
65000,新北市,65000010,板橋區,65000010-039,明翠里,26,12,14,23,10,13,3,2,1,4650,112Y12M
65000,新北市,65000010,板橋區,65000010-040,松翠里,15,7,8,11,6,5,4,1,3,3246,112Y12M
65000,新北市,65000010,板橋區,65000010-041,柏翠里,23,7,16,14,6,8,9,1,8,5317,112Y12M
65000,新北市,65000010,板橋區,65000010-042,龍翠里,31,15,16,28,15,13,3,0,3,4955,112Y12M
65000,新北市,65000010,板橋區,65000010-043,華翠里,13,8,5,4,3,1,9,5,4,3489,112Y12M
65000,新北市,65000010,板橋區,65000010-044,忠翠里,45,9,36,18,5,13,27,4,23,10889,112Y12M
65000,新北市,65000010,板橋區,65000010-045,嵐翠里,11,3,8,11,3,8,0,0,0,2356,112Y12M
65000,新北市,65000010,板橋區,65000010-046,文翠里,26,12,14,21,8,13,5,4,1,3858,112Y12M
65000,新北市,65000010,板橋區,65000010-047,青翠里,17,9,8,15,9,6,2,0,2,2984,112Y12M
65000,新北市,65000010,板橋區,65000010-048,懷翠里,37,11,26,27,9,18,10,2,8,6024,112Y12M
65000,新北市,65000010,板橋區,65000010-049,福翠里,2,1,1,1,0,1,1,1,0,1329,112Y12M
65000,新北市,65000010,板橋區,65000010-050,港嘴里,48,16,32,35,10,25,13,6,7,5926,112Y12M
65000,新北市,65000010,板橋區,65000010-051,振興里,20,4,16,7,2,5,13,2,11,4307,112Y12M
65000,新北市,65000010,板橋區,65000010-052,振義里,49,19,30,27,12,15,22,7,15,4105,112Y12M
65000,新北市,65000010,板橋區,65000010-053,光復里,46,18,28,42,16,26,4,2,2,3337,112Y12M
65000,新北市,65000010,板橋區,65000010-054,埔墘里,37,15,22,20,8,12,17,7,10,6250,112Y12M
65000,新北市,65000010,板橋區,65000010-055,長壽里,22,5,17,5,1,4,17,4,13,2892,112Y12M
65000,新北市,65000010,板橋區,65000010-056,福壽里,16,5,11,10,3,7,6,2,4,3255,112Y12M
65000,新北市,65000010,板橋區,65000010-057,海山里,26,10,16,17,5,12,9,5,4,8204,112Y12M
65000,新北市,65000010,板橋區,65000010-058,九如里,27,10,17,15,7,8,12,3,9,2914,112Y12M
65000,新北市,65000010,板橋區,65000010-059,玉光里,24,11,13,10,4,6,14,7,7,5705,112Y12M
