COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,O_CNT,O_M_CNT,O_F_CNT,O1_CNT,O1_M_CNT,O1_F_CNT,O2_CNT,O2_M_CNT,O2_F_CNT,NON_O_CNT,INFO_TIME
65000,新北市,65000010,板橋區,65000010-025,百壽里,17,5,12,12,5,7,5,0,5,2999,"109Y12M"
65000,新北市,65000010,板橋區,65000010-026,介壽里,20,4,16,11,3,8,9,1,8,3263,"109Y12M"
65000,新北市,65000010,板橋區,65000010-027,新埔里,11,4,7,3,1,2,8,3,5,2127,"109Y12M"
65000,新北市,65000010,板橋區,65000010-028,華江里,30,11,19,17,6,11,13,5,8,7925,"109Y12M"
65000,新北市,65000010,板橋區,65000010-029,江翠里,28,12,16,23,11,12,5,1,4,5266,"109Y12M"
65000,新北市,65000010,板橋區,65000010-030,純翠里,39,17,22,28,13,15,11,4,7,5466,"109Y12M"
65000,新北市,65000010,板橋區,65000010-031,溪頭里,23,8,15,11,5,6,12,3,9,6276,"109Y12M"
65000,新北市,65000010,板橋區,65000010-032,聯翠里,19,11,8,13,9,4,6,2,4,3793,"109Y12M"
65000,新北市,65000010,板橋區,65000010-033,宏翠里,31,12,19,24,10,14,7,2,5,5517,"109Y12M"
65000,新北市,65000010,板橋區,65000010-034,仁翠里,30,12,18,21,8,13,9,4,5,2900,"109Y12M"
65000,新北市,65000010,板橋區,65000010-035,新翠里,49,24,25,33,16,17,16,8,8,8317,"109Y12M"
65000,新北市,65000010,板橋區,65000010-036,吉翠里,31,13,18,18,6,12,13,7,6,3812,"109Y12M"
65000,新北市,65000010,板橋區,65000010-037,德翠里,44,19,25,28,13,15,16,6,10,7421,"109Y12M"
65000,新北市,65000010,板橋區,65000010-038,滿翠里,42,19,23,27,13,14,15,6,9,2996,"109Y12M"
65000,新北市,65000010,板橋區,65000010-039,明翠里,27,14,13,16,7,9,11,7,4,4838,"109Y12M"
65000,新北市,65000010,板橋區,65000010-040,松翠里,13,6,7,12,6,6,1,0,1,3428,"109Y12M"
65000,新北市,65000010,板橋區,65000010-041,柏翠里,12,5,7,8,4,4,4,1,3,4832,"109Y12M"
65000,新北市,65000010,板橋區,65000010-042,龍翠里,32,14,18,26,13,13,6,1,5,5051,"109Y12M"
65000,新北市,65000010,板橋區,65000010-043,華翠里,17,10,7,3,2,1,14,8,6,3677,"109Y12M"
65000,新北市,65000010,板橋區,65000010-044,忠翠里,44,14,30,20,8,12,24,6,18,11027,"109Y12M"
65000,新北市,65000010,板橋區,65000010-045,嵐翠里,11,3,8,10,3,7,1,0,1,2508,"109Y12M"
65000,新北市,65000010,板橋區,65000010-046,文翠里,23,11,12,18,7,11,5,4,1,4063,"109Y12M"
65000,新北市,65000010,板橋區,65000010-047,青翠里,18,9,9,15,9,6,3,0,3,3012,"109Y12M"
65000,新北市,65000010,板橋區,65000010-048,懷翠里,36,9,27,30,8,22,6,1,5,6222,"109Y12M"
65000,新北市,65000010,板橋區,65000010-049,福翠里,3,0,3,2,0,2,1,0,1,1397,"109Y12M"
65000,新北市,65000010,板橋區,65000010-050,港嘴里,40,16,24,27,10,17,13,6,7,6089,"109Y12M"
65000,新北市,65000010,板橋區,65000010-051,振興里,20,4,16,5,1,4,15,3,12,4410,"109Y12M"
65000,新北市,65000010,板橋區,65000010-052,振義里,45,17,28,19,6,13,26,11,15,4250,"109Y12M"
65000,新北市,65000010,板橋區,65000010-053,光復里,50,22,28,46,20,26,4,2,2,3390,"109Y12M"
65000,新北市,65000010,板橋區,65000010-054,埔墘里,28,12,16,13,6,7,15,6,9,6340,"109Y12M"
65000,新北市,65000010,板橋區,65000010-055,長壽里,20,5,15,9,3,6,11,2,9,2963,"109Y12M"
65000,新北市,65000010,板橋區,65000010-056,福壽里,10,4,6,5,2,3,5,2,3,3336,"109Y12M"
65000,新北市,65000010,板橋區,65000010-057,海山里,29,13,16,24,9,15,5,4,1,8328,"109Y12M"
65000,新北市,65000010,板橋區,65000010-058,九如里,18,6,12,12,6,6,6,0,6,2953,"109Y12M"
65000,新北市,65000010,板橋區,65000010-059,玉光里,25,11,14,14,6,8,11,5,6,5672,"109Y12M"
65000,新北市,65000010,板橋區,65000010-060,光仁里,10,3,7,10,3,7,0,0,0,3004,"109Y12M"
65000,新北市,65000010,板橋區,65000010-061,埤墘里,13,5,8,10,4,6,3,1,2,4778,"109Y12M"
65000,新北市,65000010,板橋區,65000010-062,永安里,45,22,23,31,17,14,14,5,9,3691,"109Y12M"
65000,新北市,65000010,板橋區,65000010-063,雙玉里,21,6,15,10,5,5,11,1,10,4414,"109Y12M"
65000,新北市,65000010,板橋區,65000010-064,廣新里,25,9,16,22,8,14,3,1,2,3733,"109Y12M"
65000,新北市,65000010,板橋區,65000010-065,深丘里,32,15,17,25,14,11,7,1,6,9388,"109Y12M"
65000,新北市,65000010,板橋區,65000010-066,香丘里,18,8,10,10,6,4,8,2,6,4056,"109Y12M"
65000,新北市,65000010,板橋區,65000010-067,西安里,18,5,13,7,1,6,11,4,7,2844,"109Y12M"
65000,新北市,65000010,板橋區,65000010-068,東丘里,46,21,25,29,12,17,17,9,8,4803,"109Y12M"
65000,新北市,65000010,板橋區,65000010-069,長安里,45,21,24,22,7,15,23,14,9,4929,"109Y12M"
65000,新北市,65000010,板橋區,65000010-070,福丘里,25,11,14,14,8,6,11,3,8,5210,"109Y12M"
65000,新北市,65000010,板橋區,65000010-071,福祿里,21,10,11,9,3,6,12,7,5,4115,"109Y12M"
65000,新北市,65000010,板橋區,65000010-072,民族里,34,10,24,20,7,13,14,3,11,5098,"109Y12M"
65000,新北市,65000010,板橋區,65000010-073,國泰里,19,7,12,12,4,8,7,3,4,3773,"109Y12M"
65000,新北市,65000010,板橋區,65000010-074,福德里,22,13,9,16,9,7,6,4,2,5157,"109Y12M"
65000,新北市,65000010,板橋區,65000010-075,景星里,32,15,17,24,10,14,8,5,3,3492,"109Y12M"
65000,新北市,65000010,板橋區,65000010-076,福星里,12,5,7,9,3,6,3,2,1,3644,"109Y12M"
65000,新北市,65000010,板橋區,65000010-077,鄉雲里,12,4,8,8,1,7,4,3,1,3871,"109Y12M"
65000,新北市,65000010,板橋區,65000010-078,廣德里,46,23,23,37,19,18,9,4,5,6975,"109Y12M"
65000,新北市,65000010,板橋區,65000010-079,大豐里,41,16,25,14,3,11,27,13,14,4723,"109Y12M"
65000,新北市,65000010,板橋區,65000010-080,重慶里,89,38,51,60,24,36,29,14,15,8827,"109Y12M"
65000,新北市,65000010,板橋區,65000010-081,仁愛里,35,16,19,33,15,18,2,1,1,3129,"109Y12M"
65000,新北市,65000010,板橋區,65000010-082,和平里,23,6,17,11,3,8,12,3,9,4257,"109Y12M"
65000,新北市,65000010,板橋區,65000010-083,廣福里,37,14,23,25,10,15,12,4,8,4169,"109Y12M"
65000,新北市,65000010,板橋區,65000010-084,華興里,41,20,21,38,19,19,3,1,2,4283,"109Y12M"
65000,新北市,65000010,板橋區,65000010-085,華貴里,18,8,10,16,7,9,2,1,1,2632,"109Y12M"
65000,新北市,65000010,板橋區,65000010-086,華德里,58,23,35,45,21,24,13,2,11,7238,"109Y12M"
65000,新北市,65000010,板橋區,65000010-087,華東里,32,13,19,24,10,14,8,3,5,8011,"109Y12M"
65000,新北市,65000010,板橋區,65000010-088,信義里,38,16,22,32,15,17,6,1,5,4424,"109Y12M"
65000,新北市,65000010,板橋區,65000010-089,浮洲里,51,18,33,37,14,23,14,4,10,3917,"109Y12M"
65000,新北市,65000010,板橋區,65000010-090,華中里,79,33,46,49,20,29,30,13,17,5379,"109Y12M"
65000,新北市,65000010,板橋區,65000010-091,僑中里,52,29,23,34,17,17,18,12,6,4285,"109Y12M"
65000,新北市,65000010,板橋區,65000010-092,中山里,85,45,40,62,34,28,23,11,12,7080,"109Y12M"
65000,新北市,65000010,板橋區,65000010-093,復興里,6,2,4,4,1,3,2,1,1,1010,"109Y12M"
65000,新北市,65000010,板橋區,65000010-094,大安里,53,27,26,36,18,18,17,9,8,4005,"109Y12M"
65000,新北市,65000010,板橋區,65000010-095,福安里,92,33,59,53,17,36,39,16,23,7379,"109Y12M"
65000,新北市,65000010,板橋區,65000010-096,聚安里,89,40,49,63,31,32,26,9,17,5324,"109Y12M"
65000,新北市,65000010,板橋區,65000010-097,龍安里,25,11,14,19,9,10,6,2,4,2861,"109Y12M"
65000,新北市,65000010,板橋區,65000010-098,崑崙里,208,94,114,173,84,89,35,10,25,10147,"109Y12M"
65000,新北市,65000010,板橋區,65000010-099,溪洲里,215,97,118,167,76,91,48,21,27,5961,"109Y12M"
65000,新北市,65000010,板橋區,65000010-100,溪北里,88,44,44,68,31,37,20,13,7,3637,"109Y12M"
65000,新北市,65000010,板橋區,65000010-101,香雅里,19,6,13,11,1,10,8,5,3,2587,"109Y12M"
65000,新北市,65000010,板橋區,65000010-102,新生里,43,20,23,28,10,18,15,10,5,4388,"109Y12M"
65000,新北市,65000010,板橋區,65000010-103,文德里,7,5,2,6,5,1,1,0,1,3089,"109Y12M"
65000,新北市,65000010,板橋區,65000010-104,文化里,12,6,6,7,4,3,5,2,3,3515,"109Y12M"
65000,新北市,65000010,板橋區,65000010-105,新海里,16,5,11,11,3,8,5,2,3,3587,"109Y12M"
65000,新北市,65000010,板橋區,65000010-106,莒光里,9,5,4,5,2,3,4,3,1,2919,"109Y12M"
65000,新北市,65000010,板橋區,65000010-107,富貴里,4,1,3,3,1,2,1,0,1,2336,"109Y12M"
65000,新北市,65000010,板橋區,65000010-108,正泰里,12,4,8,8,3,5,4,1,3,3060,"109Y12M"
65000,新北市,65000010,板橋區,65000010-109,民生里,18,8,10,9,5,4,9,3,6,2358,"109Y12M"
65000,新北市,65000010,板橋區,65000010-110,後埔里,12,5,7,7,3,4,5,2,3,3835,"109Y12M"
65000,新北市,65000010,板橋區,65000010-111,華福里,11,1,10,7,1,6,4,0,4,2094,"109Y12M"
65000,新北市,65000010,板橋區,65000010-112,堂春里,74,31,43,57,24,33,17,7,10,4392,"109Y12M"
65000,新北市,65000010,板橋區,65000010-113,成和里,135,64,71,101,43,58,34,21,13,7260,"109Y12M"
65000,新北市,65000010,板橋區,65000010-114,光榮里,21,11,10,15,5,10,6,6,0,2637,"109Y12M"
65000,新北市,65000010,板橋區,65000010-115,民安里,8,2,6,3,1,2,5,1,4,2239,"109Y12M"
65000,新北市,65000010,板橋區,65000010-116,陽明里,7,3,4,4,1,3,3,2,1,2741,"109Y12M"
65000,新北市,65000010,板橋區,65000010-117,朝陽里,30,16,14,24,12,12,6,4,2,3446,"109Y12M"
65000,新北市,65000010,板橋區,65000010-118,松柏里,7,0,7,6,0,6,1,0,1,2293,"109Y12M"
65000,新北市,65000010,板橋區,65000010-119,文聖里,25,8,17,12,5,7,13,3,10,4025,"109Y12M"
65000,新北市,65000010,板橋區,65000010-120,居仁里,21,6,15,7,3,4,14,3,11,3954,"109Y12M"
65000,新北市,65000010,板橋區,65000010-121,莊敬里,16,5,11,9,3,6,7,2,5,4538,"109Y12M"
65000,新北市,65000010,板橋區,65000010-122,東安里,12,5,7,4,1,3,8,4,4,2641,"109Y12M"
65000,新北市,65000010,板橋區,65000010-123,五權里,50,26,24,38,19,19,12,7,5,4155,"109Y12M"
65000,新北市,65000010,板橋區,65000010-124,溪福里,350,175,175,285,144,141,65,31,34,14640,"109Y12M"
65000,新北市,65000010,板橋區,65000010-125,大觀里,21,8,13,15,6,9,6,2,4,3813,"109Y12M"
65000,新北市,65000010,板橋區,65000010-126,歡園里,11,1,10,9,0,9,2,1,1,1268,"109Y12M"
65000,新北市,65000020,三重區,65000020-001,大有里,38,18,20,26,9,17,12,9,3,5445,"109Y12M"
65000,新北市,65000020,三重區,65000020-002,二重里,19,6,13,10,2,8,9,4,5,1637,"109Y12M"
65000,新北市,65000020,三重區,65000020-003,頂崁里,20,9,11,14,6,8,6,3,3,2620,"109Y12M"
65000,新北市,65000020,三重區,65000020-004,谷王里,7,3,4,3,1,2,4,2,2,981,"109Y12M"
65000,新北市,65000020,三重區,65000020-005,中興里,42,20,22,34,16,18,8,4,4,4032,"109Y12M"
65000,新北市,65000020,三重區,65000020-006,德厚里,1,1,0,1,1,0,0,0,0,375,"109Y12M"
65000,新北市,65000020,三重區,65000020-007,成功里,37,16,21,28,14,14,9,2,7,6718,"109Y12M"
65000,新北市,65000020,三重區,65000020-008,福祉里,74,53,21,46,34,12,28,19,9,5730,"109Y12M"
65000,新北市,65000020,三重區,65000020-009,福民里,18,6,12,10,4,6,8,2,6,3566,"109Y12M"
65000,新北市,65000020,三重區,65000020-010,過田里,65,29,36,41,20,21,24,9,15,9844,"109Y12M"
65000,新北市,65000020,三重區,65000020-011,錦田里,10,3,7,2,0,2,8,3,5,2180,"109Y12M"
65000,新北市,65000020,三重區,65000020-012,重明里,14,4,10,8,3,5,6,1,5,3941,"109Y12M"
65000,新北市,65000020,三重區,65000020-013,光田里,28,8,20,20,5,15,8,3,5,4419,"109Y12M"
65000,新北市,65000020,三重區,65000020-014,光陽里,42,22,20,34,17,17,8,5,3,6361,"109Y12M"
65000,新北市,65000020,三重區,65000020-015,田心里,34,12,22,18,6,12,16,6,10,4142,"109Y12M"
65000,新北市,65000020,三重區,65000020-016,福田里,24,14,10,15,7,8,9,7,2,3515,"109Y12M"
65000,新北市,65000020,三重區,65000020-017,田中里,32,16,16,20,10,10,12,6,6,6537,"109Y12M"
65000,新北市,65000020,三重區,65000020-018,田安里,43,20,23,22,8,14,21,12,9,6368,"109Y12M"
65000,新北市,65000020,三重區,65000020-019,三民里,38,16,22,22,10,12,16,6,10,3490,"109Y12M"
65000,新北市,65000020,三重區,65000020-020,光明里,39,11,28,27,9,18,12,2,10,7748,"109Y12M"
65000,新北市,65000020,三重區,65000020-021,光正里,9,3,6,7,2,5,2,1,1,2710,"109Y12M"
65000,新北市,65000020,三重區,65000020-022,同安里,23,11,12,15,6,9,8,5,3,1470,"109Y12M"
65000,新北市,65000020,三重區,65000020-023,同慶里,7,4,3,4,3,1,3,1,2,1797,"109Y12M"
65000,新北市,65000020,三重區,65000020-024,菜寮里,11,8,3,10,7,3,1,1,0,2328,"109Y12M"
65000,新北市,65000020,三重區,65000020-025,永春里,13,5,8,9,3,6,4,2,2,1991,"109Y12M"
65000,新北市,65000020,三重區,65000020-026,中正里,10,6,4,10,6,4,0,0,0,1403,"109Y12M"
65000,新北市,65000020,三重區,65000020-027,吉利里,17,9,8,11,7,4,6,2,4,1413,"109Y12M"
65000,新北市,65000020,三重區,65000020-028,大同里,13,7,6,10,6,4,3,1,2,2035,"109Y12M"
65000,新北市,65000020,三重區,65000020-029,中民里,7,2,5,4,0,4,3,2,1,1290,"109Y12M"
65000,新北市,65000020,三重區,65000020-030,平和里,15,7,8,6,3,3,9,4,5,1518,"109Y12M"
65000,新北市,65000020,三重區,65000020-031,大安里,17,10,7,11,7,4,6,3,3,1698,"109Y12M"
65000,新北市,65000020,三重區,65000020-032,仁德里,35,15,20,22,9,13,13,6,7,1973,"109Y12M"
65000,新北市,65000020,三重區,65000020-033,忠孝里,15,5,10,8,3,5,7,2,5,1858,"109Y12M"
65000,新北市,65000020,三重區,65000020-034,仁義里,24,15,9,21,14,7,3,1,2,1269,"109Y12M"
65000,新北市,65000020,三重區,65000020-035,光榮里,9,5,4,3,1,2,6,4,2,1459,"109Y12M"
65000,新北市,65000020,三重區,65000020-036,光輝里,12,6,6,11,6,5,1,0,1,1528,"109Y12M"
65000,新北市,65000020,三重區,65000020-037,福星里,14,6,8,8,3,5,6,3,3,1204,"109Y12M"
65000,新北市,65000020,三重區,65000020-038,福利里,11,3,8,6,2,4,5,1,4,2305,"109Y12M"
65000,新北市,65000020,三重區,65000020-039,清和里,42,22,20,30,15,15,12,7,5,4044,"109Y12M"
65000,新北市,65000020,三重區,65000020-040,永興里,11,3,8,7,2,5,4,1,3,1395,"109Y12M"
65000,新北市,65000020,三重區,65000020-041,中山里,25,12,13,13,6,7,12,6,6,2804,"109Y12M"
65000,新北市,65000020,三重區,65000020-042,大園里,25,10,15,8,2,6,17,8,9,2910,"109Y12M"
65000,新北市,65000020,三重區,65000020-043,國隆里,6,3,3,2,1,1,4,2,2,2736,"109Y12M"
65000,新北市,65000020,三重區,65000020-044,重陽里,24,13,11,22,12,10,2,1,1,3683,"109Y12M"
65000,新北市,65000020,三重區,65000020-045,民生里,25,5,20,18,5,13,7,0,7,4436,"109Y12M"
65000,新北市,65000020,三重區,65000020-046,重新里,7,5,2,7,5,2,0,0,0,1522,"109Y12M"
65000,新北市,65000020,三重區,65000020-047,正德里,14,5,9,2,0,2,12,5,7,1172,"109Y12M"
65000,新北市,65000020,三重區,65000020-048,正義里,7,4,3,6,4,2,1,0,1,1872,"109Y12M"
65000,新北市,65000020,三重區,65000020-049,正安里,1,0,1,1,0,1,0,0,0,2049,"109Y12M"
65000,新北市,65000020,三重區,65000020-050,自強里,8,3,5,6,1,5,2,2,0,1857,"109Y12M"
65000,新北市,65000020,三重區,65000020-051,文化里,19,4,15,14,2,12,5,2,3,2328,"109Y12M"
65000,新北市,65000020,三重區,65000020-052,中央里,18,8,10,10,5,5,8,3,5,1882,"109Y12M"
65000,新北市,65000020,三重區,65000020-053,雙園里,6,2,4,5,2,3,1,0,1,965,"109Y12M"
65000,新北市,65000020,三重區,65000020-054,錦通里,6,2,4,5,2,3,1,0,1,1507,"109Y12M"
65000,新北市,65000020,三重區,65000020-055,錦安里,12,6,6,7,4,3,5,2,3,1856,"109Y12M"
65000,新北市,65000020,三重區,65000020-056,長安里,16,6,10,7,3,4,9,3,6,2230,"109Y12M"
65000,新北市,65000020,三重區,65000020-057,光華里,16,2,14,8,1,7,8,1,7,2261,"109Y12M"
65000,新北市,65000020,三重區,65000020-058,長生里,4,1,3,0,0,0,4,1,3,910,"109Y12M"
65000,新北市,65000020,三重區,65000020-059,開元里,12,4,8,7,2,5,5,2,3,1530,"109Y12M"
65000,新北市,65000020,三重區,65000020-060,大德里,20,12,8,0,0,0,20,12,8,864,"109Y12M"
65000,新北市,65000020,三重區,65000020-061,長元里,20,9,11,19,8,11,1,1,0,2506,"109Y12M"
65000,新北市,65000020,三重區,65000020-062,長江里,7,2,5,5,2,3,2,0,2,2083,"109Y12M"
65000,新北市,65000020,三重區,65000020-063,長泰里,12,6,6,8,3,5,4,3,1,2261,"109Y12M"
65000,新北市,65000020,三重區,65000020-064,長福里,12,3,9,10,3,7,2,0,2,1574,"109Y12M"
65000,新北市,65000020,三重區,65000020-065,介壽里,13,6,7,8,4,4,5,2,3,1222,"109Y12M"
65000,新北市,65000020,三重區,65000020-066,萬壽里,9,4,5,3,1,2,6,3,3,2025,"109Y12M"
65000,新北市,65000020,三重區,65000020-067,錦江里,14,5,9,12,4,8,2,1,1,2377,"109Y12M"
65000,新北市,65000020,三重區,65000020-068,龍濱里,29,12,17,20,8,12,9,4,5,3387,"109Y12M"
65000,新北市,65000020,三重區,65000020-069,龍門里,21,10,11,9,6,3,12,4,8,1925,"109Y12M"
65000,新北市,65000020,三重區,65000020-070,秀江里,7,4,3,7,4,3,0,0,0,1338,"109Y12M"
65000,新北市,65000020,三重區,65000020-071,奕壽里,7,4,3,6,4,2,1,0,1,1780,"109Y12M"
65000,新北市,65000020,三重區,65000020-072,三安里,30,16,14,10,4,6,20,12,8,2708,"109Y12M"
65000,新北市,65000020,三重區,65000020-073,福安里,19,6,13,11,5,6,8,1,7,3056,"109Y12M"
65000,新北市,65000020,三重區,65000020-074,信安里,8,2,6,4,0,4,4,2,2,2067,"109Y12M"
65000,新北市,65000020,三重區,65000020-075,安慶里,15,6,9,10,4,6,5,2,3,2098,"109Y12M"
65000,新北市,65000020,三重區,65000020-076,幸福里,34,15,19,20,8,12,14,7,7,4777,"109Y12M"
65000,新北市,65000020,三重區,65000020-077,六合里,25,10,15,14,4,10,11,6,5,3870,"109Y12M"
65000,新北市,65000020,三重區,65000020-078,六福里,59,22,37,43,18,25,16,4,12,5948,"109Y12M"
65000,新北市,65000020,三重區,65000020-079,順德里,22,8,14,17,7,10,5,1,4,2312,"109Y12M"
65000,新北市,65000020,三重區,65000020-080,承德里,11,7,4,0,0,0,11,7,4,1849,"109Y12M"
65000,新北市,65000020,三重區,65000020-081,瑞德里,12,5,7,8,2,6,4,3,1,2474,"109Y12M"
65000,新北市,65000020,三重區,65000020-082,崇德里,26,11,15,18,8,10,8,3,5,3996,"109Y12M"
65000,新北市,65000020,三重區,65000020-083,厚德里,9,5,4,8,4,4,1,1,0,3745,"109Y12M"
65000,新北市,65000020,三重區,65000020-084,維德里,24,12,12,5,0,5,19,12,7,3015,"109Y12M"
65000,新北市,65000020,三重區,65000020-085,尚德里,9,3,6,2,1,1,7,2,5,3143,"109Y12M"
65000,新北市,65000020,三重區,65000020-086,培德里,21,13,8,11,7,4,10,6,4,3824,"109Y12M"
65000,新北市,65000020,三重區,65000020-087,永德里,35,15,20,23,12,11,12,3,9,5141,"109Y12M"
65000,新北市,65000020,三重區,65000020-088,永盛里,12,3,9,6,2,4,6,1,5,3448,"109Y12M"
65000,新北市,65000020,三重區,65000020-089,永福里,48,18,30,32,12,20,16,6,10,5488,"109Y12M"
65000,新北市,65000020,三重區,65000020-090,永清里,45,20,25,30,15,15,15,5,10,5619,"109Y12M"
65000,新北市,65000020,三重區,65000020-091,永安里,16,4,12,6,2,4,10,2,8,4327,"109Y12M"
65000,新北市,65000020,三重區,65000020-092,永煇里,21,9,12,17,9,8,4,0,4,2554,"109Y12M"
65000,新北市,65000020,三重區,65000020-093,溪美里,50,23,27,29,17,12,21,6,15,8883,"109Y12M"
65000,新北市,65000020,三重區,65000020-094,福隆里,37,18,19,24,12,12,13,6,7,4793,"109Y12M"
65000,新北市,65000020,三重區,65000020-095,五常里,16,5,11,10,4,6,6,1,5,4328,"109Y12M"
65000,新北市,65000020,三重區,65000020-096,五福里,34,9,25,17,5,12,17,4,13,3983,"109Y12M"
65000,新北市,65000020,三重區,65000020-097,仁忠里,33,20,13,17,12,5,16,8,8,3263,"109Y12M"
65000,新北市,65000020,三重區,65000020-098,慈福里,12,6,6,5,4,1,7,2,5,2284,"109Y12M"
65000,新北市,65000020,三重區,65000020-099,慈生里,6,2,4,5,2,3,1,0,1,2305,"109Y12M"
65000,新北市,65000020,三重區,65000020-100,慈惠里,36,20,16,23,14,9,13,6,7,2273,"109Y12M"
65000,新北市,65000020,三重區,65000020-101,慈愛里,8,2,6,5,0,5,3,2,1,3477,"109Y12M"
65000,新北市,65000020,三重區,65000020-102,慈化里,20,8,12,12,5,7,8,3,5,2598,"109Y12M"
65000,新北市,65000020,三重區,65000020-103,慈祐里,7,2,5,6,1,5,1,1,0,5195,"109Y12M"
65000,新北市,65000020,三重區,65000020-104,五華里,16,6,10,11,6,5,5,0,5,5413,"109Y12M"
65000,新北市,65000020,三重區,65000020-105,富貴里,24,8,16,15,3,12,9,5,4,6846,"109Y12M"
65000,新北市,65000020,三重區,65000020-106,富華里,44,21,23,35,16,19,9,5,4,3423,"109Y12M"
65000,新北市,65000020,三重區,65000020-107,富福里,18,8,10,13,6,7,5,2,3,2167,"109Y12M"
65000,新北市,65000020,三重區,65000020-108,碧華里,38,21,17,27,16,11,11,5,6,8644,"109Y12M"
65000,新北市,65000020,三重區,65000020-109,五谷里,20,8,12,13,7,6,7,1,6,1917,"109Y12M"
65000,新北市,65000020,三重區,65000020-110,博愛里,24,10,14,15,5,10,9,5,4,4639,"109Y12M"
65000,新北市,65000020,三重區,65000020-111,福德里,18,6,12,12,5,7,6,1,5,4261,"109Y12M"
65000,新北市,65000020,三重區,65000020-112,永吉里,18,7,11,10,5,5,8,2,6,3000,"109Y12M"
65000,新北市,65000020,三重區,65000020-113,永發里,39,22,17,19,9,10,20,13,7,6069,"109Y12M"
65000,新北市,65000020,三重區,65000020-114,永順里,34,16,18,25,12,13,9,4,5,5300,"109Y12M"
65000,新北市,65000020,三重區,65000020-115,永豐里,34,14,20,22,10,12,12,4,8,6201,"109Y12M"
65000,新北市,65000020,三重區,65000020-116,立德里,13,6,7,12,6,6,1,0,1,3486,"109Y12M"
65000,新北市,65000020,三重區,65000020-117,福樂里,14,6,8,7,3,4,7,3,4,3859,"109Y12M"
65000,新北市,65000020,三重區,65000020-118,仁華里,15,9,6,8,6,2,7,3,4,4463,"109Y12M"
65000,新北市,65000020,三重區,65000020-119,五順里,27,14,13,15,8,7,12,6,6,4092,"109Y12M"
65000,新北市,65000030,中和區,65000030-001,中原里,61,21,40,45,15,30,16,6,10,7142,"109Y12M"
