COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,E1314_CNT,E1112_CNT,E2122_CNT,E3_4_5_CNT,E6_7_CNT,E8_9_CNT,E1_2_CNT,E03_CNT,E04_CNT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,博士人口數,碩士人口數,大學院校人口數,專科人口數,高中職人口數,國中初職人口數,小學人口數,自修人口數,不識字人口數,資料時間
"65000","新北市","65000010","板橋區","65000010-001","留侯里",10,116,453,159,432,161,78,2,2,"113Y"
"65000","新北市","65000010","板橋區","65000010-002","流芳里",13,125,446,165,306,116,68,0,1,"113Y"
"65000","新北市","65000010","板橋區","65000010-003","赤松里",11,144,332,116,199,59,56,0,3,"113Y"
"65000","新北市","65000010","板橋區","65000010-004","黃石里",14,125,354,125,305,67,58,1,1,"113Y"
"65000","新北市","65000010","板橋區","65000010-005","挹秀里",25,225,616,237,355,88,63,0,2,"113Y"
"65000","新北市","65000010","板橋區","65000010-006","湳興里",26,458,1520,563,1327,480,391,6,14,"113Y"
"65000","新北市","65000010","板橋區","65000010-007","新興里",26,281,923,387,847,313,261,4,17,"113Y"
"65000","新北市","65000010","板橋區","65000010-008","社後里",41,441,1984,1056,3234,1682,823,14,49,"113Y"
"65000","新北市","65000010","板橋區","65000010-009","香社里",21,253,1274,497,1142,434,373,3,12,"113Y"
"65000","新北市","65000010","板橋區","65000010-010","中正里",44,798,2569,788,1730,643,433,3,20,"113Y"
"65000","新北市","65000010","板橋區","65000010-011","自強里",49,561,1699,610,1017,267,245,4,7,"113Y"
"65000","新北市","65000010","板橋區","65000010-012","自立里",12,160,688,296,704,327,262,4,13,"113Y"
"65000","新北市","65000010","板橋區","65000010-013","光華里",24,217,803,297,606,218,153,2,2,"113Y"
"65000","新北市","65000010","板橋區","65000010-014","國光里",38,453,1249,479,746,217,182,3,13,"113Y"
"65000","新北市","65000010","板橋區","65000010-015","港尾里",19,289,863,339,642,218,160,3,5,"113Y"
"65000","新北市","65000010","板橋區","65000010-016","金華里",10,170,939,426,920,474,386,6,24,"113Y"
"65000","新北市","65000010","板橋區","65000010-017","港德里",23,260,1144,483,1163,548,491,8,22,"113Y"
"65000","新北市","65000010","板橋區","65000010-018","民權里",24,210,807,322,571,193,213,5,7,"113Y"
"65000","新北市","65000010","板橋區","65000010-019","建國里",14,202,871,364,805,389,309,6,16,"113Y"
