COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,E1314_CNT,E1112_CNT,E2122_CNT,E3_4_5_CNT,E6_7_CNT,E8_9_CNT,E1_2_CNT,E03_CNT,E04_CNT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,│╒дhдHдf╝╞,║╙дhдHдf╝╞,дj╛╟░|о╒дHдf╝╞,▒MмьдHдf╝╞,░кдд┬╛дHдf╝╞,░ъддкь┬╛дHдf╝╞,дp╛╟дHдf╝╞,ж█н╫дHдf╝╞,дг├╤жrдHдf╝╞,╕ъо╞о╔╢б
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,6,97,348,194,491,201,116,3,5,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,10,85,405,183,393,149,119,1,3,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,11,52,220,106,201,55,60,0,8,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,9,39,276,135,357,111,97,2,9,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,21,143,491,269,461,105,90,2,4,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,15,282,1210,679,1563,644,622,18,34,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,18,177,656,399,912,408,398,8,34,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,28,265,1448,926,2748,1483,1094,31,77,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,10,168,898,535,1304,542,516,5,23,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,12,166,917,471,1256,626,520,5,45,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,55,512,1660,730,1165,340,349,5,26,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,13,110,618,335,781,395,350,10,21,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,18,197,702,354,727,279,236,2,13,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,38,331,1172,529,903,282,266,4,30,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-015,┤фз└и╜,15,191,733,401,759,274,244,5,18,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-016,кў╡╪и╜,6,154,827,470,1076,606,517,10,42,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-017,┤ф╝wи╜,17,230,1015,555,1304,657,679,15,48,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-018,е┴┼vи╜,15,144,672,355,693,266,293,11,23,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-019,л╪░ъи╜,21,159,753,433,993,509,477,9,38,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-020,║~е═и╜,36,327,1165,591,1091,368,378,6,34,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-021,д╜БFи╜,14,168,800,481,1085,496,458,17,42,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-022,╖sе┴и╜,24,270,1036,578,1166,487,402,11,28,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-023,йп║╓и╜,5,161,801,477,1122,549,539,14,44,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-024,й╛╕█и╜,29,306,1185,584,887,362,289,11,26,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-025,ж╩╣╪и╜,7,97,484,315,654,327,281,2,15,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-026,д╢╣╪и╜,5,132,632,417,856,338,359,11,33,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-027,╖sоHи╜,11,132,505,302,542,260,260,6,11,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-028,╡╪ж┐и╜,44,618,1859,909,1565,653,446,11,30,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-029,ж┐╗Aи╜,20,264,1028,540,1358,624,583,15,59,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-030,п┬╗Aи╜,16,265,1216,645,1452,725,614,24,45,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-031,╖╦└Yи╜,18,277,1320,664,1675,718,713,15,57,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-032,┴p╗Aи╜,36,304,988,453,820,365,342,8,31,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-033,з╗╗Aи╜,20,264,1127,619,1254,611,455,29,25,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-034,дп╗Aи╜,8,93,533,329,801,442,480,10,46,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-035,╖s╗Aи╜,38,476,1976,1029,2108,878,679,15,51,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-036,жN╗Aи╜,7,104,755,407,1119,573,470,11,38,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-037,╝w╗Aи╜,26,357,1684,946,1887,853,577,10,29,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-038,║б╗Aи╜,5,109,563,352,891,436,456,7,44,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-039,й·╗Aи╜,15,243,1051,575,1309,669,659,11,44,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-040,кQ╗Aи╜,14,181,786,444,960,403,418,3,34,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-041,мf╗Aи╜,18,233,940,467,1062,419,434,4,40,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-042,└s╗Aи╜,17,317,1210,603,1329,536,594,19,52,"102Y"
65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-043,╡╪╗Aи╜,18,248,883,426,960,388,337,6,39,"102Y"
