TAG,COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,FLD01,FLD02,FLD03,FLD04,FLD05,FLD06,FLD07,FLD08,INFO_TIME
標籤,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,資料時間
,63000,臺北市,63000010,松山區,63000010-002,莊敬里,1760,1603702,911,680,375,1208,820.12,90,"102Y"
,63000,臺北市,63000010,松山區,63000010-003,東榮里,3033,5297035,1746,900,404,1875,4641.36,265.76,"102Y"
,63000,臺北市,63000010,松山區,63000010-004,三民里,2538,3494913,1377,769,393,1556,3347.71,243.11,"102Y"
,63000,臺北市,63000010,松山區,63000010-005,新益里,1736,1825733,1052,723,372,1309,1332.66,126.72,"102Y"
,63000,臺北市,63000010,松山區,63000010-006,富錦里,1862,2518589,1353,719,372,1425,5326.08,393.76,"102Y"
,63000,臺北市,63000010,松山區,63000010-007,新東里,1786,1927329,1079,721,384,1332,1290.46,119.58,"102Y"
,63000,臺北市,63000010,松山區,63000010-008,富泰里,1682,2175812,1294,797,401,1534,2700.81,208.78,"102Y"
,63000,臺北市,63000010,松山區,63000010-009,介壽里,1573,2317024,1473,861,425,1764,2178.64,147.91,"102Y"
,63000,臺北市,63000010,松山區,63000010-010,精忠里,1535,2845658,1854,911,422,1812,7597.21,409.81,"102Y"
,63000,臺北市,63000010,松山區,63000010-011,東光里,2642,3364676,1274,768,388,1567,2016.7,158.35,"102Y"
,63000,臺北市,63000010,松山區,63000010-012,龍田里,3590,5146914,1434,978,449,1855,1774.57,123.78,"102Y"
,63000,臺北市,63000010,松山區,63000010-013,東昌里,969,2897053,2990,898,453,1728,41517.52,1388.67,"102Y"
,63000,臺北市,63000010,松山區,63000010-014,東勢里,1655,2857830,1727,771,381,1599,16872.46,977.1,"102Y"
,63000,臺北市,63000010,松山區,63000010-015,中華里,2345,5726157,2442,946,457,2027,18791.1,769.54,"102Y"
,63000,臺北市,63000010,松山區,63000010-016,民有里,3488,5835556,1673,779,386,1667,5349.87,319.77,"102Y"
,63000,臺北市,63000010,松山區,63000010-017,民福里,2286,2439146,1067,697,365,1364,1557.1,145.93,"102Y"
,63000,臺北市,63000010,松山區,63000010-018,慈祐里,2301,2094234,910,638,366,1137,929.89,102.17,"102Y"
,63000,臺北市,63000010,松山區,63000010-019,安平里,2841,2913100,1025,668,370,1217,2142.84,208.98,"102Y"
,63000,臺北市,63000010,松山區,63000010-020,鵬程里,1852,2204332,1190,742,391,1477,1386.6,116.5,"102Y"
,63000,臺北市,63000010,松山區,63000010-021,自強里,3079,3986679,1295,799,392,1563,2796.88,216.01,"102Y"
,63000,臺北市,63000010,松山區,63000010-022,吉祥里,3181,4151903,1305,745,384,1462,5442.57,416.98,"102Y"
,63000,臺北市,63000010,松山區,63000010-024,新聚里,2883,3218824,1116,706,387,1332,1774.96,158.98,"102Y"
,63000,臺北市,63000010,松山區,63000010-025,復盛里,2295,2504784,1091,705,377,1313,2145.19,196.55,"102Y"
,63000,臺北市,63000010,松山區,63000010-026,中正里,3468,6125553,1766,994,478,1897,4305.16,243.74,"102Y"
,63000,臺北市,63000010,松山區,63000010-027,中崙里,1427,1750383,1227,803,420,1522,1497.02,122.04,"102Y"
,63000,臺北市,63000010,松山區,63000010-028,美仁里,1228,1801523,1467,849,417,1725,2060.17,140.43,"102Y"
,63000,臺北市,63000010,松山區,63000010-029,吉仁里,1429,1867999,1307,801,420,1587,1985.94,151.92,"102Y"
,63000,臺北市,63000010,松山區,63000010-030,敦化里,2558,3674809,1437,820,423,1599,3661.8,254.89,"102Y"
,63000,臺北市,63000010,松山區,63000010-031,復源里,1135,1527929,1346,742,404,1448,4896.37,363.72,"102Y"
,63000,臺北市,63000010,松山區,63000010-032,復建里,1576,2003145,1271,838,426,1643,1450.28,114.1,"102Y"
,63000,臺北市,63000010,松山區,63000010-033,復勢里,2298,2837041,1235,773,400,1506,1666.88,135.02,"102Y"
,63000,臺北市,63000010,松山區,63000010-034,福成里,1011,2036298,2014,894,447,1818,11527.78,572.34,"102Y"
,63000,臺北市,63000010,松山區,63000010-035,松基里,1436,2608578,1817,805,408,1732,7442.58,409.71,"102Y"
X,63000,臺北市,63000010,松山區,63000010-999,其他,46,58389,1269,1155,557,1568,975.87,76.88,"102Y"
,63000,臺北市,63000020,信義區,63000020-001,西村里,1672,1745908,1044,711,369,1346,1184.76,113.46,"102Y"
,63000,臺北市,63000020,信義區,63000020-002,正和里,1704,2314674,1358,776,389,1604,2270.95,167.18,"102Y"
,63000,臺北市,63000020,信義區,63000020-003,興隆里,1003,5249249,5234,781,401,1733,90640.91,1731.92,"102Y"
