TAG,COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,FLD01,FLD02,FLD03,FLD04,FLD05,FLD06,FLD07,FLD08,INFO_TIME
標籤,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,資料時間
,63000,臺北市,63000010,松山區,63000010-027,中崙里,1461,1934054,1324,835,432,1608,1762,133.1,"105Y"
,63000,臺北市,63000010,松山區,63000010-021,自強里,3154,4365658,1384,828,413,1610,3578.02,258.5,"105Y"
,63000,臺北市,63000010,松山區,63000010-020,鵬程里,1870,2361314,1263,746,417,1537,2067.63,163.74,"105Y"
,63000,臺北市,63000010,松山區,63000010-003,東榮里,2900,5311999,1832,919,423,1929,4714.33,257.37,"105Y"
,63000,臺北市,63000010,松山區,63000010-009,介壽里,1566,2585829,1651,915,455,1854,4219.46,255.53,"105Y"
,63000,臺北市,63000010,松山區,63000010-014,東勢里,1626,2466188,1517,797,401,1627,6758.08,445.57,"105Y"
,63000,臺北市,63000010,松山區,63000010-011,東光里,2633,3512761,1334,802,393,1603,2134.22,159.97,"105Y"
,63000,臺北市,63000010,松山區,63000010-026,中正里,3524,6183543,1755,998,473,1982,3919.7,223.38,"105Y"
,63000,臺北市,63000010,松山區,63000010-025,復盛里,2307,2682763,1163,728,392,1366,3271.1,281.29,"105Y"
,63000,臺北市,63000010,松山區,63000010-033,復勢里,2332,2920746,1252,794,397,1567,1619.94,129.34,"105Y"
,63000,臺北市,63000010,松山區,63000010-028,美仁里,1262,1851265,1467,872,417,1754,1975.02,134.64,"105Y"
,63000,臺北市,63000010,松山區,63000010-029,吉仁里,1414,1950929,1380,824,415,1647,2286.08,165.69,"105Y"
,63000,臺北市,63000010,松山區,63000010-010,精忠里,1566,3182053,2032,957,451,1876,8056.75,396.5,"105Y"
,63000,臺北市,63000010,松山區,63000010-013,東昌里,931,7139691,7669,898,447,1858,82585.09,1076.89,"105Y"
,63000,臺北市,63000010,松山區,63000010-034,福成里,944,1878071,1989,883,414,1888,9435.94,474.29,"105Y"
,63000,臺北市,63000010,松山區,63000010-015,中華里,2305,5981435,2595,975,456,2115,25924.43,999.02,"105Y"
,63000,臺北市,63000010,松山區,63000010-022,吉祥里,3197,4048652,1266,762,400,1514,2279.82,180.03,"105Y"
,63000,臺北市,63000010,松山區,63000010-007,新東里,1749,1993536,1140,770,408,1439,1317.77,115.61,"105Y"
,63000,臺北市,63000010,松山區,63000010-004,三民里,2524,3530427,1399,790,385,1546,3795.17,271.33,"105Y"
,63000,臺北市,63000010,松山區,63000010-032,復建里,1616,2089382,1293,872,443,1634,1365.71,105.63,"105Y"
,63000,臺北市,63000010,松山區,63000010-030,敦化里,2539,4130219,1627,855,446,1675,5824.45,358.05,"105Y"
,63000,臺北市,63000010,松山區,63000010-019,安平里,2904,2892759,996,672,369,1258,1016.43,102.04,"105Y"
,63000,臺北市,63000010,松山區,63000010-006,富錦里,1869,2680655,1434,802,412,1588,4562.1,318.08,"105Y"
,63000,臺北市,63000010,松山區,63000010-002,莊敬里,1722,1749316,1016,729,415,1298,1077.56,106.07,"105Y"
,63000,臺北市,63000010,松山區,63000010-005,新益里,1671,1792684,1073,724,395,1408,1170.27,109.08,"105Y"
,63000,臺北市,63000010,松山區,63000010-008,富泰里,1674,2114086,1263,820,400,1578,2212.82,175.22,"105Y"
,63000,臺北市,63000010,松山區,63000010-012,龍田里,3602,5630182,1563,1037,498,1987,1890.22,120.93,"105Y"
,63000,臺北市,63000010,松山區,63000010-018,慈祐里,2417,2356143,975,670,368,1202,1132.66,116.19,"105Y"
,63000,臺北市,63000010,松山區,63000010-031,復源里,1082,1506039,1392,807,408,1565,3728.38,267.86,"105Y"
,63000,臺北市,63000010,松山區,63000010-017,民福里,2332,2548002,1093,703,393,1337,1396.36,127.8,"105Y"
,63000,臺北市,63000010,松山區,63000010-035,松基里,1409,2688566,1908,814,386,1770,9195.05,481.89,"105Y"
,63000,臺北市,63000010,松山區,63000010-024,新聚里,2959,3373733,1140,727,384,1368,1866.96,163.75,"105Y"
,63000,臺北市,63000010,松山區,63000010-016,民有里,3458,6039781,1747,838,405,1776,5580.73,319.52,"105Y"
X,63000,臺北市,63000010,松山區,63000010-999,其他,161,195819,1216,733,397,1173,2296.07,188.78,"105Y"
,63000,臺北市,63000030,大安區,63000030-049,建安里,1953,3256422,1667,852,393,1768,3759.61,225.48,"105Y"
,63000,臺北市,63000030,大安區,63000030-032,通安里,1958,2355195,1203,724,387,1450,1681.29,139.77,"105Y"
,63000,臺北市,63000030,大安區,63000030-007,民輝里,2621,6378063,2433,894,418,2021,9545.51,392.26,"105Y"
