TAG,COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,FLD01,FLD02,FLD03,FLD04,FLD05,FLD06,FLD07,FLD08,INFO_TIME
╝╨┼╥,┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,п╟╡|│цжь,║южXй╥▒o┴`├B,ензб╝╞,дджь╝╞,▓─д@д└жь╝╞,▓─дTд└жь╝╞,╝╨╖╟оt,┼▄▓злY╝╞,╕ъо╞о╔╢б
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-001,пdлJи╜,471,415701,883,561,302,907,2173.31,246.24,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-002,мyк┌и╜,457,430187,941,593,336,1092,1264.74,134.36,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-003,иккQи╜,251,402713,1604,658,375,1350,6074.72,378.62,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-004,╢└е█и╜,326,250701,769,540,327,910,949.45,123.46,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-005,╤║иqи╜,587,662200,1128,713,397,1339,1321.51,117.14,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-006,┘ї┐│и╜,1551,1222329,788,566,357,978,758.28,96.22,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-007,╖s┐│и╜,862,626130,726,555,318,897,650.97,89.62,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-008,к└лси╜,1734,1201640,693,523,325,831,662.25,95.56,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-009,н╗к└и╜,1255,901971,719,554,356,861,662.67,92.2,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-010,дде┐и╜,1296,930355,718,553,344,908,612.79,85.36,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-011,ж█▒jи╜,1899,1780772,938,623,369,1156,1149.78,122.61,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-012,ж█е▀и╜,805,559348,695,528,346,868,556.08,80.03,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-013,е·╡╪и╜,897,763801,852,568,349,1037,1120.92,131.64,"100Y"
,65000,╖sе_ел,65000010,кO╛Ї░╧,65000010-014,░ъе·и╜,1257,1261699,1004,700,391,1256,1014.91,101.11,"100Y"
